PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Hines Ward, WR",PIT,11,61,5.5,25,1,0,3.8,0,3
"Tony Richardson, FB",KC,24,60,2.5,8,0,0,3.8,0,4
"James Mungro, RB",IND,24,60,2.5,9,0,2,8.6,0,5
"Erik Bickerstaff, RB",DAL,19,56,2.9,9,0,1,14.0,0,3
"Terry Glenn, WR",DAL,3,55,18.3,47,1,0,3.4,0,1
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"James Thrash, WR",PHI,5,52,10.4,47,1,0,3.3,0,2
"Az-Zahir Hakim, WR",DET,3,51,17.0,35,1,0,3.6,0,1
"Donald Driver, WR",GB,5,51,10.2,45,1,0,3.4,0,1
"Dave Ragone, QB",HOU,6,51,8.5,14,0,0,25.5,2,2
"Kerry Collins, QB",NYG,17,49,2.9,22,1,0,3.8,2,3
"Rod Smart, RB",CAR,20,49,2.5,6,0,0,3.1,0,3
"Ashley Lelie, WR",DEN,8,43,5.4,13,0,0,2.7,0,2
"Chad Pennington, QB",NYJ,21,42,2.0,10,0,2,4.2,3,6
"Steve Smith Sr., WR",CAR,11,42,3.8,14,0,0,2.6,0,4
"Tim Hasselbeck, QB",WSH,15,41,2.7,11,0,0,5.9,2,2
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Jeremi Johnson, FB",CIN,15,41,2.7,12,0,1,2.6,0,5
"Lorenzo Neal, FB",SD,18,40,2.2,7,0,1,2.5,0,7
"Anquan Boldin, WR",ARI,5,40,8.0,23,1,0,2.5,0,2
"Jake Delhomme, QB",CAR,42,39,0.9,9,0,1,2.4,7,10
"Tim Couch, QB",CLE,11,39,3.5,17,0,1,3.9,1,4
"Laveranues Coles, WR",WSH,10,39,3.9,23,1,0,2.4,0,3
"Reche Caldwell, WR",SD,5,39,7.8,14,0,0,4.3,0,2
"Delvin Joyce, RB",NYG,11,39,3.5,8,0,0,2.4,1,1
"Josh Reed, WR",BUF,3,38,12.7,16,0,0,2.4,0,2
"Alvis Whitted, WR",OAK,6,37,6.2,16,0,0,2.3,0,2
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Rabih Abdullah, RB",CHI,18,37,2.1,10,0,0,2.5,0,4
"Chris Chandler, QB",CHI,14,35,2.5,11,0,0,4.4,2,4
"Brad Johnson, QB",TB,25,33,1.3,13,0,0,2.1,1,4
"Doug Chapman, RB",MIN,15,33,2.2,6,0,0,8.3,0,1
"Mike McMahon, QB",DET,5,32,6.4,12,0,0,10.7,1,1
"Musa Smith, RB",BAL,9,31,3.4,11,0,2,2.8,1,2
"Cecil Sapp, FB",DEN,12,31,2.6,5,0,0,31.0,0,1
"Matt Turk, P",MIA,3,30,10.0,23,1,0,2.3,0,1
"J.R. Redmond, RB",OAK,9,30,3.3,9,0,0,30.0,0,2
"Chris Chambers, WR",MIA,4,30,7.5,12,0,0,1.9,0,1
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Drew Bledsoe, QB",BUF,24,29,1.2,11,0,2,1.8,5,5
"Dan Kreider, FB",PIT,7,29,4.1,9,0,1,1.8,0,1
"Tee Martin, QB",OAK,5,28,5.6,8,0,0,14.0,1,0
"Andre Davis, WR",CLE,5,28,5.6,7,0,0,1.8,0,1
"Troy Brown, WR",NE,6,27,4.5,11,0,0,2.3,0,2
"Tony Banks, QB",HOU,6,27,4.5,13,0,0,3.9,0,2
"Patrick Pass, FB",NE,6,27,4.5,11,0,0,2.1,0,2
"Avon Cobourne, RB",DET,10,27,2.7,19,0,0,3.9,0,1
"Leon Johnson, RB",SD,4,26,6.5,18,0,0,1.9,0,1
"Peyton Manning, QB",IND,28,26,0.9,10,0,0,1.6,4,3
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Fred Beasley, RB",SF,17,24,1.4,5,0,0,1.5,0,4
"Heath Evans, FB",SEA,7,24,3.4,8,0,0,1.7,0,1
"Jesse Palmer, QB",NYG,4,23,5.8,26,1,0,3.8,0,2
"Joey Galloway, WR",DAL,4,22,5.5,10,0,0,1.5,0,0
"Marques Tuiasosopo, QB",OAK,6,22,3.7,8,0,0,5.5,1,0
"Hunter Smith, P",IND,1,21,21.0,21,1,1,1.3,0,1
"Doug Johnson, QB",ATL,14,21,1.5,13,0,1,2.1,0,2
"Brad Hoover, FB",CAR,6,21,3.5,5,0,0,1.3,0,2
"Todd Heap, TE",BAL,3,21,7.0,9,0,0,1.3,0,0
"Brian Moorman, P",BUF,1,21,21.0,21,1,0,1.3,1,1
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Eric Parker, WR",SD,3,21,7.0,13,0,0,2.6,0,2
"Woody Dantzler, RB",ATL,8,21,2.6,12,0,1,2.3,0,2
"Brian Mitchell, RB",NYG,4,20,5.0,18,0,1,1.3,0,2
"Shaun King, QB",TB,4,20,5.0,12,0,0,6.7,0,3
"Mark Brunell, QB",JAX,8,19,2.4,12,0,1,6.3,1,3
"Ike Hilliard, WR",NYG,2,19,9.5,13,0,0,1.5,0,1
"Rich Gannon, QB",OAK,6,18,3.0,6,0,0,2.6,0,1
"Randy Moss, WR",MIN,6,18,3.0,11,0,0,1.1,0,1
"David Boston, WR",SD,3,18,6.0,13,0,0,1.3,0,2
"Vinny Testaverde, QB",NYJ,6,17,2.8,13,0,0,2.4,1,1
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Isaac Bruce, WR",STL,2,17,8.5,14,0,0,1.1,0,1
"Rob Konrad, FB",MIA,4,17,4.3,11,0,0,1.2,0,1
"Jesse Chatman, RB",SD,8,17,2.1,6,0,0,1.1,0,0
"Charles Rogers, WR",DET,2,17,8.5,12,0,0,3.4,0,1
"Antonio Brown, WR",BUF,1,17,17.0,17,0,0,1.1,0,1
"Cory Schlesinger, RB",DET,9,16,1.8,4,0,0,1.0,0,5
"Brett Favre, QB",GB,18,15,0.8,7,0,0,0.9,1,3
"Rob Johnson, QB",OAK/WSH,2,15,7.5,14,0,0,7.5,0,1
"Joe Horn, WR",NO,2,15,7.5,13,0,0,1.0,0,1
"Brian Griese, QB",MIA,5,15,3.0,9,0,0,3.0,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Jimmy Kleinsasser, TE",MIN,2,15,7.5,12,0,0,0.9,0,1
"Koren Robinson, WR",SEA,4,15,3.8,16,0,0,1.0,0,2
"George Layne, RB",ATL,1,15,15.0,15,0,0,5.0,0,1
"Brandon Manumaleuna, TE",STL,4,15,3.8,8,0,0,0.9,0,0
"Eddie Johnson, P",MIN,2,15,7.5,15,0,0,1.1,2,1
"Phil Dawson, PK",CLE,1,14,14.0,14,0,0,1.1,0,1
"Ryan Neufeld, FB",BUF,1,14,14.0,14,0,0,0.9,0,1
"Reuben Droughns, RB",DEN,6,14,2.3,12,0,0,0.9,0,1
"Charles Lee, WR",TB,2,14,7.0,8,0,0,1.8,0,1
"James Fenderson, RB",NO,4,14,3.5,6,0,0,1.6,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Jonathan Wells, RB",HOU,5,14,2.8,10,0,0,1.1,0,1
"Bobby Wade, WR",CHI,5,14,2.8,6,0,0,1.2,0,2
"Arnaz Battle, WR",SF,2,14,7.0,9,0,0,1.8,0,0
"Steve Beuerlein, QB",DEN,5,13,2.6,7,0,0,3.3,0,1
"Fred McAfee, RB",NO,1,13,13.0,13,0,0,0.9,0,1
"Marc Edwards, FB",JAX,7,13,1.9,3,0,1,0.8,0,4
"Dez White, WR",CHI,2,13,6.5,12,0,0,0.9,0,1
"Justin McCareins, WR",TEN,1,13,13.0,13,0,0,0.8,0,1
"Jabar Gaffney, WR",HOU,1,13,13.0,13,0,0,0.8,0,1
"Kurt Kittner, QB",ATL,8,13,1.6,7,0,0,1.9,0,2
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Tommy Maddox, QB",PIT,13,12,0.9,6,0,0,0.8,1,0
"Chad Stanley, P",HOU,1,12,12.0,12,0,0,0.8,0,1
"Derrick Mason, WR",TEN,3,11,3.7,7,0,0,0.7,0,1
"Charlie Batch, QB",PIT,1,11,11.0,11,0,0,3.7,0,1
"Reggie Swinton, WR",DAL/DET/GB,3,11,3.7,9,0,0,1.0,0,0
"Deion Branch, WR",NE,1,11,11.0,11,0,0,0.7,0,1
"Jerry Porter, WR",OAK,1,10,10.0,10,0,0,1.0,0,0
"Adrian Madise, WR",DEN,1,10,10.0,10,0,0,0.9,0,1
"Eddie Kennison, WR",KC,2,9,4.5,5,0,0,0.6,0,0
"Jarious Jackson, QB",DEN,1,9,9.0,9,0,0,9.0,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"John Simon, RB",WSH,3,9,3.0,6,0,0,2.3,1,0
"B.J. Askew, FB",NYJ,2,9,4.5,6,0,0,0.6,0,1
"Sultan McCullough, RB",WSH,1,9,9.0,9,0,0,9.0,0,0
"Brock Huard, QB",IND,3,8,2.7,9,0,0,4.0,1,0
"Chris Cole, WR",DEN,2,8,4.0,8,0,0,0.7,0,1
"David Allen, RB",JAX,4,8,2.0,6,0,0,0.6,0,1
"Brant Boyer, LB",CLE,1,7,7.0,7,0,0,0.5,0,1
"Jeff Wilkins, PK",STL,1,7,7.0,7,0,0,0.4,0,1
"Kelly Holcomb, QB",CLE,8,7,0.9,6,0,0,0.7,1,0
"Jason Simmons, DB",HOU,1,7,7.0,7,0,0,0.4,0,1
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Jamar Martin, RB",DAL,4,7,1.8,3,0,0,0.5,0,2
"Shaun McDonald, WR",STL,2,7,3.5,5,0,0,0.9,0,1
"Rob Johnson, QB",OAK/WSH,1,6,6.0,6,0,0,3.0,0,0
"Jermaine Lewis, WR",JAX,1,6,6.0,6,0,0,3.0,0,1
"James Hodgins, RB",ARI,2,6,3.0,3,0,0,0.4,0,1
"Troy Walters, WR",IND,1,6,6.0,6,0,0,0.4,0,0
"Amani Toomer, WR",NYG,1,5,5.0,5,0,0,0.3,0,0
"Danny Kanell, QB",DEN,6,5,0.8,9,0,0,1.0,1,1
"Torry Holt, WR",STL,1,5,5.0,5,0,0,0.3,0,0
"Paul Smith, RB",DET,2,5,2.5,3,0,0,0.7,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Travis Brown, QB",BUF,1,5,5.0,5,0,0,2.5,0,0
"Bryan Johnson, FB",WSH,2,5,2.5,4,0,0,0.3,0,0
"Tyrone Calico, WR",TEN,1,5,5.0,5,0,0,0.4,0,0
"Kelley Washington, WR",CIN,1,5,5.0,5,0,0,0.3,0,0
"Dan Klecko, FB",NE,2,5,2.5,5,0,0,0.4,0,1
"Mike Furrey, WR",STL,3,5,1.7,2,0,0,0.4,0,1
"David Patten, WR",NE,1,4,4.0,4,0,0,0.7,0,0
"Chris Redman, QB",BAL,2,4,2.0,4,0,0,2.0,1,0
"Billy Volek, QB",TEN,11,4,0.4,5,0,1,0.6,0,1
"David Terrell, WR",CHI,1,4,4.0,4,0,0,0.3,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Ken Simonton, RB",BUF,2,4,2.0,2,0,0,2.0,0,0
"John Carney, PK",NO,1,3,3.0,3,0,0,0.2,0,0
"Shawn Jefferson, WR",DET,1,3,3.0,3,0,0,0.4,0,0
"Sam Gash, FB",BUF,1,3,3.0,3,0,0,0.2,0,0
"Fred McCrary, RB",NE,3,3,1.0,4,0,0,0.5,0,1
"Marvin Harrison, WR",IND,1,3,3.0,3,0,0,0.2,0,0
"Peerless Price, WR",ATL,2,3,1.5,5,0,0,0.2,0,0
"Nicolas Luchey, RB",GB,1,3,3.0,3,0,0,0.3,0,0
"Donte' Stallworth, WR",NO,1,3,3.0,3,0,0,0.3,0,0
"Karl Williams, WR",TB,1,2,2.0,2,0,0,0.2,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Jerald Sowell, FB",NYJ,1,2,2.0,2,0,0,0.1,0,0
"Quentin McCord, WR",ATL,2,2,1.0,1,0,0,0.2,0,0
"Michael L. Lewis, WR",NO,1,2,2.0,2,0,0,0.2,1,0
"Todd Bouman, QB",NO,3,1,0.3,2,0,0,0.3,0,1
"Jon Ritchie, FB",PHI,1,1,1.0,1,0,0,0.1,0,0
"Javon Walker, WR",GB,2,1,0.5,1,0,0,0.1,0,0
"Eddie Drummond, WR",DET,1,1,1.0,1,0,0,0.2,0,0
"Jeff Feagles, P",NYG,1,0,0.0,0,0,0,0.0,0,0
"Brad Maynard, P",CHI,1,0,0.0,0,0,0,0.0,1,0
"Ken Walter, P",NE,2,0,0.0,0,0,0,0.0,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"John Avery, RB",MIN,1,0,0.0,0,0,0,0.0,0,0
"Kurt Warner, QB",STL,1,0,0.0,0,0,0,0.0,1,0
"Deltha O'Neal, CB",DEN,1,0,0.0,0,0,0,0.0,0,0
"Tim Rattay, QB",SF,8,0,0.0,6,0,0,0.0,0,1
"Bryan Gilmore, WR",ARI,1,0,0.0,0,0,0,0.0,0,0
"Antonio Bryant, WR",DAL,2,0,0.0,2,0,0,0.0,0,0
"Ronald Curry, WR",OAK,1,0,0.0,0,0,0,0.0,0,0
"Charles Stackhouse, RB",MIN,1,0,0.0,0,0,0,0.0,0,0
"Bill Lafleur, P",SF,1,0,0.0,0,0,0,0.0,1,0
"Jeff Faine, C",CLE,1,0,0.0,0,0,0,0.0,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Neil O'Donnell, QB",TEN,1,-1,-1.0,-1,0,0,-1.0,0,0
"Trent Dilfer, QB",SEA,2,-1,-0.5,0,0,0,-0.2,1,0
"Damon Huard, QB",NE,1,-1,-1.0,-1,0,0,-0.5,0,0
"Sage Rosenfels, QB",MIA,1,-1,-1.0,-1,0,0,-0.5,0,0
"Jameel Cook, FB",TB,1,-1,-1.0,-1,0,0,-0.1,0,0
"Chris Massey, LS",STL,1,-1,-1.0,-1,0,0,-0.1,0,0
"Rex Grossman, QB",CHI,3,-1,-0.3,0,0,0,-0.3,2,0
"Gus Frerotte, QB",MIN,12,-2,-0.2,4,0,0,-0.1,2,0
"Muhsin Muhammad, WR",CAR,2,-2,-1.0,0,0,0,-0.1,0,0
"Terrell Owens, WR",SF,3,-2,-0.7,3,0,0,-0.1,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Obafemi Ayanbadejo, RB",MIA,1,-2,-2.0,-2,0,0,-0.1,0,0
"Craig Nall, QB",GB,2,-2,-1.0,-1,0,0,-2.0,0,0
"Kerry Carter, RB",SEA,3,-2,-0.7,1,0,0,-0.1,0,0
"Chad Hutchinson, QB",DAL,2,-3,-1.5,-1,0,0,-3.0,0,0
"Quincy Morgan, WR",CLE,3,-4,-1.3,2,0,0,-0.3,0,0
"Cedrick Wilson, WR",SF,1,-4,-4.0,-4,0,0,-0.3,0,0
"Kevin Kasper, WR",ARI,1,-4,-4.0,-4,0,0,-0.6,0,0
"Doug Pederson, QB",GB,6,-5,-0.8,0,0,0,-0.3,0,0
"Cameron Cleeland, TE",STL,2,-5,-2.5,0,0,0,-0.3,1,0
"Alex Van Pelt, QB",BUF,4,-6,-1.5,-1,0,0,-1.0,0,0
PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
"Todd Collins, QB",KC,8,-7,-0.9,0,0,0,-1.4,0,0
