RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
44,"Joey Galloway, WR",DAL,34,0,672,19.8,2,64,14,44.8,0,0,27
45,"Moe Williams, RB",MIN,65,0,644,9.9,3,42,6,40.3,0,0,34
46,"Curtis Conway, WR",NYJ,46,0,640,13.9,2,45,11,40.0,0,0,33
47,"Bobby Engram, WR",SEA,52,0,637,12.3,6,34,8,39.8,1,0,34
48,"Travis Taylor, WR",BAL,39,0,632,16.2,3,73,9,39.5,0,0,23
49,"Ashley Lelie, WR",DEN,37,0,628,17.0,2,60,11,39.3,0,0,25
50,"Donald Driver, WR",GB,52,0,621,11.9,2,41,11,41.4,0,0,30
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
51,"Ike Hilliard, WR",NYG,60,0,608,10.1,6,38,2,46.8,2,0,38
52,"Keyshawn Johnson, WR",TB,45,0,600,13.3,3,39,9,60.0,0,0,33
 ,"Rod Gardner, WR",WSH,59,0,600,10.2,5,35,7,37.5,1,0,30
54,"Randy McMichael, TE",MIA,49,0,598,12.2,2,46,8,37.4,0,0,29
55,"Michael Pittman, RB",TB,75,0,597,8.0,2,68,5,37.3,2,0,21
56,"Tai Streets, WR",SF,47,0,595,12.7,7,41,4,37.2,0,0,30
57,"Josh Reed, WR",BUF,58,0,588,10.1,2,26,5,36.8,1,0,33
58,"Dez White, WR",CHI,49,0,583,11.9,3,49,7,38.9,0,0,30
59,"Jerome Pathon, WR",NO,44,0,578,13.1,4,40,8,36.1,1,0,27
60,"Andre Davis, WR",CLE,40,0,576,14.4,5,49,8,36.0,0,0,31
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
61,"Todd Pinkston, WR",PHI,36,0,575,16.0,2,59,8,35.9,1,0,22
62,"Tim Brown, WR",OAK,52,0,567,10.9,2,36,8,35.4,0,0,28
63,"James Thrash, WR",PHI,49,0,558,11.4,1,51,5,34.9,0,0,24
64,"Alge Crumpler, TE",ATL,44,0,552,12.5,3,63,8,34.5,1,0,26
65,"Antonio Bryant, WR",DAL,39,0,550,14.1,2,54,9,34.4,0,0,27
66,"Marcus Pollard, TE",IND,40,0,541,13.5,3,70,5,38.6,1,0,25
67,"Jeremy Shockey, TE",NYG,48,0,535,11.1,2,46,6,59.4,1,0,29
68,"Kelly Campbell, WR",MIN,25,0,522,20.9,4,72,9,34.8,1,0,15
69,"Robert Ferguson, WR",GB,38,0,520,13.7,4,47,7,34.7,0,0,25
70,"Freddie Jones, TE",ARI,55,0,517,9.4,3,34,5,32.3,0,0,19
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
71,"Deuce McAllister, RB",NO,69,0,516,7.5,0,39,2,32.3,0,0,22
 ,"Quincy Morgan, WR",CLE,38,0,516,13.6,3,71,5,32.3,0,0,22
73,"David Givens, WR",NE,34,0,510,15.0,6,57,9,39.2,0,0,24
74,"Drew Bennett, WR",TEN,32,0,504,15.8,4,48,9,42.0,0,0,27
75,"Freddie Mitchell, WR",PHI,35,0,498,14.2,2,39,7,31.1,0,0,23
76,"Dane Looker, WR",STL,47,0,495,10.5,3,41,5,30.9,1,0,27
77,"Richie Anderson, FB",DAL,69,0,493,7.1,4,37,5,32.9,1,0,21
78,"Itula Mili, TE",SEA,46,0,492,10.7,4,46,5,30.8,0,0,28
79,"Troy Edwards, WR",JAX,35,0,487,13.9,3,84,3,37.5,0,0,22
80,"Donte' Stallworth, WR",NO,25,0,485,19.4,3,76,6,44.1,1,0,19
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
81,"Troy Brown, WR",NE,40,0,472,11.8,4,82,4,39.3,0,0,18
82,"Tiki Barber, RB",NYG,69,0,461,6.7,1,36,3,28.8,3,0,26
83,"Corey Bradford, WR",HOU,24,0,460,19.2,4,78,8,28.8,0,0,16
84,"Troy Walters, WR",IND,36,0,456,12.7,3,46,5,30.4,0,0,25
85,"Nate Burleson, WR",MIN,29,0,455,15.7,2,52,7,28.4,1,0,17
86,"Marcus Robinson, WR",BAL,31,0,451,14.5,6,50,7,30.1,0,0,23
87,"Az-Zahir Hakim, WR",DET,49,0,449,9.2,4,28,2,32.1,2,0,27
88,"Kevin Faulk, RB",NE,48,0,440,9.2,0,27,5,29.3,1,0,20
89,"Bryant Johnson, WR",ARI,35,0,438,12.5,1,54,4,29.2,1,0,20
90,"Jed Weaver, TE",SF,35,0,437,12.5,1,30,5,27.3,1,0,20
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
91,"Jerald Sowell, FB",NYJ,47,0,436,9.3,1,44,4,27.3,0,0,27
 ,"Boo Williams, TE",NO,41,0,436,10.6,5,31,4,27.3,0,0,25
93,"Mikhael Ricks, TE",DET,37,0,434,11.7,2,38,6,27.1,0,0,24
94,"Desmond Clark, TE",CHI,44,0,433,9.8,2,31,4,28.9,2,0,23
95,"Charles Lee, WR",TB,33,0,432,13.1,2,72,5,54.0,0,0,18
96,"Dante Hall, WR",KC,40,0,423,10.6,1,67,6,26.4,0,0,16
97,"Daniel Graham, TE",NE,38,0,409,10.8,4,38,8,29.2,0,0,21
98,"Jabar Gaffney, WR",HOU,34,0,402,11.8,2,33,4,25.1,0,0,21
99,"Jimmy Kleinsasser, TE",MIN,46,0,401,8.7,4,19,0,25.1,0,0,23
100,"Bill Schroeder, WR",DET,36,0,397,11.0,2,26,5,24.8,0,0,24
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
101,"Cedrick Wilson, WR",SF,35,0,396,11.3,2,29,6,24.8,1,0,24
102,"Ricky Proehl, WR",CAR,27,0,389,14.4,4,66,6,24.3,0,0,15
 ,"Antonio Gates, TE",SD,24,0,389,16.2,2,48,7,25.9,1,0,19
104,"Charlie Garner, RB",OAK,48,0,386,8.0,1,46,3,27.6,0,0,15
105,"Duce Staley, RB",PHI,36,0,382,10.6,2,52,4,23.9,1,0,19
106,"Kevin Johnson, WR",CLE/JAX,41,0,381,9.3,2,41,3,42.3,0,0,20
 ,"Erron Kinney, TE",TEN,41,0,381,9.3,3,28,2,23.8,1,0,22
108,"Fred Taylor, RB",JAX,48,0,370,7.7,1,60,2,23.1,1,0,16
109,"Brian Finneran, WR",ATL,26,0,368,14.2,2,38,4,30.7,0,0,21
110,"Ahman Green, RB",GB,50,0,367,7.3,5,27,4,22.9,0,0,19
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
111,"Antwaan Randle El, WR",PIT,37,0,364,9.8,1,32,4,22.8,0,0,21
112,"Jerry Porter, WR",OAK,28,0,361,12.9,1,35,5,36.1,1,0,21
 ,"David Terrell, WR",CHI,43,0,361,8.4,1,35,4,22.6,1,0,19
114,"Darnerien McCants, WR",WSH,27,0,360,13.3,6,32,7,24.0,0,0,22
115,"Derrius Thompson, WR",MIA,26,0,359,13.8,0,31,5,22.4,0,0,19
116,"Anthony Becht, TE",NYJ,40,0,356,8.9,4,29,2,22.3,1,0,26
117,"Billy Miller, TE",HOU,40,0,355,8.9,3,25,5,22.2,0,0,18
118,"Ricky Williams, RB",MIA,50,0,351,7.0,1,59,3,21.9,3,0,11
 ,"Domanick Williams, RB",HOU,47,0,351,7.5,0,17,0,25.1,2,0,15
120,"Jason Witten, TE",DAL,35,0,347,9.9,1,36,1,23.1,0,0,18
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
121,"Shawn Bryson, RB",DET,54,0,340,6.3,0,26,2,21.3,0,0,10
 ,"Dallas Clark, TE",IND,29,0,340,11.7,1,42,5,34.0,0,0,16
123,"Mark Campbell, TE",BUF,34,0,339,10.0,1,31,5,21.2,0,0,11
124,"Justin Gage, WR",CHI,17,0,338,19.9,2,57,7,33.8,1,0,14
125,"Warrick Dunn, RB",ATL,37,0,336,9.1,2,86,4,30.5,1,0,14
126,"Matt Schobel, TE",CIN,24,0,332,13.8,2,45,4,22.1,2,0,12
 ,"Brian Westbrook, RB",PHI,37,0,332,9.0,4,38,5,22.1,0,0,17
128,"Scotty Anderson, WR",DET,17,0,325,19.1,2,72,4,36.1,0,0,12
129,"L.J. Smith, TE",PHI,27,0,321,11.9,1,36,6,21.4,1,0,15
130,"Clinton Portis, RB",DEN,38,0,314,8.3,0,72,3,24.2,0,0,10
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
131,"Amos Zereoue, RB",PIT,40,0,310,7.8,0,29,1,19.4,0,0,13
132,"Tim Carter, WR",NYG,26,0,309,11.9,0,30,2,25.8,0,0,12
133,"Kevan Barlow, RB",SF,35,0,307,8.8,1,48,2,19.2,1,0,14
134,"Jamel White, RB",CLE,46,0,303,6.6,1,22,2,18.9,0,0,12
135,"Kelley Washington, WR",CIN,22,0,299,13.6,4,51,4,18.7,0,0,16
136,"Tyrone Calico, WR",TEN,18,0,297,16.5,4,45,7,21.2,0,0,15
137,"Shaun Alexander, RB",SEA,42,0,295,7.0,2,22,3,18.4,0,0,16
138,"Chad Lewis, TE",PHI,23,0,293,12.7,1,29,4,18.3,0,0,17
139,"Edgerrin James, RB",IND,51,0,292,5.7,0,17,0,22.5,0,0,8
140,"Marshall Faulk, RB",STL,45,0,290,6.4,1,30,3,26.4,0,0,11
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Ernie Conwell, TE",NO,26,0,290,11.2,2,32,3,29.0,1,0,15
142,"Wayne Chrebet, WR",NYJ,27,0,289,10.7,1,29,3,41.3,0,0,15
143,"James McKnight, WR",MIA,23,0,285,12.4,2,80,2,19.0,1,0,11
 ,"Christian Fauria, TE",NE,28,0,285,10.2,2,28,2,17.8,0,0,14
145,"Kyle Brady, TE",JAX,29,0,281,9.7,1,26,2,17.6,2,0,16
146,"Kassim Osgood, WR",SD,13,0,278,21.4,2,57,7,17.4,0,0,11
147,"Curtis Martin, RB",NYJ,42,0,262,6.2,0,29,1,16.4,0,0,9
148,"Kevin Johnson, WR",CLE/JAX,17,0,253,14.9,1,28,7,42.2,0,0,12
149,"Doug Jolley, TE",OAK,31,0,250,8.1,1,26,2,16.7,0,0,11
150,"Cory Schlesinger, RB",DET,34,0,247,7.3,2,33,2,15.4,0,0,11
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
151,"Ken Dilger, TE",TB,22,0,244,11.1,1,48,2,16.3,1,0,10
 ,"Eric Parker, WR",SD,18,0,244,13.6,3,33,5,30.5,0,0,14
153,"Charles Rogers, WR",DET,22,0,243,11.0,3,33,2,48.6,0,0,13
154,"Bubba Franks, TE",GB,30,0,241,8.0,4,24,2,15.1,0,0,13
155,"Chris Doering, WR",PIT,18,0,240,13.3,1,53,4,15.0,0,0,15
156,"Brandon Manumaleuna, TE",STL,29,0,238,8.2,2,39,3,14.9,0,0,9
157,"Marc Edwards, FB",JAX,31,0,226,7.3,0,32,1,14.1,0,0,12
 ,"Michael L. Lewis, WR",NO,12,0,226,18.8,1,39,4,17.4,0,0,10
159,"Wesley Walls, TE",GB,20,0,222,11.1,1,36,3,15.9,0,0,9
160,"Mack Strong, FB",SEA,29,0,216,7.4,0,32,2,13.5,0,0,9
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
161,"William Henderson, FB",GB,24,0,214,8.9,3,22,1,13.4,0,0,14
162,"Tony Stewart, TE",CIN,21,0,212,10.1,0,21,1,13.3,0,0,12
 ,"Brandon Lloyd, WR",SF,14,0,212,15.1,2,44,5,13.3,0,0,9
164,"Garrison Hearst, RB",SF,25,0,211,8.4,1,26,3,17.6,0,0,7
 ,"Brandon Stokley, WR",IND,22,0,211,9.6,3,37,2,35.2,0,0,11
 ,"David Tyree, WR",NYG,16,0,211,13.2,0,48,3,13.2,0,0,8
167,"Bethel Johnson, WR",NE,16,0,209,13.1,2,45,2,13.9,0,0,12
168,"Bryan Gilmore, WR",ARI,17,0,208,12.2,2,32,3,14.9,0,0,12
169,"DeShaun Foster, RB",CAR,26,0,207,8.0,2,47,2,14.8,2,0,7
170,"Tony Fisher, RB",GB,21,0,206,9.8,2,32,2,13.7,0,0,10
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
171,"Jamal Lewis, RB",BAL,26,0,205,7.9,0,26,1,12.8,0,0,10
172,"Matt Hatchette, WR",JAX,15,0,203,13.5,2,45,2,33.8,0,0,10
173,"Kris Mangum, TE",CAR,17,0,199,11.7,0,34,2,12.4,0,0,12
174,"Ed McCaffrey, WR",DEN,19,0,195,10.3,0,23,1,16.3,0,0,12
 ,"Dan Campbell, TE",DAL,20,0,195,9.8,1,23,3,12.2,0,0,8
176,"Tim Dwight, WR",SD,14,0,193,13.8,0,32,3,21.4,0,0,12
177,"Mike Furrey, WR",STL,20,0,189,9.5,0,24,1,14.5,1,0,12
178,"Chad Morton, RB",WSH,15,0,187,12.5,1,36,3,12.5,0,0,7
179,"Fred Beasley, RB",SF,19,0,184,9.7,1,32,3,11.5,0,0,6
 ,"Marcel Shipp, RB",ARI,30,0,184,6.1,0,34,1,11.5,0,0,6
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
181,"Derrick Blaylock, RB",KC,15,0,181,12.1,1,63,2,11.3,1,0,5
182,"Thomas Jones, RB",TB,24,0,180,7.5,0,29,1,11.3,1,0,9
183,"Nate Poole, WR",ARI,13,0,177,13.6,1,37,2,11.8,0,0,11
184,"Brandon Bennett, RB",CIN,25,0,176,7.0,1,16,0,11.0,0,0,7
 ,"Rock Cartwright, RB",WSH,18,0,176,9.8,0,40,2,11.7,1,0,5
186,"Frank Sanders, WR",BAL,14,0,170,12.1,0,44,2,13.1,0,0,10
 ,"Pat Johnson, WR",WSH,15,0,170,11.3,1,31,2,10.6,0,0,11
188,"Ladell Betts, RB",WSH,15,0,167,11.1,0,34,1,18.6,0,0,8
189,"Rob Konrad, FB",MIA,16,0,166,10.4,0,25,2,11.9,0,0,9
 ,"Cortez Hankton, WR",JAX,17,0,166,9.8,0,22,1,10.4,0,0,8
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
191,"Frank Wycheck, TE",TEN,17,0,165,9.7,2,25,2,16.5,0,0,13
192,"Eddie George, RB",TEN,22,0,163,7.4,0,22,1,10.2,1,0,7
193,"Casey Fitzsimmons, TE",DET,23,0,160,7.0,2,22,1,10.0,0,0,10
194,"Stephen Davis, RB",CAR,14,0,159,11.4,0,25,1,11.4,0,0,8
 ,"Shad Meier, TE",TEN,13,0,159,12.2,0,27,3,10.6,1,0,7
 ,"Terry Jones, TE",BAL,19,0,159,8.4,3,25,1,9.9,0,0,10
197,"Travis Henry, RB",BUF,28,0,158,5.6,1,18,0,10.5,0,0,9
 ,"Marc Boerigter, WR",KC,11,0,158,14.4,0,30,4,10.5,0,0,8
199,"Ricky Williams, RB",IND,22,0,157,7.1,1,17,0,12.1,1,0,9
200,"Marcellus Rivers, TE",NYG,17,0,155,9.1,0,27,1,12.9,0,0,9
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
201,"D'Wayne Bates, WR",MIN,15,0,151,10.1,1,18,0,15.1,0,0,11
202,"George Wrighster, TE",JAX,13,0,150,11.5,2,30,2,10.0,0,0,9
203,"Rudi Johnson, RB",CIN,21,0,146,7.0,0,17,0,11.2,0,0,8
204,"Cameron Cleeland, TE",STL,10,0,145,14.5,0,29,4,9.1,0,0,6
205,"Aveion Cason, RB",DAL,17,0,142,8.4,0,28,2,14.2,0,0,3
206,"Antonio Freeman, WR",GB,14,0,141,10.1,0,15,0,9.4,0,0,9
207,"David Patten, WR",NE,9,0,140,15.6,0,42,3,23.3,0,0,6
208,"Jay Riemersma, TE",PIT,10,0,138,13.8,1,24,3,12.5,0,0,7
209,"Chris Baker, TE",NYJ,14,0,137,9.8,0,24,1,8.6,0,0,8
 ,"Bobby Wade, WR",CHI,12,0,137,11.4,0,24,1,11.4,0,0,8
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
211,"Steve Heiden, TE",CLE,18,0,134,7.4,0,17,0,14.9,0,0,4
212,"Correll Buckhalter, RB",PHI,10,0,133,13.3,1,27,4,8.9,0,0,6
 ,"Justin Peelle, TE",SD,16,0,133,8.3,1,24,1,8.9,0,0,6
214,"Michael Bennett, RB",MIN,12,0,132,11.0,0,40,1,16.5,0,0,4
 ,"Chester Taylor, RB",BAL,20,0,132,6.6,0,23,1,8.3,0,0,7
216,"Onterrio Smith, RB",MIN,15,0,129,8.6,0,20,1,8.6,0,0,8
217,"Teyo Johnson, TE",OAK,14,0,128,9.1,1,21,2,8.0,0,0,6
218,"Justin Griffith, FB",ATL,21,0,122,5.8,2,24,1,7.6,0,0,6
219,"Robert Holcombe, FB",TEN,19,0,121,6.4,1,11,0,8.1,0,0,4
 ,"Quentin McCord, WR",ATL,9,0,121,13.4,0,33,2,13.4,0,0,6
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
221,"Tyrone Wheatley, RB",OAK,12,0,120,10.0,0,25,2,8.0,0,0,5
 ,"Jameel Cook, FB",TB,20,0,120,6.0,1,19,0,8.6,0,0,8
223,"Joe Jurevicius, WR",TB,12,0,118,9.8,2,22,1,23.6,0,0,9
224,"J.J. Stokes, WR",NE/JAX,13,0,116,8.9,0,22,2,23.2,0,0,4
 ,"Aaron Walker, TE",SF,8,0,116,14.5,1,26,3,7.3,0,0,7
226,"Jim Finn, FB",NYG,14,0,115,8.2,0,27,2,7.7,0,0,5
227,"Karl Williams, WR",TB,7,0,114,16.3,0,43,1,8.8,0,0,5
 ,"James Jackson, RB",CLE,14,0,114,8.1,0,18,0,9.5,0,0,4
229,"Jerame Tuman, TE",PIT,12,0,113,9.4,0,23,2,7.1,0,0,4
230,"Donald Lee, TE",MIA,7,0,110,15.7,1,25,4,6.9,0,0,5
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
231,"Emmitt Smith, RB",ARI,14,0,107,7.6,0,36,1,10.7,0,0,4
 ,"Dan Kreider, FB",PIT,9,0,107,11.9,0,26,2,6.7,0,0,5
233,"Larry Centers, FB",NE,19,0,106,5.6,1,14,0,11.8,0,0,9
 ,"Dedric Ward, WR",NE/BAL,7,0,106,15.1,1,31,1,26.5,0,0,4
 ,"Alvis Whitted, WR",OAK,7,0,106,15.1,1,36,2,6.6,0,0,3
236,"LaBrandon Toefield, RB",JAX,14,0,105,7.5,1,16,0,6.6,0,0,6
237,"Arlen Harris, RB",STL,15,0,102,6.8,0,26,2,6.4,0,0,5
238,"LaMont Jordan, RB",NYJ,11,0,101,9.2,0,25,2,6.3,0,0,5
 ,"Aaron Moorehead, WR",IND,7,0,101,14.4,0,35,2,14.4,1,0,4
240,"Jermaine Lewis, WR",JAX,4,0,100,25.0,1,65,1,50.0,0,0,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
241,"Sammy Morris, RB",BUF,14,0,100,7.1,0,24,1,11.1,0,0,4
 ,"Reggie Swinton, WR",DAL/DET/GB,9,0,100,11.1,0,25,1,9.1,0,0,7
 ,"Jimmy Farris, WR",ATL,6,0,100,16.7,2,42,2,6.3,0,0,4
244,"Troy Hambrick, RB",DAL,17,0,99,5.8,0,13,0,6.2,0,0,2
245,"Nick Goings, RB",CAR,12,0,97,8.1,1,14,0,6.5,0,0,6
246,"Darnell Sanders, TE",CLE,15,0,95,6.3,1,12,0,5.9,1,0,1
 ,"Dondre Gilliam, WR",SD,6,0,95,15.8,0,37,1,19.0,0,0,5
 ,"Greg Lewis, WR",PHI,6,0,95,15.8,0,25,2,8.6,0,0,5
249,"T.J. Duckett, RB",ATL,11,0,94,8.5,0,21,1,5.9,0,0,2
250,"Jonathan Carter, WR",NYJ,4,0,93,23.3,1,62,1,10.3,0,0,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
251,"Antowain Smith, RB",NE,14,0,92,6.6,0,16,0,7.1,1,0,5
252,"Zeron Flemister, TE",WSH,9,0,89,9.9,0,18,0,7.4,1,0,5
253,"Andre King, WR",CLE,9,0,88,9.8,0,28,1,5.9,0,0,5
254,"Brian Kozlowski, TE",ATL,10,0,87,8.7,0,19,0,5.4,0,0,7
 ,"Reuben Droughns, RB",DEN,9,0,87,9.7,2,15,0,5.8,0,0,7
256,"Jerome Bettis, RB",PIT,13,0,86,6.6,0,16,0,5.4,1,0,4
 ,"Jon Ritchie, FB",PHI,17,0,86,5.1,3,12,0,5.4,0,0,8
258,"Jabari Holloway, TE",HOU,8,0,84,10.5,0,33,1,5.6,0,0,2
259,"Sam Gash, FB",BUF,11,0,83,7.5,0,18,0,5.2,1,0,5
 ,"Mike Alstott, FB",TB,10,0,83,8.3,0,17,0,20.8,0,0,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Stanley Pritchett, RB",CHI,18,0,83,4.6,0,20,1,5.2,0,0,5
262,"Dave Moore, TE",BUF,7,0,82,11.7,2,28,2,5.5,1,0,4
 ,"Jeremi Johnson, FB",CIN,15,0,82,5.5,1,16,0,5.1,0,0,4
264,"Reggie Kelly, TE",CIN,13,0,81,6.2,1,13,0,6.8,0,0,3
 ,"Chris Hope, DB",PIT,1,0,81,81.0,1,81,1,5.1,0,0,1
266,"Dustin Lyman, TE",CHI,11,0,80,7.3,0,12,0,8.9,0,0,4
 ,"Jermaine Wiggins, TE",CAR,8,0,80,10.0,1,23,1,5.0,0,0,4
 ,"Reche Caldwell, WR",SD,8,0,80,10.0,0,15,0,8.9,0,0,4
269,"David Martin, TE",GB,13,0,79,6.1,2,14,0,4.9,0,0,7
270,"Tony Richardson, FB",KC,12,0,76,6.3,0,14,0,4.8,0,0,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Kevin Lockett, WR",NYJ,5,0,76,15.2,0,23,1,25.3,0,0,5
272,"Derick Armstrong, WR",HOU,7,0,75,10.7,1,18,0,9.4,0,0,4
273,"Brad Hoover, FB",CAR,12,0,72,6.0,1,17,0,4.5,0,0,3
 ,"Jerramy Stevens, TE",SEA,6,0,72,12.0,0,26,1,4.5,0,0,3
 ,"Josh Norman, TE",SD,6,0,72,12.0,1,21,1,10.3,0,0,3
276,"Corey Dillon, RB",CIN,11,0,71,6.5,0,14,0,5.5,0,0,4
 ,"Steve Bush, RB",ARI,11,0,71,6.5,1,14,0,4.4,0,0,4
