PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Steve Breaston, WR",KC,61,100,785,12.9,2,43,9,49.1,0,322,39
"Antonio Gates, TE",SD,64,90,778,12.2,7,38,8,59.8,0,268,45
"Brandon Pettigrew, TE",DET,83,126,777,9.4,5,27,7,48.6,0,324,37
"Mike Williams, WR",TB,65,124,771,11.9,3,42,9,48.2,2,236,41
"Jermichael Finley, TE",GB,55,93,767,13.9,8,41,14,47.9,0,239,44
"Kellen Winslow, TE",TB,75,121,763,10.2,2,37,5,47.7,2,242,40
"Jared Cook, TE",TEN,49,82,759,15.5,3,80,11,47.4,2,311,34
"Nate Burleson, WR",DET,73,110,757,10.4,3,47,7,47.3,1,406,36
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Johnny Knox, WR",CHI,37,69,727,19.6,2,81,12,51.9,1,156,31
"Jerome Simpson, WR",CIN,50,104,725,14.5,4,84,10,45.3,0,257,34
"Darren Sproles, RB",NO,86,111,710,8.3,7,39,7,44.4,0,690,35
"Greg Little, WR",CLE,61,121,709,11.6,2,76,6,44.3,0,249,35
"Ray Rice, RB",BAL,76,104,704,9.3,3,52,7,44.0,0,677,30
"Deion Branch, WR",NE,51,90,702,13.8,5,63,10,46.8,0,332,37
"Early Doucet, WR",ARI,54,98,689,12.8,5,70,9,43.1,1,346,35
"Brandon Lloyd, WR",DEN/STL,51,117,683,13.4,5,37,10,62.1,0,99,31
"Jason Avant, WR",PHI,52,81,679,13.1,1,35,10,42.4,2,186,33
"Owen Daniels, TE",HOU,54,84,677,12.5,3,34,8,45.1,0,302,41
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"David Nelson, WR",BUF,61,98,658,10.8,5,35,7,41.1,0,210,32
"Santonio Holmes, WR",NYJ,51,102,654,12.8,8,38,8,40.9,2,193,34
"James Jones, WR",GB,38,55,635,16.7,7,70,11,39.7,1,285,27
"Heath Miller, TE",PIT,51,75,631,12.4,2,39,8,39.4,1,259,36
"Lance Moore, WR",NO,52,73,627,12.1,8,47,9,44.8,0,154,35
"Robert Meachem, WR",NO,40,61,620,15.5,6,67,9,38.8,0,103,29
"Denarius Moore, WR",OAK,33,76,618,18.7,5,78,12,47.5,0,135,26
"Arian Foster, RB",HOU,53,71,617,11.6,2,78,9,47.5,1,635,19
"Brandon LaFell, WR",CAR,36,56,613,17.0,3,91,13,38.3,0,216,23
"Plaxico Burress, WR",NYJ,45,97,612,13.6,8,30,6,38.3,0,161,38
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Eric Decker, WR",DEN,44,95,612,13.9,8,56,9,38.3,1,188,29
"Titus Young, WR",DET,48,84,607,12.6,6,57,7,37.9,1,129,33
"Jake Ballard, TE",NYG,38,60,604,15.9,4,41,13,43.1,0,191,31
"Jermaine Gresham, TE",CIN,56,92,596,10.6,6,31,10,42.6,1,202,31
"Damian Williams, WR",TEN,45,94,592,13.2,5,54,7,39.5,0,222,27
"Andre Roberts, WR",ARI,51,98,586,11.5,2,45,7,36.6,1,230,29
"Santana Moss, WR",WSH,46,96,584,12.7,4,49,10,48.7,0,189,35
"Miles Austin, WR",DAL,43,73,579,13.5,7,53,9,57.9,0,209,31
"Preston Parker, WR",TB,40,64,554,13.9,3,51,5,34.6,0,295,25
"Demaryius Thomas, WR",DEN,32,70,551,17.2,4,47,9,50.1,0,110,24
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Brian Hartline, WR",MIA,35,67,549,15.7,1,41,8,34.3,0,81,30
"Greg Olsen, TE",CAR,45,90,540,12.0,5,44,6,33.8,1,203,27
"Davone Bess, WR",MIA,51,83,537,10.5,3,41,8,33.6,2,226,25
"Ed Dickson, TE",BAL,54,89,528,9.8,5,25,2,33.0,0,171,30
"Mario Manningham, WR",NYG,39,77,523,13.4,4,47,4,43.6,0,102,25
"Joshua Cribbs, WR",CLE,41,67,518,12.6,4,45,10,32.4,0,229,27
"Austin Collie, WR",IND,54,98,514,9.5,1,27,6,32.1,0,221,35
"Jacoby Jones, WR",HOU,31,64,512,16.5,2,80,9,32.0,0,152,23
"Roy Williams, WR",CHI,37,63,507,13.7,2,25,5,33.8,0,111,29
"Devery Henderson, WR",NO,32,50,503,15.7,2,79,6,31.4,1,165,22
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Harry Douglas, WR",ATL,39,62,498,12.8,1,49,10,31.1,0,246,20
"Andre Johnson, WR",HOU,33,51,492,14.9,2,50,10,70.3,0,133,23
"Matt Forte, RB",CHI,52,76,490,9.4,1,56,5,40.8,1,449,19
"Sidney Rice, WR",SEA,32,57,484,15.1,2,52,7,53.8,0,130,19
"Kevin Walter, WR",HOU,39,59,474,12.2,3,41,7,31.6,0,136,26
"Lavelle Hawkins, WR",TEN,47,76,470,10.0,1,32,5,29.4,1,198,23
"Devin Aromashodu, WR",MIN,26,84,468,18.0,1,60,7,29.3,1,117,21
"Legedu Naanee, WR",CAR,44,76,467,10.6,1,28,5,31.1,0,167,20
"Michael Jenkins, WR",MIN,38,55,466,12.3,3,72,5,42.4,2,114,23
"Marcedes Lewis, TE",JAX,39,85,460,11.8,0,62,6,30.7,0,133,22
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremy Shockey, TE",CAR,37,62,455,12.3,4,29,7,30.3,2,184,24
"Ryan Mathews, RB",SD,50,59,455,9.1,0,42,4,32.5,0,451,18
"Anthony Fasano, TE",MIA,32,54,451,14.1,5,35,12,30.1,0,111,25
"LaDainian Tomlinson, RB",NYJ,42,61,449,10.7,2,74,3,32.1,0,391,12
"Donald Driver, WR",GB,37,56,445,12.0,6,35,5,27.8,0,142,20
"Fred Jackson, RB",BUF,39,50,442,11.3,0,49,8,44.2,0,500,13
"Arrelious Benn, WR",TB,30,51,441,14.7,3,65,8,31.5,0,197,15
"Ben Obomanu, WR",SEA,37,61,436,11.8,2,55,5,27.3,0,140,16
"Mike Tolbert, RB",SD,54,79,433,8.0,2,27,3,28.9,1,448,23
"Brandon Gibson, WR",STL,36,71,431,12.0,1,34,6,28.7,0,112,28
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Danario Alexander, WR",STL,26,60,431,16.6,2,68,7,43.1,0,135,19
"Pierre Thomas, RB",NO,50,59,425,8.5,1,57,5,26.6,0,482,18
"Michael Bush, RB",OAK,37,47,418,11.3,1,55,5,26.1,0,330,14
"Chris Johnson, RB",TEN,57,79,418,7.3,0,34,4,26.1,0,383,13
"Mike Thomas, WR",JAX,44,90,415,9.4,1,47,4,27.7,1,189,20
"Jonathan Stewart, RB",CAR,47,61,413,8.8,1,26,4,25.8,0,508,18
"Benjamin Watson, TE",CLE,37,70,410,11.1,2,34,3,31.5,0,200,21
"Visanthe Shiancoe, TE",MIN,36,70,409,11.4,3,37,4,25.6,0,148,26
"Dennis Pitta, TE",BAL,40,56,405,10.1,3,39,4,25.3,0,194,28
"Scott Chandler, TE",BUF,38,46,389,10.2,6,31,4,27.8,1,161,25
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Dezmon Briscoe, WR",TB,35,50,387,11.1,6,46,5,24.2,0,101,20
"Mohamed Massaquoi, WR",CLE,31,74,384,12.4,2,56,4,27.4,0,75,19
"Golden Tate, WR",SEA,35,58,382,10.9,3,33,5,23.9,1,152,16
"Hines Ward, WR",PIT,46,63,381,8.3,2,31,1,25.4,1,184,20
"Earl Bennett, WR",CHI,24,43,381,15.9,1,49,8,34.6,1,133,14
"Roy Helu, RB",WSH,49,59,379,7.7,1,47,3,25.3,1,432,12
"Randall Cobb, WR",GB,25,31,375,15.0,1,61,3,25.0,0,188,15
"Maurice Jones-Drew, RB",JAX,43,63,374,8.7,3,48,4,23.4,2,394,18
"Devin Hester, WR",CHI,26,56,369,14.2,1,53,5,23.1,1,160,15
"Kevin Boss, TE",OAK,28,39,368,13.1,3,35,8,26.3,0,125,18
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jason Hill, WR",JAX,25,55,367,14.7,3,74,4,36.7,0,122,17
"Joel Dreessen, TE",HOU,28,39,353,12.6,6,56,6,22.1,0,170,17
"Dallas Clark, TE",IND,34,64,352,10.4,2,21,3,32.0,1,157,22
"Lance Kendricks, TE",STL,28,59,352,12.6,0,45,5,23.5,1,181,15
"Tony Scheffler, TE",DET,26,42,347,13.3,6,36,5,23.1,0,77,20
"Steven Jackson, RB",STL,42,58,333,7.9,1,50,1,22.2,1,316,17
"Vincent Brown, WR",SD,19,41,329,17.3,2,31,9,23.5,0,79,17
"Dexter McCluster, WR",KC,46,61,328,7.1,1,49,2,20.5,1,296,14
"Evan Moore, TE",CLE,34,47,324,9.5,4,33,2,20.3,0,83,19
"Andre Caldwell, WR",CIN,37,67,317,8.6,3,49,1,24.4,0,108,15
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"LeSean McCoy, RB",PHI,48,69,315,6.6,3,26,2,21.0,0,409,18
"Riley Cooper, WR",PHI,16,34,315,19.7,1,58,5,19.7,0,56,13
"Jeremy Kerley, WR",NYJ,29,46,314,10.8,1,38,4,22.4,0,107,19
"Donte' Stallworth, WR",WSH,22,37,309,14.0,2,51,3,28.1,0,109,15
"Marcel Reece, RB",OAK,27,36,301,11.1,2,47,5,25.1,1,176,13
"Reggie Bush, RB",MIA,43,52,296,6.9,1,34,2,19.7,0,321,12
"Jarett Dillard, WR",JAX,29,50,292,10.1,1,25,4,20.9,0,46,16
"Kregg Lumpkin, RB",TB,41,53,291,7.1,0,16,0,18.2,0,243,13
"Kenny Britt, WR",TEN,17,26,289,17.0,3,80,4,96.3,1,141,14
"Emmanuel Sanders, WR",PIT,22,43,288,13.1,2,32,4,26.2,0,148,17
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jahvid Best, RB",DET,27,41,287,10.6,1,60,5,47.8,0,287,11
"Todd Heap, TE",ARI,24,36,283,11.8,1,28,5,28.3,0,106,9
"Brandon Lloyd, WR",DEN/STL,19,33,283,14.9,0,44,5,70.8,1,49,15
"Jacoby Ford, WR",OAK,19,33,279,14.7,1,41,5,34.9,2,145,14
"Chad Johnson, WR",NE,15,32,276,18.4,1,53,3,18.4,0,51,13
"Dane Sanzenbacher, WR",CHI,27,54,276,10.2,3,22,2,17.3,0,57,16
"Randy McMichael, TE",SD,30,43,271,9.0,0,30,3,16.9,0,194,12
"Jeff King, TE",ARI,27,34,271,10.0,3,48,3,16.9,0,133,13
"Chaz Schilens, WR",OAK,23,34,271,11.8,2,30,2,18.1,0,47,13
"C.J. Spiller, RB",BUF,39,53,269,6.9,2,19,0,16.8,0,230,17
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Ryan Grant, RB",GB,19,24,268,14.1,1,80,3,17.9,0,276,10
"Jordan Norwood, WR",CLE,23,34,268,11.7,1,51,3,19.1,0,73,15
"Ahmad Bradshaw, RB",NYG,34,44,267,7.9,2,26,2,22.3,1,299,10
"Matt Willis, WR",DEN,18,36,267,14.8,1,42,3,16.7,0,99,15
"Greg Salas, WR",STL,27,38,264,9.8,0,21,2,44.0,2,227,11
"Andrew Hawkins, WR",CIN,23,34,263,11.4,0,26,4,20.2,0,153,12
"James Casey, TE",HOU,18,24,260,14.4,1,62,4,18.6,0,161,11
"Naaman Roosevelt, WR",BUF,16,26,257,16.1,1,60,7,25.7,0,127,11
"Daniel Fells, TE",DEN,19,31,256,13.5,3,32,4,16.0,2,88,13
"Austin Pettis, WR",STL,27,48,256,9.5,0,35,2,21.3,0,85,14
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jonathan Baldwin, WR",KC,21,52,254,12.1,1,39,2,23.1,0,37,13
"Kyle Rudolph, TE",MIN,26,39,249,9.6,3,41,3,16.6,0,102,14
"Patrick Crayton, WR",SD,23,34,248,10.8,1,26,3,17.7,1,113,17
"Leonard Pope, TE",KC,24,34,247,10.3,1,39,3,15.4,0,125,12
"Louis Murphy, WR",OAK,15,33,241,16.1,0,47,4,21.9,0,85,11
"Kyle Williams, WR",SF,20,30,241,12.1,3,56,1,18.5,0,102,14
"Brad Smith, WR",BUF,23,42,240,10.4,1,36,3,16.0,0,122,10
"Jerricho Cotchery, WR",PIT,16,30,237,14.8,2,36,4,18.2,0,64,13
"Mike Williams, WR",SEA,18,38,236,13.1,1,55,2,19.7,0,57,13
"LaRod Stephens-Howling, RB",ARI,13,16,234,18.0,2,73,3,16.7,0,213,7
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Zach Miller, TE",SEA,25,44,233,9.3,0,28,2,15.5,0,87,10
"Charles Clay, RB",MIA,16,25,233,14.6,3,46,6,16.6,0,84,12
"Donald Jones, WR",BUF,23,46,231,10.0,1,48,2,28.9,0,67,9
"Maurice Morris, RB",DET,26,35,230,8.8,1,16,0,14.4,0,203,9
"Felix Jones, RB",DAL,33,45,221,6.7,0,27,1,18.4,2,267,13
"Ted Ginn, WR",SF,19,33,220,11.6,0,26,1,15.7,0,47,11
"Josh Morgan, WR",SF,15,19,220,14.7,1,30,4,44.0,0,100,12
"James Starks, RB",GB,29,37,216,7.4,0,17,0,16.6,0,279,9
"Marshawn Lynch, RB",SEA,28,41,212,7.6,1,26,5,14.1,0,229,8
"Shonn Greene, RB",NYJ,30,41,211,7.0,0,36,1,13.2,0,208,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Brian Leonard, RB",CIN,22,31,210,9.5,0,37,3,16.2,0,195,10
"Kellen Davis, TE",CHI,18,35,206,11.4,5,32,3,12.9,0,69,13
"Delanie Walker, TE",SF,19,35,198,10.4,3,29,2,13.2,0,67,9
"Kendall Hunter, RB",SF,16,26,195,12.2,0,44,2,12.2,0,178,10
"Toby Gerhart, RB",MIN,23,28,190,8.3,3,42,1,11.9,0,168,8
"Jacquizz Rodgers, RB",ATL,21,27,188,9.0,1,31,1,11.8,0,122,7
"Javon Ringer, RB",TEN,28,35,187,6.7,0,18,0,15.6,1,196,13
"DeMarco Murray, RB",DAL,26,35,183,7.0,0,18,0,14.1,0,229,9
"Braylon Edwards, WR",SF,15,34,181,12.1,0,24,3,20.1,0,48,9
"Jason Snelling, FB",ATL,26,33,179,6.9,1,21,1,11.9,0,165,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kevin Smith, RB",DET,22,28,179,8.1,3,28,1,25.6,1,180,9
"Jacob Tamme, TE",IND,19,31,177,9.3,1,29,2,11.1,0,86,10
"D.J. Ware, RB",NYG,27,37,170,6.3,0,22,1,10.6,0,188,6
"Jesse Holley, WR",DAL,7,7,169,24.1,0,77,2,10.6,0,59,6
"Michael Turner, RB",ATL,17,26,168,9.9,0,32,2,10.5,0,145,8
"Craig Stevens, TE",TEN,9,14,166,18.4,1,58,3,11.1,0,81,6
"Chris Ogbonnaya, RB",CLE/HOU,23,31,165,7.2,0,19,0,15.0,0,148,7
"Kevin Ogletree, WR",DAL,15,26,164,10.9,0,33,2,11.7,1,55,11
"Earnest Graham, RB",TB,26,31,163,6.3,0,19,0,23.3,0,137,8
"Clay Harbor, TE",PHI,13,19,163,12.5,1,27,2,10.2,0,45,8
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Chastin West, WR",JAX,13,27,163,12.5,2,23,1,13.6,0,50,9
"Leonard Hankerson, WR",WSH,13,20,163,12.5,0,23,2,40.8,0,38,8
"BenJarvus Green-Ellis, RB",NE,9,13,159,17.7,0,53,3,9.9,0,145,7
"Danny Woodhead, RB",NE,18,31,157,8.7,0,16,0,10.5,0,138,8
"Eddie Royal, WR",DEN,19,49,155,8.2,1,26,1,12.9,0,69,8
"Darren McFadden, RB",OAK,19,23,154,8.1,1,26,1,22.0,0,168,7
"Rashard Mendenhall, RB",PIT,18,28,154,8.6,0,35,2,10.3,0,166,5
"Brandon Myers, TE",OAK,16,26,151,9.4,0,24,3,9.4,0,57,8
"Lance Ball, RB",DEN,16,32,148,9.3,1,34,1,9.3,1,130,8
"LeGarrette Blount, RB",TB,15,25,148,9.9,0,35,2,10.6,2,152,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"T.J. Houshmandzadeh, WR",OAK,11,19,146,13.3,1,40,2,16.2,0,35,5
"Darrel Young, FB",WSH,15,20,146,9.7,0,27,3,11.2,0,107,7
"Anthony McCoy, TE",SEA,13,24,146,11.2,0,31,3,9.1,0,75,7
"Martellus Bennett, TE",DAL,17,26,144,8.5,0,15,0,10.3,0,100,7
"Adrian Peterson, RB",MIN,18,23,139,7.7,1,22,2,11.6,0,124,5
"Mike Sims-Walker, WR",STL/JAX,11,26,139,12.6,0,33,2,34.8,0,40,7
"Joe McKnight, RB",NYJ,13,18,139,10.7,0,27,2,9.3,0,118,7
"Derek Hagan, WR",BUF/OAK,13,22,138,10.6,1,29,2,34.5,0,29,7
"Logan Paulsen, TE",WSH,11,19,138,12.5,0,24,3,8.6,0,60,7
"Terrence Austin, WR",WSH,12,26,137,11.4,0,32,2,10.5,1,27,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bear Pascoe, TE",NYG,12,16,136,11.3,0,22,1,8.5,0,93,7
"DeAngelo Williams, RB",CAR,16,26,135,8.4,0,32,1,8.4,0,161,6
"Kahlil Bell, RB",CHI,19,23,133,7.0,1,25,1,10.2,1,132,4
"Rob Housler, TE",ARI,12,26,133,11.1,0,21,2,11.1,1,58,5
"Alex Smith, TE",CLE,14,25,131,9.4,1,20,1,9.4,0,58,9
"Peyton Hillis, RB",CLE,22,34,130,5.9,0,52,1,13.0,1,123,5
"Brandon Jacobs, RB",NYG,15,23,128,8.5,1,40,1,9.1,0,120,6
"Justin Forsett, RB",SEA,23,34,128,5.6,0,18,0,8.0,0,157,6
"Steve Smith, WR",PHI,11,20,124,11.3,1,20,1,13.8,0,31,5
"Montario Hardesty, RB",CLE,14,21,122,8.7,0,27,1,12.2,0,121,8
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Greg Camarillo, WR",MIN,9,24,121,13.4,0,23,1,9.3,0,15,6
"Deji Karim, RB",JAX,14,19,120,8.6,0,20,1,10.0,0,146,4
"Dante Rosario, TE",DEN/MIA,7,11,117,16.7,0,32,2,8.4,0,34,4
"Derrick Mason, WR",NYJ/HOU,13,21,115,8.8,0,30,1,23.0,0,41,7
"Donald Lee, TE",CIN,11,13,115,10.5,0,26,3,12.8,0,72,5
"Terrance Copper, WR",KC,8,12,114,14.3,0,43,1,7.1,0,41,6
"Frank Gore, RB",SF,17,32,114,6.7,0,13,0,7.1,0,107,5
"Derek Hagan, WR",BUF/OAK,11,20,114,10.4,0,25,1,19.0,0,16,8
"Sam Hurd, WR",CHI,8,16,109,13.6,0,28,2,9.1,1,34,5
"Ricardo Lockette, WR",SEA,2,4,105,52.5,1,61,2,52.5,0,19,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mewelde Moore, RB",PIT,11,14,104,9.5,1,24,3,8.7,1,100,4
"Anthony Armstrong, WR",WSH,7,27,103,14.7,2,50,1,7.4,0,7,4
"Knowshon Moreno, RB",DEN,11,15,101,9.2,1,28,2,14.4,0,76,3
"John Phillips, TE",DAL,15,18,101,6.7,1,12,0,6.3,0,89,4
"Ben Tate, RB",HOU,13,19,98,7.5,0,14,0,6.5,0,87,4
"Patrick Turner, WR",NYJ,8,15,96,12.0,1,25,2,6.4,0,24,6
"Ramses Barden, WR",NYG,9,19,94,10.4,0,26,1,11.8,0,23,5
"Cadillac Williams, RB",STL,14,23,93,6.6,0,16,0,8.5,1,96,5
"Joseph Addai, RB",IND,15,22,93,6.2,0,12,0,7.8,0,106,5
"Travis Beckum, TE",NYG,5,10,93,18.6,1,67,1,7.2,0,40,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Luke Stocker, TE",TB,12,17,92,7.7,0,24,1,6.6,0,42,5
"Chester Taylor, RB",ARI,14,24,91,6.5,0,17,0,7.6,0,89,3
"Bernard Berrian, WR",MIN,7,23,91,13.0,0,30,2,18.2,0,4,3
"David Johnson, TE",PIT,12,14,91,7.6,1,25,1,5.7,0,64,5
"Bryant Johnson, WR",HOU,6,13,90,15.0,1,40,1,5.6,0,12,4
"Eric Weems, WR",ATL,11,14,90,8.2,0,18,0,5.6,0,29,5
"Keary Colbert, WR",KC,9,12,89,9.9,0,19,0,12.7,1,33,4
"Donald Brown, RB",IND,16,19,86,5.4,0,17,0,5.4,0,104,3
"Ricky Williams, RB",BAL,13,20,83,6.4,0,18,0,5.2,0,72,5
"Michael Hoomanawanui, TE",STL,7,13,83,11.9,0,27,1,10.4,0,60,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bruce Miller, RB",SF,11,15,83,7.5,1,30,1,5.5,0,53,3
"Henry Hynoski, FB",NYG,12,16,83,6.9,0,14,0,7.5,0,83,6
"Cedric Benson, RB",CIN,15,22,82,5.5,0,11,0,5.5,0,96,3
"Ruvell Martin, WR",BUF,7,16,82,11.7,0,28,1,5.9,0,32,5
"Lorenzo Booker, RB",MIN,8,13,82,10.3,0,15,0,5.5,0,71,3
"Le'Ron McClain, FB",KC,14,21,82,5.9,1,14,0,5.1,0,72,6
"Tim Hightower, RB",WSH,10,15,78,7.8,1,19,0,15.6,0,79,6
"Isaac Redman, RB",PIT,18,21,78,4.3,0,12,0,4.9,0,125,6
"John Kuhn, RB",GB,15,18,77,5.1,2,11,0,4.8,0,68,5
"Spencer Larsen, FB",DEN,9,9,76,8.4,0,16,0,4.8,0,33,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lee Evans, WR",BAL,4,26,74,18.5,0,32,2,8.2,0,12,4
"Michael Robinson, FB",SEA,9,14,74,8.2,1,19,0,5.3,0,67,4
"Cameron Morrah, TE",SEA,6,13,74,12.3,0,21,1,8.2,0,37,4
"Michael Palmer, TE",ATL,10,16,72,7.2,1,11,0,4.5,0,47,3
"Daniel Thomas, RB",MIA,12,16,72,6.0,1,12,0,5.5,0,67,5
"Anthony Sherman, RB",ARI,8,9,72,9.0,0,19,0,4.8,0,38,3
"Mossis Madu, RB",TB,10,12,72,7.2,0,15,0,8.0,0,33,1
"Billy Bajema, TE",STL,9,14,71,7.9,0,19,0,4.4,0,16,2
"Tashard Choice, RB",BUF/DAL/WSH,11,14,71,6.5,0,18,0,11.8,0,78,1
"David Anderson, WR",WSH/HOU,6,15,70,11.7,1,23,1,17.5,0,11,4
