PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Vonta Leach, FB",BAL,15,26,69,4.6,0,11,0,4.3,0,74,3
"Brandon Saine, RB",GB,10,12,69,6.9,0,22,1,8.6,0,79,1
"Jackie Battle, RB",KC,9,12,68,7.6,0,24,1,4.5,0,84,2
"Evan Royster, RB",WSH,9,13,68,7.6,0,16,0,11.3,0,77,4
"Chris Cooley, TE",WSH,8,13,65,8.1,0,17,0,13.0,0,37,3
"Rashied Davis, WR",DET,4,5,63,15.8,0,22,1,5.7,0,36,4
"Jeremiah Johnson, RB",DEN,7,9,62,8.9,0,17,0,7.8,0,56,3
"Keiland Williams, RB",DET,8,8,62,7.8,0,12,0,4.1,0,53,3
"Matthew Mulligan, TE",NYJ,5,8,58,11.6,0,41,1,3.6,0,41,1
"Colin Cloherty, TE",JAX,4,8,57,14.3,0,21,2,14.3,0,33,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Derrick Mason, WR",NYJ/HOU,6,13,55,9.2,0,16,0,7.9,0,5,4
"Erik Lorig, DE",TB,6,9,53,8.8,0,22,1,3.3,0,40,2
"Beanie Wells, RB",ARI,10,16,52,5.2,0,10,0,3.7,0,21,1
"Sammie Stroughter, WR",TB,4,7,52,13.0,0,29,1,8.7,0,22,2
"Jake O'Connell, TE",KC,7,12,52,7.4,0,15,0,6.5,0,23,4
"Willis McGahee, RB",DEN,12,19,51,4.3,1,12,0,3.4,1,47,2
"Tashard Choice, RB",BUF/DAL/WSH,7,15,51,7.3,0,15,0,8.5,0,72,1
"Deon Butler, WR",SEA,6,7,51,8.5,0,15,0,10.2,0,11,3
"Marion Barber, RB",CHI,5,9,50,10.0,0,16,0,4.5,0,49,1
"Domenik Hixon, WR",NYG,4,6,50,12.5,1,22,1,25.0,0,6,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Matt Spaeth, TE",CHI,7,11,50,7.1,2,13,0,3.3,0,19,4
"Jed Collins, RB",NO,11,14,50,4.5,2,14,0,3.1,0,38,6
"Zach Potter, TE",JAX,5,7,50,10.0,0,22,1,3.3,0,38,1
"Lex Hilliard, FB",MIA,5,7,49,9.8,0,18,0,3.1,0,37,2
"Leon Washington, RB",SEA,10,14,48,4.8,0,9,0,3.0,0,53,2
"Jacob Hester, RB",SD,12,18,48,4.0,1,11,0,3.0,2,57,3
"Tyler Clutts, RB",CHI,8,10,48,6.0,0,10,0,3.0,1,39,2
"Ahmard Hall, FB",TEN,9,14,46,5.1,0,10,0,3.8,0,54,1
"Matthew Slater, WR",NE,1,3,46,46.0,0,46,1,2.9,0,5,1
"Mark Ingram, RB",NO,11,13,46,4.2,0,9,0,4.6,0,42,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"LaQuan Williams, WR",BAL,4,12,46,11.5,0,15,0,3.8,0,8,3
"Donnie Avery, WR",TEN,3,11,45,15.0,1,23,2,5.6,0,23,3
"Danny Amendola, WR",STL,5,6,45,9.0,0,18,0,45.0,0,15,3
"Brody Eldridge, TE",IND,9,10,45,5.0,0,8,0,3.5,0,13,2
"Colin Cochart, TE",CIN,5,8,44,8.8,1,25,1,4.4,0,22,3
"Thomas Jones, RB",KC,5,7,43,8.6,0,27,1,2.7,0,56,1
"Will Heller, TE",DET,6,13,42,7.0,0,12,0,2.6,0,22,3
"Kassim Osgood, WR",JAX,5,11,42,8.4,0,19,0,3.5,0,17,2
"Zach Miller, TE",JAX,4,7,42,10.5,1,14,0,10.5,0,17,2
"Curtis Brinkley, RB",SD,7,9,41,5.9,0,20,1,4.1,0,38,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Brit Miller, FB",STL,3,3,41,13.7,0,20,1,3.4,0,35,2
"Mike Caussin, TE",BUF,5,6,41,8.2,0,13,0,6.8,0,10,2
"Zack Pianalto, TE",TB,4,5,40,10.0,0,15,0,3.1,0,12,2
"Chansi Stuckey, WR",ARI,4,8,39,9.8,0,12,0,4.3,1,10,2
"Tony Fiammetta, FB",DAL,3,5,39,13.0,0,15,0,3.9,0,36,3
"Taylor Price, WR",NE/JAX,2,3,39,19.5,0,21,1,19.5,0,9,2
"Bernard Scott, RB",CIN,13,17,38,2.9,0,14,0,2.4,0,61,1
"Tom Crabtree, TE",GB,6,8,38,6.3,1,15,0,2.4,0,20,4
"Stephen Burton, WR",MIN,2,3,38,19.0,0,21,1,12.7,0,6,2
"Devin Thomas, WR",NYG,3,3,37,12.3,0,14,0,2.3,0,14,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Andrew Quarless, TE",GB,3,4,36,12.0,0,21,1,3.6,0,16,3
"DeMarco Sampson, WR",ARI,3,8,36,12.0,0,15,0,3.0,0,8,3
"Jerheme Urban, WR",KC,4,13,35,8.8,1,24,1,5.8,0,6,1
"Jeff Cumberland, TE",NYJ,2,5,35,17.5,0,33,1,11.7,0,16,1
"Kevin Faulk, RB",NE,7,9,34,4.9,0,18,0,4.9,0,33,2
"Julian Edelman, WR",NE,4,8,34,8.5,0,11,0,2.6,0,10,0
"Ryan Mundy, DB",PIT,1,1,33,33.0,0,33,1,2.1,0,22,1
"Jordan Cameron, TE",CLE,6,13,33,5.5,0,15,0,4.1,0,12,1
"Owen Schmitt, FB",PHI,3,7,32,10.7,0,13,0,2.0,0,28,2
"Kory Sperry, TE",SD,1,5,32,32.0,0,32,1,2.0,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jamie Harper, RB",TEN,4,6,32,8.0,0,21,1,2.5,0,38,1
"Adrian Arrington, WR",NO,2,3,31,15.5,0,17,0,7.8,0,0,2
"Carlton Mitchell, WR",CLE,3,4,31,10.3,0,19,0,2.8,0,3,2
"Owen Marecic, RB",CLE,5,6,31,6.2,0,11,0,2.2,1,15,2
"Quinn Johnson, FB",TEN,3,3,30,10.0,0,13,0,7.5,0,29,1
"Tiquan Underwood, WR",NE,3,6,30,10.0,0,13,0,5.0,0,7,2
"Kris Durham, WR",SEA,3,4,30,10.0,0,12,0,10.0,0,2,2
"Cecil Shorts III, WR",JAX,2,12,30,15.0,1,25,1,3.0,0,3,2
"Lawrence Vickers, FB",HOU,4,8,29,7.3,0,17,0,2.1,0,23,2
"Weslye Saunders, TE",PIT,4,8,29,7.3,1,14,0,1.8,0,8,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kevin Brock, TE",BUF,2,2,27,13.5,0,21,1,13.5,0,35,2
"Bryan Walters, WR",SD,3,4,27,9.0,0,13,0,6.8,0,16,2
"Cam Newton, QB",CAR,1,1,27,27.0,0,27,1,1.7,0,32,1
"Ryan Whalen, WR",CIN,4,5,27,6.8,0,13,0,6.8,0,8,2
"Josh Baker, TE",NYJ,3,4,27,9.0,1,17,0,2.5,0,14,2
"Anthony Becht, TE",KC,3,4,26,8.7,0,16,0,2.9,0,9,2
"Mark Clayton, WR",STL,3,4,26,8.7,0,12,0,13.0,0,4,1
"Daniel Graham, TE",TEN,2,5,25,12.5,1,21,1,1.6,0,6,2
"Ovie Mughelli, FB",ATL,4,8,25,6.3,2,19,0,3.6,0,20,2
"Brian Robiskie, WR",CLE,3,9,25,8.3,0,14,0,4.2,0,3,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jim Dray, TE",ARI,2,5,25,12.5,0,20,1,2.5,0,3,1
"Niles Paul, WR",WSH,2,5,25,12.5,0,14,0,1.9,0,1,2
"Taiwan Jones, RB",OAK,2,3,25,12.5,0,30,1,2.5,0,36,1
"Rock Cartwright, RB",OAK,4,6,24,6.0,0,9,0,1.6,0,28,1
"Jerome Felton, RB",IND/CAR,2,5,24,12.0,0,17,0,2.7,0,16,1
"Garrett Graham, TE",HOU,1,2,24,24.0,0,24,1,3.4,0,8,1
"Marc Mariani, WR",TEN,5,12,24,4.8,0,6,0,1.5,0,19,0
"Virgil Green, TE",DEN,3,5,24,8.0,0,9,0,1.6,0,10,2
"Ryan Torain, RB",WSH,6,9,23,3.8,0,7,0,2.9,0,37,0
"Seneca Wallace, QB",CLE,1,1,21,21.0,0,21,1,3.5,0,5,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Alfonso Smith, RB",ARI,3,5,21,7.0,0,13,0,1.4,0,23,2
"John Gilmore, TE",NO,3,6,20,6.7,1,9,0,1.4,0,11,1
"Chad Hall, WR",PHI,3,9,20,6.7,1,16,0,2.9,0,11,1
"Justin Peelle, TE",SF,1,4,19,19.0,0,19,0,1.4,0,5,1
"Greg Jones, RB",JAX,4,9,19,4.8,0,10,0,1.2,0,17,2
"Stefan Logan, WR",DET,1,1,19,19.0,0,19,0,1.2,0,23,1
"Chris Pressley, FB",CIN,3,5,19,6.3,0,9,0,1.3,0,20,1
"Clyde Gates, WR",MIA,2,12,19,9.5,0,11,0,1.3,0,0,1
"Phillip Tanner, RB",DAL,2,2,19,9.5,0,11,0,2.1,0,17,2
"Isaac Sopoaga, DT",SF,1,1,18,18.0,0,18,0,1.2,0,15,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Manase Tonga, RB",OAK,3,4,18,6.0,0,11,0,1.6,0,16,1
"Delone Carter, RB",IND,5,8,18,3.6,0,7,0,1.1,0,38,0
"Guy Whimper, OT",JAX,1,1,17,17.0,0,17,0,1.1,0,13,1
"Joe Staley, OT",SF,1,1,17,17.0,0,17,0,1.1,0,12,1
"Eddie Williams, RB",CLE/SEA,1,1,17,17.0,0,17,0,5.7,0,7,1
"Roscoe Parrish, WR",BUF,1,4,16,16.0,0,16,0,8.0,0,16,1
"David Thomas, TE",NO,5,9,16,3.2,0,8,0,3.2,0,12,0
"Jerome Felton, RB",IND/CAR,2,2,16,8.0,0,9,0,3.2,0,9,0
"Mike Sellers, FB",WSH,1,2,15,15.0,0,15,0,1.3,0,8,1
"Brett Swain, WR",SF,2,7,15,7.5,0,9,0,3.0,0,11,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jordan Shipley, WR",CIN,4,5,14,3.5,0,5,0,7.0,1,-1,0
"David Ausberry, WR",OAK,2,2,14,7.0,0,10,0,1.2,0,0,2
"Sammy Morris, RB",DAL,5,7,13,2.6,0,9,0,4.3,0,15,0
"Micheal Spurlock, WR",TB,2,6,13,6.5,0,7,0,1.1,0,4,0
"Chauncey Washington, RB",DAL,2,3,13,6.5,0,15,0,6.5,0,19,1
"Richie Brockel, TE",CAR,3,3,13,4.3,0,5,0,1.2,0,9,1
"Stevan Ridley, RB",NE,3,5,13,4.3,0,8,0,0.8,0,14,0
"Da'Rel Scott, RB",NYG,2,2,13,6.5,0,9,0,1.2,0,5,0
"D.J. Williams, TE",GB,2,4,13,6.5,0,7,0,1.0,0,4,0
"Reagan Maui'a, FB",ARI,1,2,12,12.0,0,12,0,4.0,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mike Sims-Walker, WR",STL/JAX,1,6,11,11.0,0,11,0,5.5,0,0,1
"Lee Smith, TE",BUF,4,4,11,2.8,0,6,0,1.1,0,3,0
"Brandon Banks, WR",WSH,1,1,10,10.0,0,10,0,0.6,0,12,1
"Anthony Hill, TE",IND,2,3,10,5.0,0,5,0,1.4,0,6,0
"Emmanuel Arceneaux, WR",MIN,1,2,10,10.0,0,10,0,3.3,0,3,1
"David Anderson, WR",WSH/HOU,1,2,9,9.0,0,9,0,4.5,0,7,1
"Jamaal Charles, RB",KC,5,6,9,1.8,1,9,0,4.5,0,-3,2
"Aaron Brown, RB",DET,1,1,9,9.0,0,9,0,9.0,0,9,0
"John Conner, RB",NYJ,2,5,9,4.5,0,9,0,0.6,0,4,1
"Joe Webb, QB",MIN,1,5,9,9.0,0,9,0,0.8,0,1,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Shaun Chapas, RB",DAL,1,1,9,9.0,0,9,0,3.0,0,10,0
"Maurice Stovall, WR",DET,1,4,8,8.0,0,8,0,0.5,0,12,1
"Mike Cox, FB",ATL,2,3,8,4.0,0,8,0,0.9,1,7,0
"Nick Miller, WR",OAK/STL,1,1,8,8.0,0,8,0,1.3,0,11,0
"Jeron Mastrud, TE",MIA,1,2,8,8.0,0,8,0,0.6,0,2,1
"Reggie Kelly, TE",ATL,1,2,7,7.0,0,7,0,0.4,0,5,0
"Brandon Stokley, WR",NYG,1,3,7,7.0,0,7,0,3.5,0,4,0
"Eugene Amano, C",TEN,1,1,7,7.0,0,7,0,0.4,0,8,0
"Ryan D'Imperio, LB",MIN,2,6,7,3.5,0,6,0,0.6,0,7,1
"Bilal Powell, RB",NYJ,1,1,7,7.0,0,7,0,3.5,0,2,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Steve Slaton, RB",MIA/HOU,1,2,6,6.0,0,6,0,2.0,0,9,0
"Brock Bolen, RB",JAX,2,5,6,3.0,0,4,0,0.5,0,0,0
"Jonathan Dwyer, RB",PIT,1,1,6,6.0,0,6,0,0.9,0,4,0
"Boobie Dixon, RB",SF,1,1,6,6.0,0,6,0,0.4,0,7,0
"Alex Green, RB",GB,1,1,6,6.0,0,6,0,1.5,0,14,1
"Julius Thomas, TE",DEN,1,7,5,5.0,0,5,0,1.0,0,6,0
"Ryan Mahaffey, FB",IND,1,1,5,5.0,0,5,0,1.0,0,2,1
"Allen Reisner, TE",MIN,1,1,5,5.0,0,5,0,0.8,0,2,1
"Jimmy Kleinsasser, TE",MIN,1,6,4,4.0,0,4,0,0.3,0,3,0
"Corey McIntyre, FB",BUF,1,1,4,4.0,0,4,0,0.3,0,3,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mike Goodson, RB",CAR,1,3,4,4.0,0,4,0,1.0,0,2,0
"Seyi Ajirotutu, WR",CAR,1,2,4,4.0,0,4,0,0.3,0,3,1
"Ryan Taylor, TE",GB,1,1,4,4.0,1,4,0,0.3,0,0,1
"DuJuan Harris, RB",JAX,1,2,4,4.0,0,4,0,0.8,0,7,0
"Michael Higgins, TE",NO,1,1,4,4.0,0,4,0,2.0,0,2,0
"Jerome Harrison, RB",DET,1,2,3,3.0,0,3,0,0.8,0,1,0
"Thomas Clayton, RB",CLE,1,1,3,3.0,0,3,0,1.0,0,8,0
"Stephen Spach, TE",STL,2,3,2,1.0,0,3,0,0.2,0,-1,0
"Montell Owens, RB",JAX,2,3,2,1.0,0,6,0,0.2,0,9,0
"Tashard Choice, RB",BUF/DAL/WSH,1,1,2,2.0,0,2,0,2.0,0,5,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Richard Gordon, TE",OAK,1,1,2,2.0,0,2,0,0.1,0,7,0
"Matt Slauson, OG",NYJ,1,1,1,1.0,0,1,0,0.1,0,5,0
"Steve Maneri, TE",KC,1,2,1,1.0,0,1,0,0.2,0,2,0
"Patrick Peterson, DB",ARI,1,1,-1,-1.0,0,-1,0,-0.1,0,3,0
"Steve Slaton, RB",MIA/HOU,2,2,-3,-1.5,0,-1,0,-1.0,0,0,0
"Johnny White, RB",BUF,1,4,-3,-3.0,0,-3,0,-0.3,0,0,0
"Dion Lewis, RB",PHI,1,1,-3,-3.0,0,-3,0,-0.2,0,4,0
"Matt Cassel, QB",KC,1,1,-4,-4.0,0,-4,0,-0.4,0,0,0
"Colt McCoy, QB",CLE,1,1,-5,-5.0,0,-5,0,-0.4,0,4,0
"Joe Flacco, QB",BAL,1,1,-8,-8.0,0,-8,0,-0.5,0,3,0
