PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Nate Hughes, WR",JAX,5,12,70,14.0,1,35,2,8.8,0,12,2
"Terrance Copper, WR",KC,4,6,68,17.0,0,50,1,4.5,0,22,2
"Joey Galloway, WR",NE,7,20,67,9.6,0,19,0,22.3,0,11,3
"Naufahu Tahi, FB",MIN,10,12,67,6.7,1,32,1,4.5,0,63,4
"Bernard Scott, RB",CIN,5,8,67,13.4,0,23,2,5.2,0,70,2
"Michael Bennett, RB",SD,6,7,65,10.8,0,33,1,10.8,0,91,2
"Brian Clark, WR",TB,6,18,65,10.8,0,17,0,4.6,0,14,3
"Willie Parker, RB",PIT,6,7,64,10.7,1,27,1,4.6,0,46,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Derek Fine, TE",BUF,9,18,64,7.1,0,11,0,8.0,0,33,1
"James Casey, TE",HOU,6,12,64,10.7,0,32,1,4.3,0,22,4
"Brad Smith, WR",NYJ,7,12,63,9.0,0,19,0,4.8,0,34,3
"Gijon Robinson, TE",IND,9,15,62,6.9,0,19,0,4.8,0,20,3
"Tyrell Sutton, RB",CAR,6,11,62,10.3,0,13,0,8.9,0,59,4
"John Phillips, TE",DAL,7,9,62,8.9,0,23,1,3.9,0,42,2
"Bobby Engram, WR",KC,5,10,61,12.2,0,18,0,12.2,0,18,4
"Anthony Becht, TE",ARI,7,12,61,8.7,1,16,0,3.8,1,25,4
"Andre Davis, WR",HOU,6,11,59,9.8,0,21,1,4.2,0,21,3
"Michael Gaines, TE",CHI/CLE,5,9,59,11.8,1,24,2,6.6,0,23,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kenny Moore, WR",CAR,6,12,59,9.8,0,22,1,4.9,0,17,1
"Thomas Jones, RB",NYJ,10,18,58,5.8,0,28,1,3.6,0,69,4
"Marcus Mason, RB",WSH,6,7,58,9.7,0,17,0,5.8,0,58,1
"Clinton Portis, RB",WSH,9,12,57,6.3,1,10,0,7.1,0,66,2
"Chris Jennings, RB",CLE,9,13,56,6.2,0,19,0,6.2,0,56,3
"Corey McIntyre, FB",BUF,7,8,55,7.9,0,18,0,3.7,0,55,3
"Travis Beckum, TE",NYG,8,10,55,6.9,0,15,0,3.7,0,23,4
"Quan Cosby, WR",CIN,4,6,55,13.8,0,23,1,3.4,0,12,2
"Mike Hart, RB",IND,5,8,54,10.8,0,14,0,6.0,0,28,3
"Jason Wright, RB",ARI,9,11,53,5.9,2,10,0,3.3,0,50,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeff Dugan, TE",MIN,6,6,52,8.7,2,25,1,3.3,0,14,3
"Craig Davis, WR",SD,6,7,52,8.7,0,11,0,52.0,0,27,4
"Derrick Williams, WR",DET,6,13,52,8.7,0,19,0,4.7,0,13,2
"Ovie Mughelli, FB",ATL,7,10,51,7.3,1,21,1,3.6,0,37,3
"Lousaka Polite, FB",MIA,11,23,51,4.6,0,10,0,3.2,0,46,3
"Dantrell Savage, RB",KC,7,11,51,7.3,0,12,0,10.2,0,59,2
"Eric Weems, WR",ATL,6,6,50,8.3,2,30,1,3.1,0,22,3
"Lynell Hamilton, RB",NO,5,7,48,9.6,0,16,0,5.3,0,52,4
"John Kuhn, RB",GB,7,7,47,6.7,2,14,0,3.4,0,36,3
"Greg Estandia, TE",CLE/JAX,4,10,45,11.3,0,18,0,11.3,0,4,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremi Johnson, FB",CIN,6,12,41,6.8,0,9,0,2.6,0,20,1
"Ben Obomanu, WR",SEA,4,5,41,10.3,0,12,0,2.9,0,21,4
"Korey Hall, RB",GB,5,7,41,8.2,0,13,0,3.7,0,28,2
"Arnaz Battle, WR",SF,5,5,40,8.0,0,12,0,2.7,0,19,3
"Jonathan Stupar, TE",BUF,6,11,40,6.7,0,17,0,2.9,0,43,3
"Stephen Spach, TE",ARI,4,10,38,9.5,0,22,1,5.4,0,26,1
"Tim Castille, RB",KC,4,6,37,9.3,1,20,1,5.3,0,11,1
"Michael Turner, RB",ATL,5,7,35,7.0,0,10,0,3.2,0,22,2
"Rashied Davis, WR",CHI,5,8,35,7.0,0,10,0,2.2,0,5,2
"Jacob Tamme, TE",IND,3,10,35,11.7,0,21,1,2.2,0,11,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Aaron Stecker, RB",ATL,5,5,34,6.8,0,14,0,3.8,0,36,1
"Troy Williamson, WR",JAX,3,4,34,11.3,0,13,0,17.0,1,9,1
"Roscoe Parrish, WR",BUF,3,4,34,11.3,0,16,0,2.8,1,13,0
"Louis Rankin, RB",OAK/SEA,5,7,33,6.6,0,14,0,4.7,0,47,1
"Darcy Johnson, TE",NYG,5,7,32,6.4,0,14,0,2.5,1,6,2
"Marko Mitchell, WR",WSH,4,7,32,8.0,0,11,0,3.2,0,13,2
"Moran Norris, RB",SF,7,11,31,4.4,0,11,0,1.9,0,22,1
"L.J. Smith, TE",BAL,2,3,31,15.5,0,26,1,2.6,0,18,2
"Luke Lawton, FB",OAK,7,10,31,4.4,0,14,0,2.4,0,35,2
"Kory Sperry, TE",MIA,3,6,31,10.3,1,13,0,3.9,0,4,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Seneca Wallace, QB",SEA,2,3,29,14.5,0,24,1,2.2,0,38,2
"Kris Wilson, TE",SD,4,7,28,7.0,1,21,1,1.8,0,16,2
"Hank Baskett, WR",IND/PHI,4,10,28,7.0,0,9,0,2.5,0,3,1
"Eric Smith, FS",NYJ,1,1,27,27.0,0,27,1,1.7,0,21,1
"Lawrence Vickers, FB",CLE,8,18,27,3.4,1,12,0,1.7,1,29,3
"Jake Nordin, FB",DET,2,2,26,13.0,0,14,0,6.5,0,7,2
"Ryan Denney, DE",BUF,1,1,25,25.0,1,25,1,1.6,0,10,1
"Alex Smith, TE",PHI,3,8,25,8.3,0,11,0,1.6,0,15,2
"Samkon Gado, RB",STL,3,3,25,8.3,0,13,0,1.7,0,25,0
"Matt Spaeth, TE",PIT,5,7,25,5.0,1,9,0,1.6,1,11,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Michael Robinson, FB",SF,6,11,24,4.0,0,8,0,1.6,0,24,1
"Jacob Hester, RB",SD,9,11,24,2.7,0,5,0,1.6,0,30,0
"Brad Hoover, FB",CAR,4,9,23,5.8,1,12,0,2.1,0,19,3
"John Gilmore, TE",TB,3,7,23,7.7,0,9,0,1.8,0,18,0
"Madison Hedgecock, FB",NYG,4,9,23,5.8,1,9,0,1.4,0,20,1
"Patrick Cobbs, RB",MIA,3,4,23,7.7,0,10,0,4.6,0,16,1
"Darnell Dinkins, TE",NO,5,7,22,4.4,1,8,0,2.0,0,21,2
"Isaiah Stanback, TE",NE,3,7,22,7.3,0,9,0,3.7,0,1,1
"Wallace Wright, WR",NYJ,2,3,21,10.5,0,14,0,1.3,0,3,2
"Owen Schmitt, FB",SEA,6,10,21,3.5,1,10,0,1.4,0,18,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Dan Kreider, FB",ARI,4,6,20,5.0,0,8,0,1.4,0,15,0
"Verron Haynes, FB",ATL,3,4,20,6.7,0,10,0,2.9,0,21,1
"Marcel Reece, RB",OAK,2,4,20,10.0,0,11,0,10.0,0,15,1
"Edgerrin James, RB",SEA,3,3,19,6.3,0,7,0,2.7,0,19,1
"DeShawn Wynn, RB",GB,2,7,19,9.5,0,11,0,4.8,0,15,1
"Peyton Hillis, RB",DEN,4,6,19,4.8,0,6,0,1.4,0,13,0
"Chris Ogbonnaya, RB",STL,1,2,19,19.0,0,19,0,9.5,0,19,1
"Brandon Myers, TE",OAK,4,6,19,4.8,0,6,0,1.7,0,9,0
"Ahman Green, RB",GB,3,5,18,6.0,0,12,0,2.3,0,22,2
"Brandon Jones, WR",SF,1,5,18,18.0,0,18,0,2.3,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Sinorice Moss, WR",NYG,1,3,18,18.0,1,18,0,2.3,0,0,1
"Brady Quinn, QB",CLE,1,1,18,18.0,0,18,0,1.8,0,8,1
"Fred Taylor, RB",NE,2,3,17,8.5,0,13,0,2.8,0,19,1
"Kassim Osgood, WR",SD,1,5,17,17.0,0,17,0,1.1,0,0,1
"John Owens, TE",SEA,3,6,16,5.3,0,8,0,1.0,0,14,1
"Mike Karney, FB",STL,6,9,16,2.7,0,9,0,1.1,0,27,0
"Ramses Barden, WR",NYG,1,1,16,16.0,0,16,0,5.3,0,9,1
"Donald Penn, OT",TB,1,1,15,15.0,0,15,0,0.9,0,19,1
"D.J. Ware, RB",NYG,3,4,15,5.0,0,14,0,1.9,0,28,0
"Mike Goodson, RB",CAR,2,2,15,7.5,0,13,0,1.9,0,24,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Greg Jones, RB",JAX,5,11,14,2.8,0,9,0,1.1,0,13,0
"Kyle Eckel, FB",NO,2,3,14,7.0,0,8,0,2.0,0,14,1
"LenDale White, RB",TEN,3,5,14,4.7,0,7,0,1.1,0,17,0
"Tyler Grisham, WR",PIT,1,2,14,14.0,0,14,0,3.5,0,3,1
"Brandon Manumaleuna, TE",SD,5,7,13,2.6,0,11,0,0.8,0,26,1
"Jason McKie, FB",CHI,5,10,13,2.6,0,8,0,0.8,0,13,1
"Mike Bell, RB",NO,4,4,12,3.0,0,9,0,0.9,0,12,1
"Garrett Wolfe, RB",CHI,2,3,12,6.0,0,12,0,1.5,0,16,0
"Adrian Peterson, RB",CHI,2,2,11,5.5,0,7,0,0.8,0,5,1
"Joe Klopfenstein, TE",BUF,1,2,11,11.0,0,11,0,11.0,0,6,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"BenJarvus Green-Ellis, RB",NE,2,5,11,5.5,0,6,0,0.9,0,14,0
"Tony Richardson, FB",NYJ,3,5,10,3.3,0,5,0,0.6,0,11,0
"Stevie Johnson, WR",BUF,2,3,10,5.0,0,5,0,2.0,0,0,1
"Todd Yoder, TE",WSH,4,5,9,2.3,3,3,0,0.6,0,1,3
"Mark Jones, WR",TEN,1,2,9,9.0,0,9,0,3.0,0,1,0
"Kolby Smith, RB",KC,2,2,9,4.5,0,5,0,2.3,0,11,0
"James Hardy, WR",BUF,1,1,9,9.0,0,9,0,4.5,0,1,0
"Jaymar Johnson, WR",MIN,1,1,9,9.0,0,9,0,1.5,0,0,0
"David Johnson, TE",PIT,2,4,9,4.5,0,5,0,0.6,0,6,0
"Anthony Hill, TE",HOU,1,2,9,9.0,0,9,0,1.8,0,6,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bear Pascoe, TE",NYG,1,1,9,9.0,0,9,0,2.3,0,16,0
"Quinten Lawrence, DB",KC,1,2,9,9.0,0,9,0,1.5,0,4,0
"Edgar Jones, DE",BAL,1,2,8,8.0,0,8,0,0.5,0,6,1
"Terrelle Smith, FB",DET,2,4,7,3.5,0,4,0,0.9,0,3,0
"Tory Humphrey, TE",NO,1,1,7,7.0,0,7,0,7.0,0,7,0
"Yamon Figurs, WR",DET/TB,1,1,7,7.0,0,7,0,2.3,0,2,1
"Jake O'Connell, TE",KC,2,10,7,3.5,0,4,0,1.8,0,3,0
"Tim Carter, WR",STL,1,5,6,6.0,0,6,0,3.0,0,0,0
"Courtney Roby, WR",NO,1,1,6,6.0,0,6,0,0.4,0,1,0
"Hank Baskett, WR",IND/PHI,1,2,6,6.0,0,6,0,6.0,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Charly Martin, WR",CAR,1,2,6,6.0,0,6,0,0.9,0,1,0
"John Standeford, WR",DET,1,3,5,5.0,0,5,0,2.5,0,1,1
"Deon Anderson, FB",DAL,1,3,5,5.0,0,5,0,0.3,0,1,0
"Jordan Kent, WR",STL,1,3,5,5.0,0,5,0,1.0,0,5,1
"Limas Sweed, WR",PIT,1,5,5,5.0,0,5,0,0.6,0,0,0
"Stefan Logan, WR",PIT,1,1,5,5.0,0,5,0,0.3,0,8,0
"James Davis, RB",CLE,4,5,5,1.3,0,2,0,2.5,0,12,0
"Larry Johnson, RB",CIN/KC,3,4,4,1.3,0,6,0,0.6,0,9,0
"Matt Lawrence, RB",BAL,1,1,4,4.0,0,4,0,0.5,0,3,0
"Clifton Smith, RB",TB,2,5,4,2.0,0,3,0,0.4,0,3,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kahlil Bell, RB",CHI,1,3,4,4.0,0,4,0,0.6,0,7,0
"Quinn Johnson, FB",GB,2,4,4,2.0,0,4,0,0.4,0,2,0
"Dan Gronkowski, TE",DET,1,3,4,4.0,0,4,0,2.0,0,3,0
"B.J. Askew, FB",TB,2,2,3,1.5,0,4,0,0.6,0,0,0
"Cameron Morrah, TE",SEA,1,1,3,3.0,0,3,0,1.0,0,0,0
"Zach Potter, TE",JAX,1,1,3,3.0,0,3,0,3.0,0,0,0
"Ben Hartsock, TE",NYJ,1,4,2,2.0,1,2,0,0.1,0,0,1
"Matthew Mulligan, TE",NYJ,1,1,2,2.0,0,2,0,0.4,0,1,0
"Chris Pressley, FB",TB,1,1,2,2.0,0,2,0,0.3,0,1,0
"Colin Cloherty, TE",IND,1,1,2,2.0,0,2,0,2.0,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mike Vrabel, LB",KC,1,1,1,1.0,1,1,0,0.1,0,0,1
"Donovan McNabb, QB",PHI,1,1,1,1.0,0,1,0,0.1,0,14,0
"Chad Simpson, RB",IND,3,4,1,.3,0,5,0,0.1,0,20,0
"Brett Favre, QB",MIN,1,1,-2,-2.0,0,-2,0,-0.1,0,0,0
"Mark Tauscher, OT",GB,1,1,-3,-3.0,0,-3,0,-0.4,0,2,0
"Jackie Battle, RB",KC,2,2,-3,-1.5,0,3,0,-0.6,0,6,0
"Drew Brees, QB",NO,1,1,-4,-4.0,0,-4,0,-0.3,0,0,0
"Alex Smith, QB",SF,1,1,-6,-6.0,0,-6,0,-0.5,0,0,0
"Michael Oher, OT",BAL,1,1,-8,-8.0,0,-8,0,-0.5,0,0,0
