PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Rob Konrad, FB",MIA,8,0,69,8.6,1,20,1,6.9,0,0,4
"George Wrighster, TE",JAX,10,0,69,6.9,1,12,0,17.3,1,0,4
"Richard Owens, TE",MIN,8,0,69,8.6,0,18,0,9.9,0,0,4
"Justin Fargas, RB",OAK,11,0,68,6.2,0,21,1,5.7,1,0,3
"Quentin Griffin, RB",DEN,10,0,68,6.8,1,22,1,11.3,1,0,4
"David Kircus, WR",DET,3,0,68,22.7,1,50,1,9.7,0,0,2
"Jerry Rice, WR",OAK/SEA,5,0,67,13.4,0,18,0,11.2,0,0,4
"Kevin Walter, WR",CIN,8,0,67,8.4,0,18,0,4.2,0,0,3
"Lorenzo Neal, FB",SD,13,0,66,5.1,0,12,0,4.1,0,0,1
"Charlie Garner, RB",TB,9,0,62,6.9,0,31,1,20.7,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Ryan Neufeld, FB",BUF,6,0,61,10.2,0,29,1,3.8,0,0,2
"Robert Holcombe, FB",TEN,11,0,60,5.5,0,9,0,3.8,0,0,1
"Steve Smith Sr., WR",CAR,6,0,60,10.0,0,15,0,60.0,0,0,4
"Jerricho Cotchery, WR",NYJ,6,0,60,10.0,0,18,0,5.0,0,0,4
"Bobby Shaw, WR",BUF/SD,5,0,59,11.8,0,20,1,14.8,0,0,3
"Darian Barnes, RB",DAL,10,0,59,5.9,1,14,0,3.7,0,0,4
"Cameron Cleeland, TE",STL,7,0,57,8.1,0,15,0,3.6,0,0,2
"Duce Staley, RB",PIT,6,0,55,9.2,0,21,1,5.5,0,0,3
"Bryan Johnson, FB",CHI,14,0,55,3.9,2,14,0,4.6,0,0,4
"Maurice Morris, RB",SEA,9,0,53,5.9,0,12,0,3.5,0,0,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremi Johnson, FB",CIN,16,0,53,3.3,1,9,0,3.3,0,0,2
"Walter Rasby, TE",PIT/WSH,5,0,52,10.4,0,13,0,8.7,0,0,4
"Mark Bruener, TE",HOU,4,0,52,13.0,0,27,1,3.3,0,0,2
"Triandos Luke, WR",DEN,6,0,52,8.7,0,12,0,5.2,0,0,3
"Eric Edwards, TE",ARI,5,0,51,10.2,0,19,0,3.2,0,0,4
"Scott Vines, WR",DET,3,0,51,17.0,0,26,1,8.5,0,0,3
"Kellen Winslow, TE",CLE,5,0,50,10.0,0,21,1,25.0,0,0,3
"Andre King, WR",CLE,5,0,49,9.8,0,16,0,5.4,0,0,2
"Malcom Floyd, WR",SD,3,0,49,16.3,1,27,1,12.3,0,0,2
"Rickey Dudley, TE",TB,3,0,48,16.0,0,24,1,16.0,0,0,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Tony Stewart, TE",CIN,10,0,48,4.8,1,9,0,3.0,0,0,2
"Jerome Bettis, RB",PIT,6,0,46,7.7,0,20,1,3.1,0,0,2
"Tony Hollings, RB",HOU,5,0,46,9.2,0,27,1,6.6,0,0,1
"Mike Bartrum, TE",PHI,5,0,45,9.0,1,17,0,2.8,1,0,3
"Travis Henry, RB",BUF,10,0,45,4.5,0,10,0,4.5,0,0,4
"Fred Beasley, RB",SF,10,0,44,4.4,0,9,0,3.1,0,0,1
"Jameel Cook, FB",TB,7,0,44,6.3,1,9,0,3.7,0,0,3
"Arlen Harris, RB",STL,4,0,44,11.0,0,21,1,3.1,1,0,2
"Ben Steele, TE",GB,4,0,42,10.5,0,27,1,2.8,0,0,2
"Mike Karney, FB",NO,6,0,42,7.0,0,17,0,2.6,0,0,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Marc Edwards, FB",JAX,7,0,41,5.9,0,15,0,3.2,0,0,2
"Terrelle Smith, FB",CLE,7,0,39,5.6,0,16,0,2.4,0,0,2
"Alan Ricard, RB",BAL,11,0,39,3.5,0,8,0,2.4,0,0,3
"Drew Brees, QB",SD,1,0,38,38.0,0,38,1,2.5,0,0,1
"Jason McAddley, WR",TEN,2,0,38,19.0,0,36,1,3.5,0,0,1
"Stephen Trejo, RB",DET/STL,4,0,37,9.3,0,18,0,3.4,0,0,3
"Jon Ritchie, FB",PHI,4,0,36,9.0,0,11,0,12.0,0,0,2
"Marcellus Rivers, TE",NYG,5,0,36,7.2,1,13,0,2.3,0,0,3
"James Mungro, RB",IND,7,0,36,5.1,3,16,0,2.4,0,0,5
"Patrick Hape, TE",DEN,8,0,35,4.4,4,11,0,2.2,0,0,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Dwayne Blakley, TE",ATL,4,0,35,8.8,0,13,0,2.3,0,0,2
"Jamal Robertson, RB",SF/CAR,4,0,34,8.5,0,14,0,4.9,0,0,2
"Michael Gaines, TE",CAR,4,0,34,8.5,0,14,0,2.3,0,0,1
"Najeh Davenport, RB",GB,4,0,33,8.3,0,12,0,3.0,0,0,1
"Chris Perry, RB",CIN,3,0,33,11.0,0,13,0,16.5,0,0,2
"Ben Hartsock, TE",IND,4,0,33,8.3,0,17,0,2.1,0,0,1
"Stephen Davis, RB",CAR,2,0,32,16.0,0,22,1,16.0,0,0,2
"Tim Dwight, WR",SD,2,0,31,15.5,1,23,1,2.6,0,0,2
"Musa Smith, RB",BAL,2,0,31,15.5,0,25,1,3.4,0,0,1
"Adrian Peterson, RB",CHI,2,0,30,15.0,0,30,1,2.1,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Brian Kozlowski, TE",WSH,3,0,29,9.7,0,13,0,2.6,0,0,3
"Chris Hetherington, FB",OAK,3,0,28,9.3,0,14,0,5.6,1,0,1
"Andrew Pinnock, RB",SD,3,0,26,8.7,0,14,0,26.0,0,0,2
"Karl Hankton, WR",CAR,2,0,25,12.5,0,20,1,1.7,0,0,1
"Visanthe Shiancoe, TE",NYG,5,0,25,5.0,1,9,0,1.6,0,0,3
"Adimchinobe Echemandu, RB",CLE,3,0,25,8.3,0,19,0,6.3,0,0,1
"Rod Trafford, TE",BUF,3,0,25,8.3,0,10,0,6.3,0,0,2
"Jimmy Kleinsasser, TE",MIN,2,0,24,12.0,0,18,0,24.0,0,0,1
"Dominic Rhodes, RB",IND,2,0,24,12.0,0,20,1,1.5,0,0,1
"Kevin Thomas, CB",BUF,1,0,24,24.0,0,24,1,1.5,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Billy McMullen, WR",PHI,3,0,24,8.0,0,15,0,3.0,0,0,1
"Fred McCrary, RB",ATL,2,0,23,11.5,0,14,0,7.7,0,0,1
"Talman Gardner, WR",NO,1,0,23,23.0,0,23,1,2.1,0,0,1
"James Jackson, RB",CLE/GB,6,0,22,3.7,0,13,0,5.5,0,0,1
"Cliff Russell, WR",CIN,1,0,21,21.0,0,21,1,1.6,0,0,1
"Jonathan Smith, WR",BUF,3,0,21,7.0,0,11,0,2.3,0,0,1
"Garrison Hearst, RB",DEN,2,0,20,10.0,0,15,0,2.9,0,0,1
"Nicolas Luchey, RB",GB,2,0,20,10.0,0,11,0,1.3,0,0,2
"Johnnie Morant, WR",OAK,1,0,20,20.0,0,20,1,5.0,0,0,1
"Chris Fuamatu-Ma'afala, RB",JAX,4,0,19,4.8,0,8,0,2.7,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lorenzo Diamond, TE",ARI,3,0,19,6.3,0,8,0,3.8,0,0,1
"Shaud Williams, RB",BUF,3,0,19,6.3,0,10,0,4.8,0,0,0
"Dan Klecko, FB",NE,3,0,18,6.0,0,11,0,3.0,1,0,1
"Dave Moore, TE",TB,3,0,17,5.7,0,10,0,1.1,0,0,2
"Matt Cushing, TE",PIT,1,0,17,17.0,0,17,0,1.1,0,0,1
"Jamel White, RB",TB/BAL,4,0,17,4.3,0,12,0,2.4,0,0,1
"Jesse Chatman, RB",SD,2,0,17,8.5,0,17,0,1.1,0,0,1
"Dan Campbell, TE",DAL,2,0,16,8.0,0,9,0,5.3,0,0,1
"Troy Hambrick, RB",ARI,4,0,16,4.0,1,9,0,1.6,0,0,1
"Benjamin Watson, TE",NE,2,0,16,8.0,0,14,0,16.0,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Willie Parker, RB",PIT,3,0,16,5.3,0,12,0,2.0,0,0,0
"Larry Croom, RB",ARI,2,0,16,8.0,0,8,0,2.7,0,0,1
"T.J. Duckett, RB",ATL,3,0,15,5.0,0,11,0,1.2,0,0,1
"Jamar Martin, RB",MIA,4,0,15,3.8,0,7,0,1.7,1,0,0
"Eric McCoo, RB",PHI,2,0,15,7.5,0,8,0,15.0,0,0,0
"Thomas Tapeh, RB",PHI,2,0,15,7.5,0,13,0,2.1,0,0,1
"Nate Lawrie, TE",TB,1,0,15,15.0,0,15,0,7.5,0,0,1
"Mike Sellers, FB",WSH,1,0,14,14.0,0,14,0,0.9,0,0,1
"Randal Williams, TE",DAL,1,0,14,14.0,0,14,0,7.0,0,0,1
"Moran Norris, RB",HOU,4,0,13,3.3,0,7,0,1.1,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Tyrone Calico, WR",TEN,2,0,13,6.5,0,9,0,13.0,0,0,1
"Greg Jones, RB",JAX,3,0,13,4.3,0,9,0,0.8,0,0,1
"Greg Comella, RB",TB,1,0,12,12.0,0,12,0,1.7,0,0,1
"Heath Evans, FB",SEA,2,0,12,6.0,0,9,0,0.8,0,0,0
"Leonard Henry, RB",MIA,3,0,12,4.0,0,7,0,1.7,0,0,0
"B.J. Askew, FB",NYJ,2,0,12,6.0,0,11,0,0.8,0,0,1
"Brad Pyatt, WR",IND,2,0,12,6.0,0,7,0,1.5,0,0,0
"Andrae Thurman, WR",GB,2,0,12,6.0,0,9,0,6.0,0,0,0
"Champ Bailey, CB",DEN,1,0,11,11.0,0,11,0,0.7,0,0,0
"John Gilmore, TE",CHI,1,0,11,11.0,0,11,0,0.7,0,0,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Steve Bush, RB",GB/SF,2,0,10,5.0,1,6,0,2.0,0,0,1
"Alex Bannister, WR",SEA,2,0,10,5.0,0,8,0,1.4,0,0,0
"Ian Smart, RB",TB,2,0,10,5.0,0,5,0,2.5,0,0,1
"Rabih Abdullah, RB",NE,1,0,9,9.0,0,9,0,1.0,0,0,0
"Larry Ned, RB",MIN,1,0,9,9.0,0,9,0,0.6,0,0,1
"Chad Mustard, TE",CLE,1,0,9,9.0,0,9,0,1.3,0,0,1
"Kevin Ware, TE",SF,1,0,9,9.0,0,9,0,1.8,0,0,0
"Sean Morey, WR",PIT,1,0,8,8.0,0,8,0,0.5,0,0,1
"David Allen, RB",JAX,2,0,8,4.0,0,5,0,1.6,0,0,0
"Ronald Bellamy, WR",MIA,1,0,8,8.0,0,8,0,4.0,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mike Furrey, WR",STL,1,0,8,8.0,0,8,0,1.0,0,0,1
"Michael Turner, RB",SD,4,0,8,2.0,0,7,0,0.6,1,0,0
"Vick King, RB",MIA,1,0,8,8.0,0,8,0,4.0,0,0,0
"Ron Dayne, RB",NYG,1,0,7,7.0,0,7,0,0.5,0,0,0
"Billy Baber, TE",KC/SD/TB,1,0,7,7.0,0,7,0,7.0,0,0,0
"Joe Burns, RB",BUF,1,0,7,7.0,0,7,0,0.4,0,0,1
"Aaron Moorehead, WR",IND,1,0,7,7.0,0,7,0,1.0,0,0,1
"George Layne, RB",ATL/SD,1,0,6,6.0,0,6,0,3.0,0,0,0
"Stanley Pritchett, RB",ATL,2,0,5,2.5,1,4,0,0.4,0,0,1
"Dedric Ward, WR",DAL,1,0,5,5.0,0,5,0,0.6,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Troy Walters, WR",IND,1,0,5,5.0,0,5,0,1.0,0,0,0
"Rod Smart, RB",CAR,1,0,5,5.0,0,5,0,1.7,0,0,0
"Reggie Newhouse, WR",ARI,1,0,5,5.0,0,5,0,1.7,0,0,0
"Devard Darling, WR",BAL,2,0,5,2.5,0,4,0,1.7,1,0,0
"Jermaine Lewis, WR",JAX,1,0,4,4.0,0,4,0,0.4,0,0,0
"Lamont Hall, TE",NO,1,0,4,4.0,1,4,0,0.3,0,0,1
"Cosey Coleman, OG",TB,1,0,4,4.0,0,4,0,0.3,0,0,0
"Jamel White, RB",TB/BAL,2,0,4,2.0,0,6,0,0.7,0,0,0
"ReShard Lee, RB",DAL,1,0,4,4.0,0,4,0,0.3,0,0,0
"Lousaka Polite, FB",DAL,1,0,4,4.0,0,4,0,4.0,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Doug Easlick, RB",MIA,1,0,4,4.0,0,4,0,1.3,0,0,0
"Mike Vrabel, LB",NE,2,0,3,1.5,2,2,0,0.2,0,0,2
"Mike Cloud, RB",NYG,1,0,3,3.0,0,3,0,0.3,0,0,0
"Jarrod Baxter, RB",HOU,1,0,3,3.0,0,3,0,0.4,0,0,0
"Willie Ponder, WR",NYG,1,0,3,3.0,0,3,0,0.3,0,0,0
"Keenan Howry, WR",MIN,1,0,3,3.0,0,3,0,1.0,0,0,0
"Jeff Robinson, LS",DAL,2,0,2,1.0,2,1,0,0.1,0,0,2
"B.J. Sams, RB",BAL,1,0,2,2.0,0,2,0,0.1,0,0,0
"Aaron Brooks, QB",NO,1,0,1,1.0,0,1,0,0.1,0,0,0
"Jasen Isom, RB",SF,1,0,1,1.0,0,1,0,0.2,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Keith Heinrich, TE",CLE,1,0,1,1.0,0,1,0,0.1,0,0,0
"Billy Volek, QB",TEN,1,0,0,.0,0,0,0,0.0,0,0,0
"Jay Feely, PK",ATL,1,0,-2,-2.0,0,-2,0,-0.1,0,0,0
"Brian Griese, QB",TB,1,0,-4,-4.0,0,-4,0,-0.4,0,0,0
"Josh McCown, QB",ARI,1,0,-5,-5.0,0,-5,0,-0.4,0,0,0
"Byron Leftwich, QB",JAX,1,0,-7,-7.0,0,-7,0,-0.5,0,0,0
