PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Cedrick Wilson, WR",SF,47,0,641,13.6,3,39,6,42.7,0,0,35
"Marty Booker, WR",MIA,50,0,638,12.8,1,45,8,42.5,0,0,30
"Jabar Gaffney, WR",HOU,41,0,632,15.4,2,69,12,39.5,0,0,34
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Anquan Boldin, WR",ARI,56,0,623,11.1,1,31,6,62.3,1,0,32
"Antwaan Randle El, WR",PIT,43,0,601,14.0,3,39,10,37.6,3,0,29
"Domanick Williams, RB",HOU,68,0,588,8.6,1,38,1,39.2,2,0,27
"Jerome Pathon, WR",NO,34,0,581,17.1,1,38,11,38.7,1,0,23
"Tiki Barber, RB",NYG,52,0,578,11.1,2,62,8,36.1,0,0,18
"Peerless Price, WR",ATL,45,0,575,12.8,3,50,8,35.9,0,0,28
"Jeb Putzier, TE",DEN,36,0,572,15.9,2,39,10,35.8,0,0,27
"Brandon Lloyd, WR",SF,43,0,565,13.1,6,52,6,43.5,0,0,26
"Doug Gabriel, WR",OAK,33,0,551,16.7,2,58,8,34.4,0,0,26
"Antonio Bryant, WR",CLE/DAL,42,0,546,13.0,4,55,4,54.6,0,0,25
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bryant Johnson, WR",ARI,49,0,537,11.0,1,40,5,33.6,1,0,29
"Az-Zahir Hakim, WR",DET,31,0,533,17.2,3,39,9,44.4,0,0,24
"Troy Edwards, WR",JAX,50,0,533,10.7,1,36,5,33.3,2,0,25
"Bobby Engram, WR",SEA,36,0,499,13.9,2,60,6,38.4,1,0,25
"Ricky Proehl, WR",CAR,34,0,497,14.6,0,34,10,31.1,0,0,25
"Koren Robinson, WR",SEA,31,0,495,16.0,2,33,10,49.5,0,0,23
"Shaun McDonald, WR",STL,37,0,494,13.4,3,52,9,30.9,1,0,23
"Edgerrin James, RB",IND,51,0,483,9.5,0,56,3,30.2,0,0,20
"Bobby Wade, WR",CHI,42,0,481,11.5,0,40,5,30.1,2,0,23
"Deion Branch, WR",NE,35,0,454,13.0,4,26,6,50.4,0,0,27
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"LaDainian Tomlinson, RB",SD,53,0,441,8.3,1,74,3,29.4,1,0,16
"Ike Hilliard, WR",NYG,49,0,437,8.9,0,43,2,27.3,3,0,22
"Thomas Jones, RB",CHI,56,0,427,7.6,0,45,4,30.5,0,0,16
"Freddie Jones, TE",ARI,45,0,426,9.5,2,40,4,26.6,0,0,16
"Dallas Clark, TE",IND,25,0,423,16.9,5,80,7,28.2,2,0,18
"Travis Taylor, WR",BAL,34,0,421,12.4,0,47,7,38.3,1,0,21
"Kevin Curtis, WR",STL,32,0,421,13.2,2,41,5,28.1,1,0,18
"Joey Galloway, WR",TB,33,0,416,12.6,5,36,7,41.6,0,0,25
"Andre Davis, WR",CLE,16,0,416,26.0,2,99,7,59.4,0,0,14
"Derick Armstrong, WR",HOU,29,0,415,14.3,1,44,7,29.6,0,0,21
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Curtis Conway, WR",SF,38,0,403,10.6,3,37,4,25.2,0,0,23
"Terry Glenn, WR",DAL,24,0,400,16.7,2,48,7,66.7,0,0,16
"Corey Bradford, WR",HOU,27,0,399,14.8,3,47,4,26.6,0,0,20
"Wayne Chrebet, WR",NYJ,31,0,397,12.8,1,35,6,24.8,0,0,20
"Nick Goings, RB",CAR,45,0,394,8.8,1,37,4,24.6,0,0,18
"Onterrio Smith, RB",MIN,36,0,394,10.9,2,63,4,35.8,0,0,22
"Keenan McCardell, WR",SD,31,0,393,12.7,1,31,6,56.1,0,0,19
"Michael Pittman, RB",TB,41,0,391,9.5,3,68,5,30.1,1,0,12
"Darius Watts, WR",DEN,31,0,385,12.4,1,28,3,24.1,1,0,19
"Kelley Washington, WR",CIN,31,0,378,12.2,3,28,4,23.6,0,0,19
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Stephen Alexander, TE",DET,41,0,377,9.2,1,30,2,23.6,0,0,21
"Freddie Mitchell, WR",PHI,22,0,377,17.1,2,60,8,23.6,0,0,18
"L.J. Smith, TE",PHI,34,0,377,11.1,5,31,6,23.6,0,0,21
"Kevin Johnson, WR",BAL,35,0,373,10.7,1,35,6,23.3,1,0,19
"Dez White, WR",ATL,30,0,370,12.3,2,54,4,23.1,0,0,15
"Robert Ferguson, WR",GB,24,0,367,15.3,1,48,8,28.2,0,0,18
"Daniel Graham, TE",NE,30,0,364,12.1,7,48,6,26.0,0,0,20
"Kelly Campbell, WR",MIN,19,0,364,19.2,1,61,7,22.8,0,0,14
"Jerry Rice, WR",OAK/SEA,25,0,362,14.5,3,56,5,32.9,0,0,17
"Boo Williams, TE",NO,33,0,362,11.0,2,22,4,22.6,2,0,18
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bubba Franks, TE",GB,34,0,361,10.6,7,29,3,22.6,0,0,20
"Derrius Thompson, WR",MIA,23,0,359,15.6,4,36,6,22.4,0,0,18
"Jerramy Stevens, TE",SEA,31,0,349,11.3,3,32,5,21.8,0,0,19
"Ken Dilger, TE",TB,39,0,345,8.8,3,45,3,21.6,0,0,15
"Fred Taylor, RB",JAX,36,0,345,9.6,1,64,2,24.6,0,0,17
"Jerald Sowell, FB",NYJ,45,0,342,7.6,1,34,3,21.4,1,0,14
"Joe Jurevicius, WR",TB,27,0,333,12.3,2,42,5,33.3,0,0,15
"Ben Troupe, TE",TEN,33,0,329,10.0,1,33,3,23.5,2,0,13
"Kris Mangum, TE",CAR,34,0,323,9.5,3,26,2,21.5,0,0,17
"Randy Hymes, WR",BAL,26,0,323,12.4,2,57,4,23.1,0,0,17
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Shawn Bryson, RB",DET,44,0,322,7.3,0,30,3,20.1,1,0,12
"Chris Cooley, TE",WSH,37,0,314,8.5,6,31,3,19.6,0,0,23
"Doug Jolley, TE",OAK,27,0,313,11.6,2,34,3,19.6,0,0,14
"Marshall Faulk, RB",STL,50,0,310,6.2,1,25,2,22.1,1,0,12
"Reche Caldwell, WR",SD,18,0,310,17.2,3,58,4,51.7,1,0,8
"Marcus Pollard, TE",IND,29,0,309,10.7,6,31,3,23.8,0,0,17
"Kassim Osgood, WR",SD,15,0,308,20.5,2,65,6,19.3,0,0,13
"Todd Heap, TE",BAL,27,0,303,11.2,3,37,4,50.5,0,0,17
"Warrick Dunn, RB",ATL,29,0,294,10.1,0,59,2,18.4,0,0,9
"Clarence Moore, WR",BAL,24,0,293,12.2,4,52,2,19.5,0,0,18
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Steve Heiden, TE",CLE,28,0,287,10.3,5,30,4,22.1,1,0,14
"Amos Zereoue, RB",OAK,39,0,284,7.3,0,13,0,18.9,0,0,11
"Desmond Clark, TE",CHI,24,0,282,11.8,1,31,4,18.8,1,0,14
"Eddie Berlin, WR",TEN,20,0,278,13.9,1,31,4,17.4,0,0,14
"Larry Johnson, RB",KC,22,0,278,12.6,2,40,3,27.8,0,0,13
"Tony Fisher, RB",GB,38,0,277,7.3,2,25,2,17.3,1,0,13
"Ahman Green, RB",GB,40,0,275,6.9,1,48,3,18.3,1,0,17
"Ernest Wilford, TE",JAX,19,0,271,14.3,2,46,4,18.1,0,0,11
"Reggie Williams, WR",JAX,27,0,268,9.9,1,26,1,16.8,1,0,14
"Chad Lewis, TE",PHI,29,0,267,9.2,3,21,1,17.8,0,0,16
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Antonio Bryant, WR",CLE/DAL,16,0,266,16.6,0,48,5,53.2,1,0,12
"Tai Streets, WR",DET,28,0,260,9.3,1,22,3,20.0,0,0,13
"Quincy Morgan, WR",CLE/DAL,22,0,260,11.8,0,53,2,28.9,0,0,12
"Brian Finneran, WR",ATL,23,0,258,11.2,2,26,3,21.5,1,0,16
"Aaron Shea, TE",CLE,26,0,252,9.7,4,35,2,16.8,0,0,13
"Kevin Faulk, RB",NE,26,0,248,9.5,1,31,2,22.5,1,0,14
"Derrick Blaylock, RB",KC,25,0,246,9.8,1,30,2,20.5,0,0,10
"Antonio Chatman, WR",GB,22,0,246,11.2,1,21,1,15.4,0,0,15
"Curtis Martin, RB",NYJ,41,0,245,6.0,2,22,1,15.3,0,0,12
"Reuben Droughns, RB",DEN,32,0,241,7.5,2,23,1,15.1,0,0,14
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Itula Mili, TE",SEA,23,0,240,10.4,1,20,1,16.0,0,0,14
"William Henderson, FB",GB,34,0,239,7.0,3,38,3,14.9,0,0,15
"Mewelde Moore, RB",MIN,27,0,238,8.8,0,26,4,23.8,0,0,8
"Clinton Portis, RB",WSH,40,0,235,5.9,2,18,0,15.7,0,0,10
"Moe Williams, RB",MIN,21,0,233,11.1,1,28,2,16.6,0,0,10
"J.R. Redmond, RB",OAK,32,0,233,7.3,0,22,1,14.6,0,0,7
"Dante Hall, WR",KC,25,0,230,9.2,0,22,1,14.4,0,0,15
"Deuce McAllister, RB",NO,34,0,228,6.7,0,20,1,16.3,0,0,5
"Alvis Whitted, WR",OAK,9,0,227,25.2,2,57,5,20.6,0,0,8
"Bernard Berrian, WR",CHI,15,0,225,15.0,2,49,3,14.1,0,0,8
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Justin Griffith, FB",ATL,22,0,220,10.0,1,62,2,18.3,0,0,11
"Daniel Wilcox, TE",BAL,25,0,219,8.8,1,20,2,13.7,1,0,12
"Patrick Pass, FB",NE,28,0,215,7.7,0,22,1,15.4,1,0,7
"Reggie Swinton, WR",DET,18,0,213,11.8,1,28,4,16.4,0,0,11
"Kevan Barlow, RB",SF,35,0,212,6.1,0,15,0,14.1,0,0,11
"Richie Anderson, FB",DAL,26,0,207,8.0,0,28,1,17.3,0,0,7
"Charles Lee, WR",TB,15,0,207,13.8,0,35,3,29.6,1,0,10
"Michael Bennett, RB",MIN,21,0,207,9.9,1,38,2,18.8,0,0,6
"Bryan Gilmore, WR",MIA,15,0,206,13.7,1,37,3,12.9,0,0,10
"James Thrash, WR",WSH,17,0,203,11.9,0,31,2,12.7,0,0,10
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mark Campbell, TE",BUF,17,0,203,11.9,5,27,2,16.9,1,0,11
"Mike Alstott, FB",TB,29,0,202,7.0,0,20,1,14.4,1,0,11
"Matt Schobel, TE",CIN,21,0,201,9.6,4,76,1,12.6,1,0,10
"Tim Brown, WR",TB,24,0,200,8.3,1,21,1,13.3,2,0,8
"Dwayne Carswell, OG",DEN,22,0,198,9.0,1,20,1,13.2,0,0,10
"Karl Williams, WR",ARI,18,0,197,10.9,0,33,3,13.1,0,0,10
"Christian Fauria, TE",NE,16,0,195,12.2,2,25,3,12.2,0,0,9
"Erron Kinney, TE",TEN,25,0,193,7.7,3,21,1,21.4,0,0,14
"Josh Scobey, RB",ARI,18,0,191,10.6,0,42,3,15.9,0,0,8
"Steven Jackson, RB",STL,19,0,189,9.9,0,28,4,13.5,0,0,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Priest Holmes, RB",KC,19,0,187,9.8,1,52,3,23.4,0,0,7
"Troy Brown, WR",NE,17,0,184,10.8,1,22,2,15.3,0,0,11
"Chester Taylor, RB",BAL,30,0,184,6.1,0,23,1,11.5,0,0,10
"Dane Looker, WR",STL,13,0,183,14.1,0,29,1,13.1,1,0,7
"Greg Lewis, WR",PHI,17,0,183,10.8,0,25,3,11.4,0,0,10
"Tim Carter, WR",NYG,12,0,182,15.2,1,38,3,36.4,0,0,10
"Chris Baker, TE",NYJ,18,0,182,10.1,4,23,1,11.4,1,0,12
"Kevin Jones, RB",DET,28,0,180,6.4,1,34,2,12.0,0,0,8
"Billy Miller, TE",HOU,17,0,178,10.5,1,27,2,11.1,1,0,11
"Taylor Jacobs, WR",WSH,16,0,178,11.1,0,45,2,11.9,0,0,9
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lee Suggs, RB",CLE,20,0,178,8.9,1,59,1,17.8,0,0,6
"Chris Horn, WR",KC,15,0,178,11.9,1,30,1,12.7,0,0,10
"Courtney Anderson, TE",OAK,13,0,175,13.5,1,28,4,19.4,0,0,6
"Aaron Stecker, RB",NO,29,0,174,6.0,0,26,1,10.9,0,0,8
"Brandon Manumaleuna, TE",STL,15,0,174,11.6,1,48,4,10.9,0,0,7
"Bethel Johnson, WR",NE,10,0,174,17.4,1,48,3,13.4,0,0,8
"Jonathan Carter, WR",NYJ,10,0,173,17.3,1,46,2,13.3,0,0,7
"Obafemi Ayanbadejo, RB",ARI,19,0,171,9.0,1,21,1,10.7,1,0,9
"Kenny Watson, RB",CIN,25,0,171,6.8,1,21,1,10.7,0,0,8
"Shaun Alexander, RB",SEA,23,0,170,7.4,4,24,1,10.6,0,0,9
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Antowain Smith, RB",TEN,22,0,169,7.7,0,31,1,13.0,0,0,7
"Willis McGahee, RB",BUF,22,0,169,7.7,0,16,0,10.6,1,0,8
"Frisman Jackson, WR",CLE,13,0,168,12.9,0,24,3,16.8,0,0,8
"Troy Fleming, RB",TEN,19,0,164,8.6,2,37,2,10.3,0,0,8
"Patrick Crayton, WR",DAL,12,0,162,13.5,1,39,2,20.3,0,0,7
"Brad Hoover, FB",CAR,21,0,161,7.7,2,34,1,11.5,0,0,7
"Rashaun Woods, WR",SF,7,0,160,22.9,1,59,2,11.4,0,0,6
"Todd Yoder, TE",JAX,14,0,157,11.2,0,56,2,9.8,0,0,6
"Bill Schroeder, WR",TB,7,0,156,22.3,1,54,3,22.3,0,0,6
"Justin Gage, WR",CHI,12,0,156,13.0,0,32,3,9.8,0,0,7
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"David Tyree, WR",NYG,10,0,155,15.5,1,49,2,9.7,0,0,7
"Maurice Hicks, RB",SF,16,0,154,9.6,0,19,0,17.1,0,0,9
"Josh Reed, WR",BUF,16,0,153,9.6,0,20,1,12.8,0,0,8
"Terry Jones, TE",BAL,20,0,152,7.6,1,19,0,10.1,0,0,7
"LaBrandon Toefield, RB",JAX,28,0,151,5.4,1,16,0,10.8,1,0,13
"Sam Aiken, WR",BUF,11,0,148,13.5,0,54,2,9.3,0,0,6
"Chris Brown, RB",TEN,20,0,147,7.4,0,21,1,13.4,0,0,6
"Jamaar Taylor, WR",NYG,6,0,146,24.3,0,52,2,18.3,0,0,4
"Quincy Morgan, WR",CLE/DAL,9,0,144,16.0,3,46,2,24.0,1,0,7
"Arnaz Battle, WR",SF,8,0,143,17.9,0,65,3,10.2,0,0,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Verron Haynes, FB",PIT,18,0,142,7.9,2,26,2,10.9,0,0,8
"Terry Jackson, RB",SF,21,0,139,6.6,0,22,1,8.7,1,0,5
"Lee Mays, WR",PIT,9,0,137,15.2,0,46,2,8.6,0,0,6
"Samie Parker, WR",KC,9,0,137,15.2,1,48,2,34.3,0,0,7
"Anthony Thomas, RB",CHI,17,0,132,7.8,0,30,1,11.0,0,0,5
"Teyo Johnson, TE",OAK,9,0,131,14.6,2,25,2,16.4,0,0,7
"Peter Warrick, WR",CIN,11,0,127,11.5,0,30,2,31.8,0,0,6
"Shad Meier, TE",TEN,25,0,127,5.1,2,29,1,9.1,1,0,6
"Michael L. Lewis, WR",NO,8,0,127,15.9,0,30,3,9.1,0,0,7
"Kyle Johnson, RB",DEN,9,0,126,14.0,2,31,2,9.0,0,0,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Sammy Morris, RB",MIA,22,0,124,5.6,0,24,1,9.5,0,0,5
"Mike Seidman, TE",CAR,13,0,123,9.5,2,27,1,7.7,0,0,8
"Reno Mahe, RB",PHI,14,0,123,8.8,0,30,2,11.2,0,0,2
"Jason Dunn, TE",KC,17,0,120,7.1,3,17,0,7.5,0,0,8
"Michael Jenkins, WR",ATL,7,0,119,17.0,0,46,3,7.4,0,0,4
"Tony Richardson, FB",KC,19,0,118,6.2,0,22,1,7.4,0,0,4
"Jerheme Urban, WR",SEA,6,0,117,19.5,1,33,2,16.7,1,0,4
"Jamal Lewis, RB",BAL,10,0,116,11.6,0,46,1,9.7,0,0,5
"Aaron Walker, TE",SF,10,0,115,11.5,0,30,2,7.2,0,0,4
"Daimon Shelton, FB",BUF,17,0,114,6.7,0,24,1,7.1,0,0,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jim Finn, FB",NYG,15,0,112,7.5,0,15,0,7.0,0,0,5
"LaMont Jordan, RB",NYJ,15,0,112,7.5,0,25,2,7.0,0,0,7
"Ryan Hannam, TE",SEA,8,0,110,13.8,0,36,1,6.9,0,0,6
"Donald Lee, TE",MIA,13,0,110,8.5,1,15,0,6.9,2,0,6
"Julius Jones, RB",DAL,17,0,109,6.4,0,37,1,13.6,0,0,6
"Ladell Betts, RB",WSH,15,0,108,7.2,0,20,1,6.8,0,0,4
"Emmitt Smith, RB",ARI,15,0,105,7.0,0,18,0,7.0,0,0,3
"Kyle Brady, TE",JAX,14,0,103,7.4,1,21,1,9.4,0,0,6
"Corey Dillon, RB",NE,15,0,103,6.9,1,20,1,6.9,1,0,3
"Casey Fitzsimmons, TE",DET,10,0,103,10.3,0,27,1,6.4,0,0,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Ernie Conwell, TE",NO,10,0,102,10.2,1,28,1,6.4,0,0,4
"Anthony Becht, TE",NYJ,13,0,100,7.7,1,19,0,6.3,0,0,8
"Mack Strong, FB",SEA,21,0,99,4.7,0,13,0,6.2,0,0,8
"Will Heller, TE",TB,12,0,98,8.2,1,22,1,0.0,1,0,5
"Tim Euhus, TE",BUF,11,0,98,8.9,2,17,0,8.2,0,0,5
"Darnell Dinkins, TE",BAL,9,0,94,10.4,1,18,0,9.4,0,0,5
"Jed Weaver, TE",NE,8,0,93,11.6,0,25,1,9.3,0,0,6
"Dorsey Levens, RB",PHI,9,0,92,10.2,0,23,1,6.1,0,0,5
"Cory Schlesinger, RB",DET,10,0,91,9.1,3,30,2,7.0,0,0,7
"Jerame Tuman, TE",PIT,9,0,89,9.9,3,26,2,5.6,0,0,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"David Martin, TE",GB,5,0,88,17.6,0,35,2,9.8,0,0,3
"Zack Crockett, RB",OAK,16,0,87,5.4,0,11,0,5.4,0,0,4
"Brian Jones, TE",JAX,6,0,87,14.5,1,26,1,5.4,0,0,5
"Reggie Kelly, TE",CIN,15,0,85,5.7,0,14,0,5.3,0,0,5
"Rudi Johnson, RB",CIN,15,0,84,5.6,0,30,1,5.3,0,0,2
"William Green, RB",CLE,14,0,84,6.0,0,17,0,5.6,0,0,3
"Justin Peelle, TE",SD,10,0,84,8.4,2,17,0,5.3,1,0,3
"Terrance Copper, WR",DAL,7,0,84,12.0,1,22,1,8.4,0,0,5
"Eddie George, RB",DAL,9,0,83,9.2,0,28,1,6.4,1,0,1
"Jay Riemersma, TE",PIT,7,0,82,11.7,2,26,1,7.5,0,0,6
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Cortez Hankton, WR",JAX,9,0,81,9.0,2,14,0,6.8,0,0,5
"Ryan Krause, TE",SD,5,0,81,16.2,1,29,1,40.5,0,0,5
"John Stone, WR",OAK,3,0,80,26.7,0,55,1,20.0,0,0,2
"Tatum Bell, RB",DEN,5,0,80,16.0,0,58,1,5.7,1,0,1
"Jonathan Wells, RB",HOU,11,0,79,7.2,2,28,1,4.9,0,0,4
"Tyrone Wheatley, RB",OAK,15,0,78,5.2,0,20,1,9.8,0,0,3
"Sean Berton, TE",MIN,9,0,78,8.7,0,14,0,5.6,0,0,2
"DeShaun Foster, RB",CAR,9,0,76,8.4,0,42,1,19.0,0,0,4
"Dan Kreider, FB",PIT,10,0,75,7.5,1,13,0,4.7,0,0,3
"Travis Minor, RB",MIA,13,0,75,5.8,0,20,1,6.8,0,0,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Josh Parry, FB",PHI,9,0,75,8.3,0,22,1,5.8,0,0,4
"Lamar Gordon, RB",MIA,13,0,74,5.7,0,20,1,24.7,0,0,2
"Dustin Lyman, TE",CHI,11,0,73,6.6,1,13,0,4.6,0,0,3
"Nate Jackson, WR",DEN,8,0,73,9.1,0,20,1,6.1,0,0,3
"Artose Pinner, RB",DET,11,0,72,6.5,0,26,1,8.0,0,0,1
"Darnerien McCants, WR",WSH,5,0,71,14.2,0,27,1,14.2,0,0,4
"Joey Goodspeed, RB",STL,11,0,71,6.5,0,13,0,4.4,1,0,2
"Robert Royal, TE",WSH,8,0,70,8.8,4,23,1,5.0,0,0,6
"Nate Poole, WR",ARI,5,0,70,14.0,0,24,1,7.8,0,0,2
"Jason McKie, FB",CHI,13,0,70,5.4,2,15,0,4.7,0,0,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
