PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jameel Cook, FB",HOU,8,8,40,5.0,0,9,0,2.5,0,18,2
"Taylor Jacobs, WR",DEN/SF,3,9,40,13.3,1,21,1,10.0,0,2,2
"Christian Fauria, TE",CAR,5,6,39,7.8,2,16,0,2.6,0,8,5
"Jeb Putzier, TE",HOU,6,10,39,6.5,1,11,0,4.9,0,12,2
"Anthony Mix, WR",NYG/WSH,3,5,39,13.0,0,21,1,9.8,0,18,2
"Dane Looker, WR",STL,6,14,38,6.3,0,10,0,2.9,0,17,3
"Moran Norris, RB",SF,6,11,38,6.3,0,13,0,2.4,0,28,2
"Chris Davis, WR",TEN,5,9,38,7.6,0,13,0,3.2,1,24,1
"Courtney Taylor, WR",SEA,5,6,38,7.6,0,12,0,4.8,0,14,2
"Gilbert Harris, FB",KC,3,4,38,12.7,0,19,0,9.5,0,43,1
"Joshua Cribbs, WR",CLE,3,5,37,12.3,0,18,0,2.3,1,30,3
"Joe Klopfenstein, TE",STL,2,3,37,18.5,1,36,1,2.3,0,24,1
"Ovie Mughelli, FB",ATL,6,10,36,6.0,0,12,0,2.3,0,25,1
"Yamon Figurs, WR",BAL,1,3,36,36.0,0,36,1,2.6,0,3,1
"Sammy Morris, RB",NE,6,8,35,5.8,0,18,0,5.8,0,30,1
"David Tyree, WR",NYG,4,5,35,8.8,0,24,1,2.9,0,25,2
"Brian Calhoun, RB",DET,5,5,35,7.0,0,11,0,8.8,0,28,1
"Ryne Robinson, WR",CAR,4,8,35,8.8,0,12,0,2.2,0,16,2
"Nate Jackson, WR",DEN,3,4,34,11.3,1,24,1,6.8,0,8,2
"Matt Spaeth, TE",PIT,5,6,34,6.8,3,13,0,2.4,0,13,4
"Jason McKie, FB",CHI,9,15,33,3.7,0,10,0,2.1,0,45,2
"Skyler Green, WR",CIN,3,4,33,11.0,0,18,0,4.7,0,30,1
"Jeremi Johnson, FB",CIN,6,7,32,5.3,1,14,0,2.0,0,29,3
"Darren Sproles, RB",SD,10,12,31,3.1,0,14,0,2.1,0,65,3
"Luke Lawton, FB",IND,4,4,29,7.3,1,11,0,2.6,0,35,2
"Michael Matthews, TE",NYG,6,13,28,4.7,0,6,0,1.8,0,16,0
"Dante Hall, WR",STL,5,12,27,5.4,0,12,0,3.9,0,19,2
"Mike Anderson, RB",BAL,4,4,26,6.5,0,10,0,3.3,0,30,1
"Garrett Mills, TE",MIN,2,3,26,13.0,0,18,0,26.0,0,11,2
"Marcel Shipp, RB",ARI,4,15,25,6.3,0,9,0,1.6,0,27,0
"Lorenzo Neal, FB",SD,8,11,23,2.9,1,9,0,1.8,1,24,1
"Kassim Osgood, WR",SD,2,3,23,11.5,0,15,0,1.4,0,3,1
"Brian Clark, WR",DEN/TB,4,5,23,5.8,0,7,0,5.8,1,9,0
"Anthony Becht, TE",TB,5,7,20,4.0,2,9,0,1.3,0,9,2
"Patrick Cobbs, RB",MIA,2,5,20,10.0,0,11,0,1.4,0,19,0
"Jerome Harrison, RB",CLE,2,2,19,9.5,0,15,0,2.4,0,28,1
"DeDe Dorsey, RB",CIN,4,6,19,4.8,0,17,0,1.6,0,30,1
"Derek Schouman, TE",BUF,3,3,19,6.3,0,10,0,6.3,0,17,1
"Chris McFoy, WR",OAK,1,2,19,19.0,0,19,0,6.3,0,17,1
"Daniel Wilcox, TE",BAL,6,11,18,3.0,1,7,0,3.6,0,1,1
"Tony Curtis, TE",DAL,3,3,18,6.0,3,15,0,1.1,0,0,3
"Joe Kowalewski, TE",NYJ,5,9,18,3.6,1,6,0,1.4,0,8,1
"Priest Holmes, RB",KC,5,10,17,3.4,0,8,0,4.3,0,39,0
"Cadillac Williams, RB",TB,3,5,17,5.7,0,8,0,4.3,1,16,0
"Dwayne Wright, FB",BUF,3,3,17,5.7,0,8,0,1.1,1,18,1
"Michael Turner, RB",SD,4,7,16,4.0,0,12,0,1.0,0,27,1
"Justin Green, RB",BAL,2,2,16,8.0,0,10,0,1.1,0,15,1
"Kenneth Darby, RB",TB,2,3,16,8.0,0,9,0,16.0,0,15,0
"Dan Kreider, FB",PIT,1,3,15,15.0,0,15,0,1.5,0,5,1
"Deuce McAllister, RB",NO,4,5,15,3.8,0,7,0,5.0,0,15,0
"Jerome Mathis, WR",HOU,1,1,15,15.0,0,15,0,5.0,0,4,1
"Antonio Pittman, RB",STL,3,9,15,5.0,0,11,0,1.4,0,22,0
"Clifton Dawson, RB",CIN/IND,2,8,15,7.5,0,9,0,1.4,0,14,1
"Ryan Neufeld, FB",BUF,2,2,14,7.0,0,8,0,1.6,0,10,0
"John Gilmore, TE",CHI,3,7,14,4.7,0,7,0,0.9,0,9,1
"Brandon Lloyd, WR",WSH,2,11,14,7.0,0,9,0,1.8,0,15,0
"Boomer Grigsby, FB",KC,2,3,14,7.0,0,9,0,1.1,0,11,0
"Alex Haynes, RB",CAR,3,3,14,4.7,0,6,0,1.4,0,11,2
"Aaron Walker, TE",STL,2,3,13,6.5,0,8,0,1.9,0,8,1
"Chris Barclay, RB",CLE/TEN/NO,2,2,13,6.5,0,7,0,3.3,0,15,0
"Shaun Bodiford, WR",GB/WSH,1,1,13,13.0,0,13,0,2.2,0,4,1
"Verron Haynes, FB",PIT,1,2,12,12.0,0,12,0,12.0,0,11,1
"Ahmad Bradshaw, RB",NYG,2,5,12,6.0,0,11,0,1.0,0,8,1
"Reno Mahe, RB",PHI,1,1,11,11.0,0,11,0,0.7,0,9,1
"Ryan Krause, TE",GB,2,2,11,5.5,0,6,0,1.2,0,5,0
"Adimchinobe Echemandu, RB",OAK/HOU,2,2,11,5.5,0,7,0,1.6,0,13,0
"Matt Willis, WR",BAL,1,1,11,11.0,0,11,0,2.2,0,0,1
"Drew Brees, QB",NO,2,2,10,5.0,0,8,0,0.6,0,21,0
"Sam Aiken, WR",BUF,1,2,10,10.0,0,10,0,0.8,0,2,1
"Jon Bradley, FB",DET,2,4,10,5.0,0,8,0,0.7,0,7,0
"Jason Dunn, TE",KC,2,3,9,4.5,0,8,0,0.6,0,7,0
"Jon Kitna, QB",DET,1,1,9,9.0,0,9,0,0.6,0,15,0
"Jerame Tuman, TE",PIT,1,2,9,9.0,1,9,0,1.5,0,0,1
"John Owens, TE",DET/NO,1,2,9,9.0,0,9,0,1.3,0,4,0
"Richard Owens, TE",STL,1,2,9,9.0,0,9,0,0.6,0,7,1
"David Thomas, TE",NE,1,1,9,9.0,0,9,0,4.5,0,2,1
"Darnell Dinkins, TE",CLE,1,1,8,8.0,0,8,0,0.5,0,3,0
"Tab Perry, WR",CIN,1,5,7,7.0,0,7,0,3.5,0,1,1
"Madison Hedgecock, FB",STL/NYG,1,1,7,7.0,0,7,0,7.0,0,7,0
"Aaron Halterman, TE",MIA,1,3,7,7.0,0,7,0,0.8,0,3,1
"John Kuhn, RB",GB,2,3,7,3.5,0,5,0,0.4,0,2,2
"Jason Pociask, TE",NYJ,1,1,7,7.0,0,7,0,1.8,0,4,0
"Mike Bell, RB",DEN,1,1,7,7.0,0,7,0,1.4,0,4,0
"Naufahu Tahi, FB",MIN,1,1,7,7.0,0,7,0,0.7,0,6,0
"Kyle Eckel, FB",NE,1,1,6,6.0,0,6,0,0.5,0,1,0
"Jason Hill, WR",SF,1,2,6,6.0,0,6,0,1.2,0,0,0
"Biren Ealy, WR",TEN,1,3,6,6.0,0,6,0,1.5,0,4,0
"Brian Kozlowski, TE",WSH,1,1,5,5.0,0,5,0,1.7,0,3,0
"Andrew Pinnock, RB",SD,1,4,5,5.0,0,5,0,0.5,0,9,0
"Marcus Maxwell, WR",CIN,1,2,5,5.0,0,5,0,1.0,0,0,1
"Domenik Hixon, WR",DEN/NYG,1,1,5,5.0,0,5,0,0.4,0,0,0
"Isaac Smolko, TE",JAX,1,2,5,5.0,0,5,0,0.8,0,5,0
"Reagan Maui'a, FB",MIA,2,3,5,2.5,0,5,0,0.3,1,5,0
"Travis Taylor, WR",OAK/STL/CAR,1,3,4,4.0,0,4,0,4.0,0,4,0
"Joey Harrington, QB",ATL,1,1,4,4.0,0,4,0,0.3,0,9,0
"John Owens, TE",DET/NO,1,1,4,4.0,0,4,0,0.5,0,3,0
"LaBrandon Toefield, RB",JAX,1,1,4,4.0,0,4,0,2.0,0,1,0
"Lee Vickers, TE",PHI/BAL,2,5,4,2.0,0,5,0,0.4,0,5,0
"Jackie Battle, RB",KC,1,5,4,4.0,0,4,0,1.3,0,6,0
"Mike Vrabel, LB",NE,2,3,3,1.5,2,2,0,0.2,0,0,2
"Jared Allen, DE",KC,2,2,3,1.5,2,2,0,0.2,0,0,2
"Kevin Everett, TE",BUF,1,1,3,3.0,0,3,0,3.0,0,0,0
"Chris Davis, WR",NYJ,1,1,3,3.0,0,3,0,1.5,0,7,0
"Byron Storer, FB",TB,2,3,3,1.5,0,2,0,0.3,0,3,0
"John St. Clair, OT",CHI,1,1,2,2.0,1,2,0,0.1,0,0,1
"Oliver Hoyte, RB",DAL,1,4,2,2.0,0,2,0,0.2,0,1,1
"Dan Campbell, TE",DET,1,1,1,1.0,0,1,0,0.5,0,0,0
"Alvin Pearman, RB",SEA,1,1,1,1.0,0,1,0,0.3,0,3,0
"Oren O'Neal, FB",OAK,1,1,1,1.0,0,1,0,0.1,0,3,0
"Nick Mangold, C",NYJ,1,1,-3,-3.0,0,-3,0,-0.2,0,0,0
"Logan Mankins, OG",NE,1,1,-9,-9.0,0,-9,0,-0.6,0,0,0
