PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremy Shockey, TE",NYG,57,93,619,10.9,3,29,8,44.2,0,251,33
"Dallas Clark, TE",IND,58,101,616,10.6,11,39,5,41.1,0,208,37
"Joe Jurevicius, WR",CLE,50,81,614,12.3,3,50,7,38.4,0,222,34
"Dennis Northcutt, WR",JAX,44,73,601,13.7,4,55,9,40.1,0,124,30
"Arnaz Battle, WR",SF,50,103,600,12.0,5,57,6,37.5,2,149,27
"Andre Davis, WR",HOU,33,63,583,17.7,3,53,10,41.6,1,101,19
"Josh Reed, WR",BUF,51,89,578,11.3,0,30,8,38.5,0,207,33
"Anthony Gonzalez, WR",IND,37,51,576,15.6,3,57,11,44.3,0,167,27
"Donald Lee, TE",GB,48,63,575,12.0,6,60,7,38.3,1,274,29
"Muhsin Muhammad, WR",CHI,40,83,570,14.3,3,44,8,35.6,0,182,28
"Heath Miller, TE",PIT,47,61,566,12.0,7,29,9,35.4,0,227,32
"Marty Booker, WR",MIA,50,105,556,11.1,1,26,5,37.1,0,129,28
"Chris Chambers, WR",MIA/SD,35,63,555,15.9,4,44,10,55.5,1,77,26
"Tony Scheffler, TE",DEN,49,65,549,11.2,5,41,5,34.3,1,216,29
"Desmond Clark, TE",CHI,44,67,545,12.4,4,52,9,34.1,1,241,24
"Michael Jenkins, WR",ATL,53,85,532,10.0,4,29,4,35.5,0,199,31
"Mark Clayton, WR",BAL,48,88,531,11.1,0,52,4,33.2,0,131,30
"Bryant Johnson, WR",ARI,46,88,528,11.5,2,30,2,33.0,0,93,33
"Ernest Wilford, TE",JAX,45,74,518,11.5,3,35,5,32.4,0,101,35
"Drew Carter, WR",CAR,38,74,517,13.6,4,49,7,32.3,0,124,28
"Vernon Davis, TE",SF,52,86,509,9.8,4,31,5,36.4,1,154,30
"Darrell Jackson, WR",SF,46,104,497,10.8,3,34,6,33.1,1,75,33
"LaDainian Tomlinson, RB",SD,60,86,475,7.9,3,36,6,29.7,0,552,21
"Nate Washington, WR",PIT,29,55,450,15.5,5,40,8,28.1,0,78,21
"Jabar Gaffney, WR",NE,36,50,449,12.5,5,56,6,28.1,0,121,21
"Alge Crumpler, TE",ATL,42,71,444,10.6,5,55,5,31.7,0,272,22
"Zach Miller, TE",OAK,44,68,444,10.1,3,28,2,27.8,1,145,24
"Laurent Robinson, WR",ATL,37,76,437,11.8,1,74,5,29.1,1,128,14
"Frank Gore, RB",SF,53,69,436,8.2,1,23,6,29.1,1,411,20
"Randy McMichael, TE",STL,39,66,429,11.0,3,29,4,26.8,0,169,28
"Bo Scaife, TE",TEN,46,78,421,9.2,1,26,3,26.3,2,169,27
"Adrian Peterson, RB",CHI,51,64,420,8.2,0,30,3,26.3,1,447,15
"Ted Ginn, WR",MIA,34,71,420,12.4,2,54,5,26.3,0,171,18
"Reggie Bush, RB",NO,73,99,417,5.7,2,25,1,34.8,0,401,24
"Chris Chambers, WR",MIA/SD,31,66,415,13.4,0,28,6,69.2,0,82,20
"Chris Baker, TE",NYJ,41,61,409,10.0,3,22,1,27.3,1,159,29
"Devery Henderson, WR",NO,20,43,409,20.5,3,54,8,25.6,0,86,16
"Maurice Jones-Drew, RB",JAX,40,56,407,10.2,0,43,4,27.1,1,389,22
"Jeff King, TE",CAR,46,81,406,8.8,2,29,3,25.4,2,139,25
"Sidney Rice, WR",MIN,31,53,396,12.8,4,60,3,30.5,0,83,25
"Robert Ferguson, WR",MIN,32,62,391,12.2,1,71,5,26.1,0,114,19
"Marcedes Lewis, TE",JAX,37,57,391,10.6,2,25,4,24.4,0,118,22
"Greg Olsen, TE",CHI,39,66,391,10.0,2,31,6,27.9,0,158,19
"Clinton Portis, RB",WSH,47,60,389,8.3,0,54,4,24.3,0,456,19
"Benjamin Watson, TE",NE,36,49,389,10.8,6,35,7,32.4,1,114,21
"Ronnie Brown, RB",MIA,39,46,389,10.0,1,43,5,55.6,0,384,18
"Alex Smith, TE",TB,32,53,385,12.0,3,33,7,27.5,0,155,20
"D.J. Hackett, WR",SEA,32,47,384,12.0,3,59,2,64.0,0,147,16
"Kevin Faulk, RB",NE,47,61,383,8.1,1,23,1,23.9,1,340,20
"Eric Johnson, TE",NO,48,64,378,7.9,2,22,2,27.0,1,138,19
"Drew Bennett, WR",STL,33,73,375,11.4,3,24,2,26.8,1,106,24
"Kenny Watson, RB",CIN,52,68,374,7.2,0,43,2,23.4,1,465,12
"Derek Hagan, WR",MIA,29,59,373,12.9,2,22,7,23.3,0,62,21
"Ben Utecht, TE",IND,31,37,364,11.7,1,30,5,26.0,2,164,20
"Joseph Addai, RB",IND,41,49,364,8.9,3,73,1,24.3,0,351,15
"Roscoe Parrish, WR",BUF,35,58,352,10.1,1,47,2,22.0,0,128,19
"Chris Henry, WR",CIN,21,38,343,16.3,2,52,4,42.9,0,46,14
"Eric Moulds, WR",TEN,32,52,342,10.7,0,46,3,21.4,0,110,21
"Keary Colbert, WR",CAR,32,70,332,10.4,0,43,2,27.7,1,107,16
"Jerheme Urban, WR",ARI,22,38,329,15.0,2,42,7,32.9,0,77,16
"Billy Miller, TE",NO,27,40,328,12.1,2,57,4,20.5,0,191,20
"Devard Darling, WR",BAL,18,39,326,18.1,3,53,4,20.4,0,86,16
"Brad Smith, WR",NYJ,32,66,325,10.2,2,29,3,20.3,0,128,15
"Earnest Graham, RB",TB,49,70,324,6.6,0,21,1,21.6,1,291,13
"Visanthe Shiancoe, TE",MIN,27,43,323,12.0,1,79,3,20.2,1,114,11
"Matt Jones, WR",JAX,24,49,317,13.2,4,48,3,26.4,0,82,15
"Sam Hurd, WR",DAL,19,37,314,16.5,1,51,5,19.6,0,102,17
"Leonard Weaver, FB",SEA,39,52,313,8.0,0,46,2,19.6,0,342,15
"Jeff Webb, WR",KC,28,58,313,11.2,1,32,4,19.6,1,72,13
"David Martin, TE",MIA,34,51,303,8.9,2,28,2,20.2,0,95,16
"Lance Moore, WR",NO,32,50,302,9.4,2,22,2,18.9,0,63,22
"Michael Clayton, WR",TB,22,39,301,13.7,0,39,5,21.5,1,121,14
"Devin Hester, WR",CHI,20,38,299,15.0,2,81,3,18.7,0,136,11
"Samie Parker, WR",KC,24,40,298,12.4,2,24,4,19.9,1,112,15
"Demetrius Williams, WR",BAL,20,47,290,14.5,0,34,3,32.2,0,36,16
"Javon Walker, WR",DEN,26,50,287,11.0,0,24,4,35.9,0,116,10
"Marion Barber, RB",DAL,44,54,282,6.4,2,29,2,17.6,2,268,16
"Chester Taylor, RB",MIN,29,43,281,9.7,0,50,1,20.1,0,272,12
"Jerious Norwood, RB",ATL,28,39,277,9.9,0,46,3,18.5,0,308,12
"Marcus Pollard, TE",SEA,28,35,273,9.8,2,22,2,19.5,0,130,15
"Steven Jackson, RB",STL,38,52,271,7.1,1,37,3,22.6,2,305,12
"Adrian Peterson, RB",MIN,19,29,268,14.1,1,60,3,19.1,0,285,13
"Jason Avant, WR",PHI,23,33,267,11.6,2,31,3,17.8,0,57,15
"Greg Lewis, WR",PHI,13,23,265,20.4,3,50,5,17.7,0,64,11
"Keenan McCardell, WR",WSH,22,32,256,11.6,1,32,3,25.6,0,52,16
"Sean McHugh, TE",DET,17,28,252,14.8,0,46,5,16.8,0,142,13
"Jamal Lewis, RB",CLE,30,39,248,8.3,2,34,2,16.5,0,239,9
"Robert Royal, TE",BUF,25,40,248,9.9,3,28,2,15.5,2,155,10
"Brandon Jones, WR",TEN,21,34,248,11.8,2,35,3,27.6,1,61,11
"Marvin Harrison, WR",IND,20,32,247,12.4,1,42,3,49.4,0,33,12
"LaMont Jordan, RB",OAK,28,34,247,8.8,0,27,2,20.6,0,273,11
"Daniel Graham, TE",DEN,24,33,246,10.3,2,28,3,16.4,0,103,12
"Quinn Sypniewski, TE",BAL,34,52,246,7.2,1,13,0,16.4,1,104,15
"Joe Horn, WR",ATL,27,50,243,9.0,1,26,3,20.3,0,56,17
"Ruvell Martin, WR",GB,16,29,242,15.1,4,36,3,16.1,1,57,15
"Koren Robinson, WR",GB,21,34,241,11.5,1,43,3,26.8,0,121,11
"J.J. Arrington, RB",ARI,29,39,241,8.3,1,32,2,15.1,0,287,9
"Troy Williamson, WR",MIN,18,37,240,13.3,1,60,2,21.8,0,47,9
"Todd Heap, TE",BAL,23,35,239,10.4,1,37,2,39.8,0,76,14
"Warrick Dunn, RB",ATL,37,59,238,6.4,0,35,2,14.9,0,256,5
"Leonard Pope, TE",ARI,23,34,238,10.3,5,31,4,18.3,1,74,12
"Lorenzo Booker, RB",MIA,28,36,237,8.5,0,22,2,33.9,0,224,13
"L.J. Smith, TE",PHI,22,43,236,10.7,1,26,3,23.6,1,71,12
"Jason Wright, RB",CLE,24,37,233,9.7,0,23,2,14.6,0,196,14
"Justin McCareins, WR",NYJ,19,46,232,12.2,0,51,2,14.5,0,35,13
"Willis McGahee, RB",BAL,43,48,231,5.4,1,30,1,15.4,0,315,10
"Selvin Young, RB",DEN,35,43,231,6.6,0,24,2,15.4,1,268,11
"Justin Peelle, TE",MIA,29,47,228,7.9,2,35,2,14.3,0,154,12
"Sinorice Moss, WR",NYG,21,36,225,10.7,0,20,1,17.3,1,66,11
"Thomas Jones, RB",NYJ,28,34,217,7.8,1,25,2,13.6,0,233,8
"Michael Gaines, TE",BUF,25,35,215,8.6,2,20,1,14.3,0,171,13
"Maurice Morris, RB",SEA,23,32,213,9.3,1,34,2,15.2,0,170,8
"Leon Washington, RB",NYJ,36,51,213,5.9,0,18,0,13.3,0,226,15
"Reggie Kelly, TE",CIN,20,27,211,10.6,0,26,5,14.1,0,49,7
"Aaron Stecker, RB",NO,36,42,211,5.9,0,26,1,13.2,0,229,11
"Cedrick Wilson, WR",PIT,18,30,207,11.5,1,18,0,12.9,0,45,13
"Edgerrin James, RB",ARI,24,38,204,8.5,0,26,1,12.8,1,202,9
"Julius Jones, RB",DAL,23,26,203,8.8,0,24,2,12.7,0,219,10
"Vernand Morency, RB",GB,30,39,199,6.6,0,18,0,15.3,1,228,9
"Kevin Jones, RB",DET,32,44,197,6.2,0,16,0,15.2,0,209,6
"Musa Smith, RB",BAL,27,34,192,7.1,0,29,1,12.0,0,186,8
"Michael Pittman, RB",TB,26,39,191,7.3,0,16,0,19.1,1,158,10
"Fred Jackson, RB",BUF,22,30,190,8.6,0,54,3,23.8,0,211,7
"Jerramy Stevens, TE",TB,18,21,189,10.5,4,24,5,12.6,0,48,11
"Justin Fargas, RB",OAK,23,32,188,8.2,0,17,0,13.4,0,198,11
"Craig Davis, WR",SD,20,34,188,9.4,1,18,0,13.4,0,77,12
"Larry Johnson, RB",KC,30,42,186,6.2,1,30,1,23.3,0,254,9
"Najeh Davenport, RB",PIT,18,27,184,10.2,2,32,2,12.3,0,121,6
"Marshawn Lynch, RB",BUF,18,26,184,10.2,0,30,4,14.2,1,202,10
"Brian Leonard, RB",STL,30,41,183,6.1,0,16,0,11.4,0,166,8
"DeShaun Foster, RB",CAR,25,36,182,7.3,1,23,2,11.4,2,178,6
"Kris Wilson, TE",KC,24,50,180,7.5,1,31,3,11.3,2,118,8
"Ben Obomanu, WR",SEA,12,29,180,15.0,1,30,3,13.8,0,52,9
"Derrick Ward, RB",NYG,26,40,179,6.9,1,17,0,22.4,0,183,7
"Brent Celek, TE",PHI,16,21,178,11.1,1,29,2,11.1,0,78,10
"B.J. Askew, FB",TB,18,20,175,9.7,0,22,1,13.5,0,152,9
"Glenn Martinez, WR",DEN,14,25,175,12.5,0,23,1,14.6,0,41,9
"DeAngelo Williams, RB",CAR,23,38,175,7.6,1,30,2,10.9,1,204,6
"Ladell Betts, RB",WSH,21,32,174,8.3,1,28,1,10.9,0,200,7
"Brandon Jacobs, RB",NYG,23,38,174,7.6,2,34,1,15.8,1,184,7
"Delanie Walker, TE",SF,21,42,174,8.3,1,26,2,10.9,0,113,8
"Justin Griffith, FB",OAK,26,36,165,6.3,1,29,1,10.3,0,122,7
"Rashied Davis, WR",CHI,17,32,165,9.7,0,36,2,10.3,0,59,8
"Willie Parker, RB",PIT,23,31,164,7.1,0,22,1,10.9,0,137,7
"Jesse Chatman, RB",MIA,27,37,161,6.0,0,22,2,11.5,1,137,8
"Greg Camarillo, WR",MIA,8,11,160,20.0,2,64,4,10.7,0,82,6
"Pierre Thomas, RB",NO,17,21,151,8.9,1,17,0,12.6,0,161,9
"Antonio Chatman, WR",CIN,19,29,149,7.8,1,15,0,11.5,0,70,9
"Jacoby Jones, WR",HOU,15,27,149,9.9,0,26,2,10.6,1,51,9
"Kolby Smith, RB",KC,22,29,148,6.7,0,17,0,9.3,0,155,6
"Ryan Grant, RB",GB,30,37,145,4.8,0,21,1,9.7,1,184,8
"Bryan Fletcher, TE",IND,18,26,143,7.9,0,21,1,9.5,0,43,10
"Anthony Fasano, TE",DAL,14,20,143,10.2,1,26,2,8.9,0,48,6
"Glenn Holt, WR",CIN,16,23,143,8.9,1,22,1,8.9,0,44,10
"Hank Baskett, WR",PHI,16,22,142,8.9,1,25,1,8.9,0,34,5
"Reche Caldwell, WR",WSH,15,22,141,9.4,0,19,0,17.6,0,13,8
"Ben Hartsock, TE",TEN,12,18,138,11.5,0,27,3,8.6,0,71,7
"Greg Estandia, TE",JAX,9,16,136,15.1,0,30,3,13.6,0,36,5
"Bubba Franks, TE",GB,18,32,132,7.3,3,24,1,16.5,0,46,7
"Sean Morey, WR",ARI,8,17,131,16.4,0,62,1,8.7,0,68,4
"David Anderson, WR",HOU,12,16,131,10.9,1,24,1,16.4,0,24,9
"Brandon Jackson, RB",GB,16,22,130,8.1,0,16,0,11.8,0,145,6
"Aveion Cason, RB",DET,14,16,129,9.2,0,20,1,10.8,1,111,5
"Chris Brown, RB",TEN,19,21,128,6.7,0,16,0,10.7,0,138,7
"Terrance Copper, WR",NO,15,22,126,8.4,2,21,1,8.4,0,57,7
"John Broussard, WR",JAX,4,12,126,31.5,1,56,2,15.8,0,6,3
"Ahman Green, RB",HOU,14,18,123,8.8,0,53,1,20.5,0,136,2
"George Wrighster, TE",JAX,17,24,123,7.2,1,36,1,11.2,0,74,6
"Cedric Benson, RB",CHI,17,27,123,7.2,0,19,0,11.2,0,135,5
"Aundrae Allison, WR",MIN,8,19,122,15.3,0,35,1,11.1,1,46,5
"Daniel Coats, TE",CIN,12,16,122,10.2,0,25,2,8.1,0,52,7
"Kevin Boss, TE",NYG,9,14,118,13.1,2,23,1,9.1,0,28,8
"Mike Sellers, FB",WSH,17,24,117,6.9,1,24,1,8.4,1,71,7
"Tim Carter, WR",CLE,8,22,117,14.6,1,22,2,7.3,0,19,7
"Garrett Wolfe, RB",CHI,9,13,117,13.0,0,33,2,9.0,1,130,4
"Laurence Maroney, RB",NE,4,8,116,29.0,0,43,3,8.9,0,105,4
"Ashley Lelie, WR",SF,10,26,115,11.5,0,47,1,7.7,1,18,4
"LenDale White, RB",TEN,20,30,114,5.7,0,15,0,7.1,0,125,7
"Ron Dayne, RB",HOU,17,24,112,6.6,0,17,0,8.6,0,123,4
"Bryan Gilmore, WR",SF,7,19,111,15.9,0,42,2,11.1,0,25,7
"Rudi Johnson, RB",CIN,13,16,110,8.5,1,33,1,10.0,0,117,3
"Matt Schobel, TE",PHI,11,21,108,9.8,1,18,0,7.2,0,24,6
"Vonta Leach, FB",HOU,25,34,108,4.3,2,15,0,6.8,2,87,6
"Dante Rosario, TE",CAR,6,7,108,18.0,2,54,2,6.8,0,41,5
"James Thrash, WR",WSH,9,18,107,11.9,2,31,2,8.9,0,26,4
"Steve Heiden, TE",CLE,12,21,104,8.7,0,27,1,6.5,0,34,4
"John Madsen, TE",OAK,8,12,102,12.8,1,39,1,6.4,0,40,5
"Eddie Kennison, WR",KC,13,25,101,7.8,0,18,0,12.6,0,26,6
"Troy Walters, WR",DET,9,10,101,11.2,1,21,1,7.8,0,21,5
"Marques Hagans, WR",STL,8,15,101,12.6,0,23,2,25.3,0,24,6
"Greg Jones, RB",JAX,11,19,99,9.0,2,27,1,6.2,0,95,8
"Tim Dwight, WR",OAK,6,15,98,16.3,2,28,2,16.3,0,8,4
"Todd Yoder, TE",WSH,7,12,97,13.9,1,30,2,6.5,0,57,4
"Malcom Floyd, WR",SD,7,13,97,13.9,0,25,1,16.2,0,11,4
"Devin Aromashodu, WR",IND/HOU,7,16,96,13.7,0,28,2,16.0,0,36,5
"Anthony Thomas, RB",BUF,15,21,95,6.3,1,11,0,9.5,0,109,3
"Steve Breaston, WR",ARI,8,14,92,11.5,0,22,1,5.8,0,34,3
"Lawrence Vickers, FB",CLE,13,24,91,7.0,2,25,1,5.7,0,71,7
"Mike Williams, WR",TEN/OAK,7,20,90,12.9,0,24,1,15.0,1,33,3
"Tony Richardson, FB",MIN,11,16,89,8.1,0,12,0,6.4,0,80,4
"Correll Buckhalter, RB",PHI,12,22,87,7.3,0,14,0,6.2,0,84,7
"Wallace Wright, WR",NYJ,6,12,87,14.5,0,36,1,5.4,0,36,4
"Travis Minor, RB",STL,12,18,86,7.2,0,20,1,6.1,0,83,5
"Brandon Manumaleuna, TE",SD,10,15,86,8.6,1,40,1,5.4,0,59,3
"Maurice Hicks, RB",SF,14,15,86,6.1,0,11,0,5.4,0,65,3
"Maurice Stovall, WR",TB,10,13,86,8.6,1,13,0,5.7,0,25,6
"Casey Fitzsimmons, TE",DET,8,10,85,10.6,1,22,2,5.3,0,51,6
"Will Heller, TE",SEA,13,26,82,6.3,3,25,1,0.0,0,47,5
"Chad Lucas, WR",TB,5,5,82,16.4,0,52,1,41.0,0,8,1
"Richard Angulo, TE",CLE/JAX,8,9,81,10.1,1,22,1,16.2,0,13,3
"Darius Walker, RB",HOU,13,15,81,6.2,0,9,0,20.3,0,71,5
"Mike Karney, FB",NO,13,19,78,6.0,0,11,0,4.9,0,63,3
"Kenton Keith, RB",IND,13,23,77,5.9,1,14,0,4.8,0,73,3
"Shaun Alexander, RB",SEA,14,25,76,5.4,1,18,0,5.8,0,76,4
"Miles Austin, WR",DAL,5,10,76,15.2,0,35,1,4.8,0,41,3
"Michael Robinson, FB",SF,11,13,73,6.6,0,20,1,4.9,0,69,4
"Dwayne Jarrett, WR",CAR,6,13,73,12.2,0,22,1,10.4,0,1,2
"Ben Patrick, TE",ARI,7,12,73,10.4,2,21,1,9.1,0,33,6
"DeShawn Wynn, RB",GB,9,14,73,8.1,0,18,0,10.4,0,94,4
"Mack Strong, FB",SEA,9,11,72,8.0,0,15,0,14.4,0,54,5
"Mark Bradley, WR",CHI,6,18,71,11.8,1,19,0,4.7,0,21,3
"Kyle Brady, TE",NE,9,17,70,7.8,2,20,1,5.0,0,23,5
"Dominic Rhodes, RB",OAK,11,18,70,6.4,0,17,0,7.0,0,74,1
"Craphonso Thorpe, WR",IND,12,20,70,5.8,1,12,0,14.0,0,12,4
"Brandon Middleton, WR",DET,8,10,70,8.8,1,17,0,14.0,0,27,6
"Andre Hal, CB",DEN,2,2,69,34.5,0,65,1,6.9,0,74,1
"Legedu Naanee, WR",SD,8,13,69,8.6,0,22,1,5.3,0,46,4
"Peerless Price, WR",BUF,7,13,68,9.7,0,22,1,17.0,0,17,5
"Travis Henry, RB",DEN,7,14,65,9.3,0,21,1,5.4,0,67,2
"Aaron Moorehead, WR",IND,8,23,65,8.1,0,16,0,8.1,0,9,4
"Tatum Bell, RB",DET,14,21,63,4.5,0,15,0,12.6,0,72,2
"Steve Smith, WR",NYG,8,14,63,7.9,0,12,0,12.6,0,19,4
"Chad Mustard, TE",DEN,5,8,62,12.4,0,15,0,5.2,0,38,4
"Adam Jennings, WR",ATL,6,6,62,10.3,1,28,1,3.9,0,23,3
"Ahmard Hall, FB",TEN,9,12,60,6.7,0,11,0,5.5,0,51,3
"Terrelle Smith, FB",ARI,7,11,59,8.4,0,16,0,3.7,0,29,4
"Samkon Gado, RB",MIA/HOU,8,8,59,7.4,0,20,1,19.7,1,68,2
"Fred Taylor, RB",JAX,9,14,58,6.4,0,18,0,3.9,0,56,2
"Brad Hoover, FB",CAR,10,14,58,5.8,0,14,0,3.6,0,52,2
"Jeff Dugan, TE",MIN,7,8,57,8.1,0,27,1,3.6,1,49,2
"Joel Dreessen, TE",HOU,4,6,55,13.8,2,28,1,4.2,0,11,3
"Le'Ron McClain, FB",BAL,9,13,55,6.1,1,13,0,3.4,1,53,1
"Deon Anderson, FB",DAL,6,6,55,9.2,0,17,0,6.9,0,40,3
"Michael Bennett, RB",KC/TB,5,9,54,10.8,1,23,1,6.8,0,52,2
"T.J. Duckett, RB",DET,4,7,54,13.5,0,22,1,4.5,0,68,4
"Willie Reid, WR",PIT,4,6,54,13.5,0,25,1,9.0,0,58,2
"Chris Henry, RB",TEN,6,7,53,8.8,0,18,0,7.6,0,77,2
"Cecil Sapp, FB",DEN,14,20,51,3.6,1,16,0,3.2,0,46,3
"Thomas Tapeh, RB",PHI,8,12,50,6.3,0,9,0,3.1,0,50,1
"Martrez Milner, TE",ATL,9,9,50,5.6,0,15,0,6.3,0,27,2
"Reuben Droughns, RB",NYG,7,16,49,7.0,0,11,0,3.1,0,43,1
"Carey Davis, FB",PIT,12,14,49,4.1,0,10,0,3.1,0,60,2
"Korey Hall, RB",GB,8,11,49,6.1,0,10,0,3.5,0,34,3
"Mewelde Moore, RB",MIN,6,8,48,8.0,0,20,1,4.0,0,40,1
"Dwayne Blakley, TE",ATL,7,9,48,6.9,0,11,0,4.0,0,22,2
"Michael Bennett, RB",KC/TB,10,13,47,4.7,0,9,0,7.8,2,67,1
"Seneca Wallace, QB",SEA,2,3,47,23.5,0,29,1,4.7,0,7,2
"Ben Troupe, TE",TEN,5,9,47,9.4,0,13,0,2.9,0,38,2
"Samkon Gado, RB",MIA/HOU,4,5,47,11.8,0,35,1,9.4,0,53,1
"Johnnie Lee Higgins, WR",OAK,6,8,47,7.8,0,16,0,2.9,0,6,2
"Sean Ryan, TE",NYJ,3,5,46,15.3,0,22,2,4.6,0,8,2
"Troy Bienemann, TE",ARI,7,11,46,6.6,1,13,0,2.9,0,13,2
"Madison Hedgecock, FB",STL/NYG,6,11,45,7.5,0,9,0,3.0,0,29,0
"Dominique Byrd, TE",STL,4,5,44,11.0,0,14,0,4.9,0,17,2
"Jimmy Kleinsasser, TE",MIN,4,9,43,10.8,1,26,1,2.7,0,16,3
"Heath Evans, FB",NE,4,6,43,10.8,0,29,1,2.7,0,38,2
