PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Dimitri Nance, RB",GB,3,4,30,10.0,0,14,0,2.5,0,35,2
"Michael Palmer, TE",ATL,5,8,29,5.8,1,11,0,2.1,0,17,3
"Keith Toston, RB",STL,2,2,29,14.5,0,23,1,1.8,0,33,1
"Mike Cox, FB",KC,4,4,27,6.8,0,13,0,3.9,0,24,1
"Nate Byham, TE",SF,5,7,27,5.4,0,9,0,1.9,0,26,0
"Quinn Johnson, FB",GB,3,4,26,8.7,0,11,0,2.4,0,21,2
"Patrick Turner, WR",NYJ,2,2,26,13.0,0,21,1,5.2,0,2,0
"Mike Hart, RB",IND,6,6,25,4.2,0,10,0,3.6,0,24,2
"Shawn Nelson, TE",BUF,3,4,25,8.3,0,12,0,5.0,1,14,1
"Richard Goodman, WR",SD,1,2,25,25.0,0,25,1,8.3,1,5,0
"Zach Potter, TE",JAX,3,8,24,8.0,0,10,0,1.8,0,13,1
"David Clowney, WR",NYJ/CAR,1,4,22,22.0,0,22,1,7.3,0,5,1
"Moran Norris, RB",SF,4,9,20,5.0,0,8,0,1.3,0,17,1
"Reagan Maui'a, FB",ARI,2,5,20,10.0,0,10,0,1.3,0,18,2
"Joe McKnight, RB",NYJ,3,4,20,6.7,0,9,0,2.2,0,12,2
"Michael Clayton, WR",NYG,2,5,19,9.5,0,14,0,3.2,0,2,1
"Garrett Mills, TE",PHI,2,3,19,9.5,0,14,0,2.7,0,1,1
"Kellen Davis, TE",CHI,1,3,19,19.0,1,19,0,1.2,0,4,1
"Hank Baskett, WR",MIN/PHI,1,4,18,18.0,0,18,0,3.0,0,7,1
"Yamon Figurs, WR",CLE/OAK,2,2,17,8.5,0,11,0,17.0,0,7,1
"Matt Willis, WR",DEN,1,2,17,17.0,0,17,0,2.8,0,0,1
"Chris Ivory, RB",NO,1,1,17,17.0,0,17,0,1.4,0,23,1
"Lance Ball, RB",DEN,3,6,16,5.3,0,13,0,1.6,0,26,1
"Quan Cosby, WR",CIN,2,2,16,8.0,0,11,0,1.0,0,4,1
"Lawrence Vickers, FB",CLE,4,10,15,3.8,0,10,0,0.9,0,12,1
"Brock Bolen, RB",JAX,1,3,15,15.0,0,15,0,3.8,0,4,1
"James Starks, RB",GB,2,4,15,7.5,0,12,0,5.0,0,11,1
"Fendi Onobun, TE",STL,2,4,15,7.5,0,8,0,5.0,0,6,1
"Mike Karney, FB",STL,5,5,14,2.8,0,4,0,1.2,0,11,1
"LeGarrette Blount, RB",TB,5,7,14,2.8,0,7,0,1.1,1,18,0
"Cary Williams, DB",BAL,1,1,13,13.0,0,13,0,1.0,0,9,1
"Colt McCoy, QB",CLE,1,1,13,13.0,0,13,0,1.6,0,7,1
"Desmond Clark, TE",CHI,1,2,12,12.0,0,12,0,2.4,0,8,1
"Tory Humphrey, TE",NO,1,2,12,12.0,0,12,0,2.0,0,12,1
"Gijon Robinson, TE",IND,3,7,12,4.0,1,6,0,1.1,0,8,2
"Kregg Lumpkin, RB",TB,1,1,12,12.0,0,12,0,1.1,0,15,1
"Steve Slaton, RB",HOU,3,4,11,3.7,0,12,0,0.9,0,20,1
"Albert Young, RB",MIN,2,2,11,5.5,0,13,0,3.7,0,14,0
"Cedric Peerman, RB",CIN,1,3,11,11.0,0,11,0,1.6,0,4,1
"Boobie Dixon, RB",SF,5,5,11,2.2,0,8,0,0.7,0,10,1
"Rock Cartwright, RB",OAK,1,3,10,10.0,0,10,0,0.6,0,9,0
"Brandon Banks, WR",WSH,2,5,10,5.0,0,15,0,0.8,0,0,1
"Eldra Buckley, RB",PHI,1,2,10,10.0,0,10,0,0.6,1,5,0
"Deji Karim, RB",JAX,3,7,10,3.3,0,7,0,0.9,0,10,1
"Erik Lorig, DE",TB,1,2,10,10.0,0,10,0,1.1,0,7,1
"Logan Paulsen, TE",WSH,2,2,10,5.0,1,9,0,0.9,0,8,1
"Michael Bennett, RB",OAK,2,2,9,4.5,0,6,0,1.3,0,7,0
"Seneca Wallace, QB",CLE,1,1,9,9.0,0,9,0,1.1,0,9,1
"Jerious Norwood, RB",ATL,1,3,9,9.0,0,9,0,4.5,0,11,0
"Quinton Ganther, RB",BUF/SEA,2,2,9,4.5,0,8,0,1.1,0,7,0
"Korey Hall, RB",GB,1,1,9,9.0,0,9,0,0.8,0,9,0
"Jackie Battle, RB",KC,1,3,9,9.0,0,9,0,0.6,0,7,0
"Richard Quinn, TE",DEN,1,2,9,9.0,0,9,0,0.6,0,11,0
"John Conner, RB",NYJ,2,4,9,4.5,0,7,0,0.6,0,1,1
"Khalif Barnes, OT",OAK,2,2,8,4.0,1,6,0,0.5,0,5,1
"Madison Hedgecock, FB",NYG,2,2,8,4.0,0,7,0,2.0,0,9,0
"Scott Chandler, TE",BUF/DAL,1,3,8,8.0,0,8,0,2.0,0,4,0
"Paul Hubbard, WR",BUF,1,3,8,8.0,0,8,0,8.0,0,1,0
"Kyle Williams, WR",SF,1,1,8,8.0,0,8,0,1.6,0,2,0
"Drew Brees, QB",NO,1,1,7,7.0,0,7,0,0.4,0,16,0
"Sam Aiken, WR",CLE,1,1,7,7.0,0,7,0,2.3,0,0,0
"Ben Hartsock, TE",NYJ,1,3,7,7.0,0,7,0,0.4,0,1,1
"Marshawn Lynch, RB",BUF/SEA,1,3,7,7.0,0,7,0,1.8,0,4,0
"Kareem Huggins, RB",TB,1,2,7,7.0,0,7,0,2.3,0,1,1
"Fred Taylor, RB",NE,2,3,6,3.0,0,7,0,0.9,0,5,0
"Kevin Curtis, WR",MIA,1,2,6,6.0,0,6,0,3.0,0,0,0
"Alex Smith, TE",CLE,1,1,6,6.0,0,6,0,2.0,0,3,0
"Gartrell Johnson, RB",ATL,3,5,6,2.0,0,10,0,0.7,1,8,0
"Manuel Johnson, WR",DAL,1,5,6,6.0,0,6,0,3.0,0,0,0
"Chris Pressley, FB",CIN/TB,1,1,6,6.0,0,6,0,1.5,0,3,0
"Mike Bell, RB",CLE/PHI,1,2,5,5.0,0,5,0,1.0,1,6,0
"Dominic Rhodes, RB",IND,1,4,4,4.0,0,4,0,1.3,0,2,0
"Chris Williams, OT",CHI,1,1,4,4.0,0,4,0,0.3,0,1,0
"Duke Calhoun, WR",NYG,1,2,4,4.0,0,4,0,0.4,0,4,0
"Ernest Wilford, TE",JAX,1,2,3,3.0,0,3,0,1.5,0,0,0
"Lex Hilliard, FB",MIA,1,2,3,3.0,0,3,0,0.2,0,5,0
"Darrel Young, FB",WSH,1,1,3,3.0,1,3,0,0.2,0,4,1
"Jeff Cumberland, TE",NYJ,1,2,3,3.0,0,3,0,3.0,0,2,0
"Mike Vrabel, LB",KC,1,2,2,2.0,1,2,0,0.1,0,0,1
"Todd Herremans, OT",PHI,1,1,2,2.0,1,2,0,0.1,0,0,1
"Gary Banks, WR",SD,1,3,2,2.0,0,2,0,1.0,0,-1,0
"Andrew Whitworth, OT",CIN,1,1,1,1.0,1,1,0,0.1,0,0,1
"Donald Penn, OT",TB,1,1,1,1.0,1,1,0,0.1,0,0,1
"Mike McGlynn, OT",PHI,1,1,1,1.0,0,1,0,0.1,0,0,0
"Dennis Pitta, TE",BAL,1,5,1,1.0,0,1,0,0.1,0,0,0
"Mike Gibson, OT",SEA,1,1,-2,-2.0,0,-2,0,-0.1,0,2,0
