RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
128,"James Fenderson, RB       ",NO,13,65,5.0,17,0,1,4.1,0,2
,"Damien Anderson, RB       ",ARI,24,65,2.7,14,0,0,6.5,0,3
130,"Nicolas Luchey, RB        ",CIN,12,59,4.9,10,0,2,3.7,0,6
,"Alan Ricard, RB           ",BAL,14,58,4.1,19,0,2,3.6,0,4
,"Eddie Kennison, WR        ",KC,7,58,8.3,31,1,0,3.6,0,2
131,"James McKnight, WR        ",MIA,7,58,8.3,19,0,0,3.9,0,3
134,"Jon Kitna, QB             ",CIN,24,57,2.4,12,0,4,4.1,1,9
,"Rafael Cooper, RB         ",DET,12,57,4.8,18,0,0,11.4,0,4
136,"Larry Centers, FB         ",BUF,11,56,5.1,13,0,2,3.5,0,6
,"Koren Robinson, WR        ",SEA,8,56,7.0,20,1,0,3.5,0,3
,"Terrence Wilkins, WR      ",STL,6,56,9.3,18,0,0,4.3,0,2
139,"Joel Makovicka, FB        ",ARI,5,54,10.8,22,1,0,4.5,0,2
,"Dante Hall, WR            ",KC,11,54,4.9,21,1,0,3.4,0,4
,"James Jackson, RB         ",CLE,12,54,4.5,18,0,0,3.4,0,2
142,"Curtis Conway, WR         ",SD,7,53,7.6,22,1,2,4.1,0,3
,"Heath Evans, FB           ",SEA,17,53,3.1,8,0,0,3.3,1,4
,"Randy Moss, WR            ",MIN,6,51,8.5,25,1,0,3.2,0,3
,"Verron Haynes, FB         ",PIT,10,51,5.1,20,1,0,3.6,0,2
144,"Terry Kirby, RB           ",OAK,16,51,3.2,13,0,0,8.5,1,5
147,"Chad Pennington, QB       ",NYJ,29,49,1.7,14,0,2,3.3,1,7
148,"Trung Canidate, RB        ",STL,17,48,2.8,22,1,0,3.0,1,2
,"Santana Moss, WR          ",NYJ,7,48,6.9,14,0,0,3.2,0,3
150,"Tommy Maddox, QB          ",PIT,19,43,2.3,21,1,0,2.9,3,4
,"Antonio Bryant, WR        ",DAL,6,40,6.7,24,1,0,2.5,1,1
,"Ashley Lelie, WR          ",DEN,4,40,10.0,24,1,0,2.5,0,1
151,"Muhsin Muhammad, WR       ",CAR,3,40,13.3,20,1,0,2.9,0,2
154,"Laveranues Coles, WR      ",NYJ,6,39,6.5,21,1,0,2.4,0,2
,"Eddie Drummond, WR        ",DET,4,38,9.5,23,2,0,4.2,0,2
155,"Todd Heap, TE             ",BAL,4,38,9.5,15,0,0,2.4,0,2
157,"Rondell Mealey, RB        ",GB,11,36,3.3,18,0,1,18.0,0,3
158,"Shawn Bryson, RB          ",BUF,13,35,2.7,10,0,0,5.8,1,2
,"Ricky Williams, RB        ",IND,11,35,3.2,10,0,0,3.5,0,2
161,"Troy Walters, WR          ",IND,2,33,16.5,17,0,0,2.1,0,2
160,"Kurt Warner, QB           ",STL,8,33,4.1,9,0,0,4.7,1,2
162,"Chris Chandler, QB        ",CHI,10,32,3.2,14,0,0,3.6,1,4
,"Joey Galloway, WR         ",DAL,4,31,7.8,21,1,0,1.9,0,2
,"Robert Thomas, FB         ",DAL,10,31,3.1,14,0,0,2.1,0,2
,"Brandon Stokley, WR       ",BAL,6,31,5.2,14,0,0,3.9,1,1
,"Shane Matthews, QB        ",WSH,12,31,2.6,11,0,0,3.9,0,2
163,"Lorenzo Neal, FB          ",CIN,9,31,3.4,9,0,0,1.9,0,3
,"Ernie Conwell, TE         ",STL,6,30,5.0,15,0,1,1.9,0,2
168,"Brad Johnson, QB          ",TB,13,30,2.3,6,0,0,2.3,0,4
170,"David Boston, WR          ",ARI,2,29,14.5,22,1,0,3.6,0,1
171,"John Tait, OT             ",KC,1,28,28.0,28,1,0,1.8,0,1
,"Tim Carter, WR            ",NYG,3,28,9.3,13,0,0,5.6,0,1
,"William Henderson, FB     ",GB,7,27,3.9,10,0,1,1.8,0,2
,"Scottie Montgomery, WR    ",DEN,4,27,6.8,28,1,0,1.8,0,1
173,"Richie Anderson, FB       ",NYJ,5,27,5.4,16,0,0,1.7,0,1
,"Trent Dilfer, QB          ",SEA,10,27,2.7,13,0,0,4.5,1,4
,"Patrick Pass, FB          ",NE,4,27,6.8,13,0,0,1.8,0,1
178,"Shaun King, QB            ",TB,4,25,6.3,15,0,0,8.3,0,1
179,"Vinny Testaverde, QB      ",NYJ,2,23,11.5,24,1,0,4.6,0,1
,"Reggie Swinton, WR        ",DAL,1,23,23.0,23,1,0,1.6,0,1
,"Matt Allen, P             ",NYG,3,23,7.7,13,0,0,1.6,1,1
,"Rock Cartwright, RB       ",WSH,3,22,7.3,20,1,0,1.4,0,2
182,"Ed McCaffrey, WR          ",DEN,2,22,11.0,17,0,0,1.4,1,0
,"Peter Warrick, WR         ",CIN,8,22,2.8,11,0,0,1.5,1,1
,"Gus Frerotte, QB          ",CIN,4,22,5.5,9,0,0,5.5,0,0
186,"Troy Edwards, WR          ",STL,3,21,7.0,27,1,0,1.5,0,1
,"Brad Maynard, P           ",CHI,1,20,20.0,20,1,0,1.3,0,1
,"Josh McCown, QB           ",ARI,1,20,20.0,20,1,0,10.0,0,1
187,"Jerry Rice, WR            ",OAK,3,20,6.7,12,0,0,1.3,0,1
,"Joe Montgomery, RB        ",CAR,7,20,2.9,5,0,0,6.7,0,0
,"Jesse Chatman, RB         ",SD,6,19,3.2,11,0,0,1.9,0,1
191,"Tim Brown, WR             ",OAK,6,19,3.2,9,0,0,1.2,0,0
,"Kevin Kasper, WR          ",DEN/ARI/SEA,3,19,6.3,9,0,0,3.2,0,1
,"Curtis Keaton, RB         ",NO,12,19,1.6,4,0,0,3.2,1,0
,"John Simon, RB            ",TEN,9,18,2.0,13,0,1,1.5,0,3
,"Justin McCareins, WR      ",TEN,2,18,9.0,16,0,0,1.1,0,1
,"Torry Holt, WR            ",STL,2,18,9.0,14,0,0,1.1,0,1
195,"Isaac Bruce, WR           ",STL,3,18,6.0,13,0,0,1.1,0,2
199,"Travis Jervey, RB         ",ATL,10,17,1.7,9,0,0,2.8,1,1
,"Jimmy Kleinsasser, TE     ",MIN,6,17,2.8,4,0,0,1.2,0,1
201,"Doug Johnson, QB          ",ATL,8,16,2.0,15,0,1,2.7,1,2
,"Dan Kreider, FB           ",PIT,6,16,2.7,5,0,0,1.0,0,2
203,"Michael L. Lewis, WR      ",NO,1,15,15.0,15,0,0,0.9,0,1
,"Randy Jordan, RB          ",OAK,3,14,4.7,12,0,1,1.0,0,1
,"Troy Brown, WR            ",NE,3,14,4.7,21,1,0,1.0,0,1
,"Darnay Scott, WR          ",DAL,1,14,14.0,14,0,0,0.9,0,1
,"Matt Turk, P              ",NYJ,1,14,14.0,14,0,0,0.9,0,1
204,"Rodney Peete, QB          ",CAR,22,14,0.6,10,0,0,1.0,2,3
,"Jarrod Baxter, RB         ",HOU,7,14,2.0,6,0,0,0.9,0,2
,"Reuben Droughns, RB       ",DEN,4,11,2.8,9,0,1,0.7,0,1
,"Dez White, WR             ",CHI,3,11,3.7,21,1,0,0.7,0,1
210,"Fred McAfee, RB           ",NO,1,11,11.0,11,0,0,1.0,0,1
,"Javon Walker, WR          ",GB,1,11,11.0,11,0,0,0.7,0,1
,"Kelly Campbell, WR        ",MIN,1,11,11.0,11,0,0,1.8,0,1
,"Nick Davis, WR            ",MIN,1,11,11.0,11,0,0,0.7,0,1
,"Jim Miller, QB            ",CHI,13,11,0.8,5,0,0,1.1,4,3
,"Terrelle Smith, FB        ",NO,5,11,2.2,5,0,0,0.7,0,0
,"David Akers, PK           ",PHI,1,10,10.0,10,0,0,0.6,0,1
218,"Marvin Harrison, WR       ",IND,2,10,5.0,8,0,0,0.6,0,0
220,"Steve Beuerlein, QB       ",DEN,5,9,1.8,8,0,1,1.1,1,1
,"Chris Weinke, QB          ",CAR,5,9,1.8,13,0,0,1.5,0,1
,"Rod Smith, WR             ",DEN,6,9,1.5,9,0,0,0.6,0,0
,"Todd Bouman, QB           ",MIN,1,9,9.0,9,0,0,9.0,0,1
,"Darnerien McCants, WR     ",WSH,1,9,9.0,9,0,0,1.0,0,0
,"Javin Hunter, WR          ",BAL,1,9,9.0,9,0,0,0.8,1,0
,"Jacquez Green, WR         ",DET/WSH,2,9,4.5,8,0,0,1.0,0,0
,"Kelly Holcomb, QB         ",CLE,8,9,1.1,7,0,0,2.3,0,2
,"Reche Caldwell, WR        ",SD,2,9,4.5,6,0,0,0.6,0,0
229,"Lamont Warren, RB         ",DET,6,8,1.3,8,0,0,2.7,0,1
,"Randy McMichael, TE       ",MIA,1,8,8.0,8,0,0,0.5,0,0
,"Cory Sauter, QB           ",CHI/IND,2,8,4.0,7,0,0,8.0,0,0
,"Chris Redman, QB          ",BAL,10,8,0.8,6,0,0,1.3,1,2
,"Chad Morton, RB           ",NYJ,4,8,2.0,6,0,0,0.5,0,0
,"Jim Finn, FB              ",IND,5,8,1.6,5,0,0,0.7,0,0
,"Jermaine Lewis, WR        ",HOU,3,8,2.7,5,0,0,0.7,0,0
241,"Quincy Morgan, WR         ",CLE,3,7,2.3,11,0,0,0.4,0,1
,"Andre Davis, WR           ",CLE,3,7,2.3,9,0,0,0.4,0,0
,"Todd Collins, QB          ",KC,1,7,7.0,7,0,0,2.3,0,0
,"Eric Moulds, WR           ",BUF,1,7,7.0,7,0,0,0.4,0,0
,"Ike Hilliard, WR          ",NYG,1,7,7.0,7,0,0,1.0,0,0
,"Joe Burns, RB             ",BUF,5,7,1.4,6,0,0,0.7,0,0
,"James Hodgins, RB         ",STL,3,7,2.3,5,0,0,0.8,0,1
236,"Eric Metcalf, WR          ",GB,2,7,3.5,5,0,0,7.0,0,1
,"MarTay Jenkins, WR        ",ARI,3,6,2.0,10,0,0,0.8,0,1
,"David Patten, WR          ",NE,2,6,3.0,7,0,0,0.4,0,0
,"A.J. Feeley, QB           ",PHI,12,6,0.5,6,0,0,1.0,2,0
244,"Doug Flutie, QB           ",SD,1,6,6.0,6,0,0,6.0,0,0
,"Chad Stanley, P           ",HOU,1,6,6.0,6,0,0,0.4,0,0
,"Jamie Martin, QB          ",STL,5,6,1.2,5,0,0,1.2,0,0
,"Jerry Porter, WR          ",OAK,4,6,1.5,4,0,0,0.4,0,0
,"Sammy Morris, RB          ",BUF,2,5,2.5,5,0,0,0.3,0,0
251,"Craig Hentrich, P         ",TEN,1,5,5.0,5,0,0,0.3,0,1
,"George Layne, RB          ",ATL,1,5,5.0,5,0,0,2.5,0,1
,"Ahmad Merritt, WR         ",CHI,1,5,5.0,5,0,0,0.4,0,0
,"Akili Smith, QB           ",CIN,4,5,1.3,3,0,0,5.0,0,1
,"Koy Detmer, QB            ",PHI,2,4,2.0,3,0,1,0.3,1,1
,"Joey Harrington, QB       ",DET,7,4,0.6,6,0,0,0.3,1,0
,"Damon Huard, QB           ",NE,1,4,4.0,4,0,0,2.0,0,1
,"Champ Bailey, CB          ",WSH,1,4,4.0,4,0,0,0.3,1,0
,"Daryl Jones, WR           ",NYG,1,4,4.0,4,0,0,0.3,0,0
256,"Richard Huntley, RB       ",DET,3,4,1.3,3,0,0,1.3,0,0
,"Az-Zahir Hakim, WR        ",DET,4,3,0.8,10,0,0,0.3,0,0
,"Darrell Jackson, WR       ",SEA,3,3,1.0,4,0,0,0.2,0,0
262,"Keenan McCardell, WR      ",TB,1,3,3.0,3,0,0,0.2,0,0
,"Jay Graham, RB            ",GB,1,3,3.0,3,0,0,1.0,0,0
,"J.R. Redmond, RB          ",NE,4,2,0.5,5,0,0,0.2,0,0
,"Frank Sanders, WR         ",ARI,3,2,0.7,5,0,0,0.2,0,0
,"Donte' Stallworth, WR     ",NO,2,2,1.0,4,0,0,0.2,0,0
,"Autry Denson, RB          ",DET/IND,2,2,1.0,3,0,0,2.0,0,0
,"Rob Konrad, FB            ",MIA,3,2,0.7,2,0,0,0.1,1,0
266,"Jimmy Smith, WR           ",JAX,1,2,2.0,2,0,0,0.1,0,0
,"Amani Toomer, WR          ",NYG,1,2,2.0,2,0,0,0.1,0,0
,"Stanley Pritchett, RB     ",CHI,1,2,2.0,2,0,0,0.1,0,0
,"Joe Horn, WR              ",NO,1,2,2.0,2,0,0,0.1,0,0
,"Rod Smart, RB             ",CAR,1,2,2.0,2,0,0,0.1,0,1
,"Delvin Joyce, RB          ",NYG,2,2,1.0,1,0,0,0.2,0,0
1,"Ricky Williams, RB        ",MIA,383,"1,853",4.8,63,7,16,115.8,7,89
2,"LaDainian Tomlinson, RB   ",SD,372,"1,683",4.5,76,12,14,105.2,2,90
3,"Priest Holmes, RB         ",KC,313,"1,615",5.2,56,9,21,115.4,1,100
4,"Clinton Portis, RB        ",DEN,273,"1,508",5.5,59,11,15,94.3,5,79
5,"Travis Henry, RB          ",BUF,325,"1,438",4.4,34,10,13,89.9,11,72
6,"Deuce McAllister, RB      ",NO,325,"1,388",4.3,62,10,13,92.5,4,65
7,"Tiki Barber, RB           ",NYG,304,"1,387",4.6,70,12,11,86.7,5,67
8,"Jamal Lewis, RB           ",BAL,308,"1,327",4.3,75,10,6,82.9,7,63
9,"Fred Taylor, RB           ",JAX,287,"1,314",4.6,63,8,8,82.1,2,47
10,"Corey Dillon, RB          ",CIN,314,"1,311",4.2,67,5,7,81.9,5,69
11,"Michael Bennett, RB       ",MIN,255,"1,296",5.1,85,9,5,81.0,3,47
12,"Ahman Green, RB           ",GB,286,"1,240",4.3,43,7,7,88.6,3,54
13,"Shaun Alexander, RB       ",SEA,295,"1,175",4.0,58,10,16,73.4,2,61
14,"Eddie George, RB          ",TEN,343,"1,165",3.4,35,1,12,72.8,1,61
15,"Curtis Martin, RB         ",NYJ,261,"1,094",4.2,35,5,7,68.4,0,54
16,"Duce Staley, RB           ",PHI,269,"1,029",3.8,57,4,5,64.3,3,56
17,"James Stewart, RB         ",DET,231,"1,021",4.4,56,9,4,72.9,0,46
,"Fred McCrary, RB          ",SD,2,1,0.5,2,0,0,0.1,0,0
277,"Michael Westbrook, WR     ",CIN,1,1,1.0,1,0,0,0.1,0,0
,"Rod Gardner, WR           ",WSH,1,1,1.0,1,0,0,0.1,0,0
,"Tim Rattay, QB            ",SF,5,0,0.0,5,0,0,0.0,0,0
,"Deion Branch, WR          ",NE,2,0,0.0,4,0,0,0.0,0,1
280,"Sean Landeta, P           ",PHI,1,0,0.0,0,0,0,0.0,1,0
281,"Tom Rouen, P              ",DEN/NYG/PIT,1,0,0.0,0,0,0,0.0,1,0
,"Tom Rouen, P              ",DEN/NYG/PIT,1,0,0.0,0,0,0,0.0,1,0
,"John Jett, P              ",DET,1,0,0.0,0,0,0,0.0,1,0
,"Chris Hetherington, FB    ",STL,1,0,0.0,0,0,0,0.0,0,0
,"Jerald Sowell, FB         ",NYJ,1,0,0.0,0,0,0,0.0,0,0
,"Kyle Richardson, P        ",MIN,1,0,0.0,0,0,0,0.0,0,0
,"Scott Player, P           ",ARI,1,0,0.0,0,0,0,0.0,1,0
,"Greg Comella, RB          ",TEN,1,0,0.0,0,0,0,0.0,0,0
,"Isaac Byrd, WR            ",CAR,1,0,0.0,0,0,0,0.0,0,0
,"Bryan Johnson, FB         ",WSH,1,0,0.0,0,0,0,0.0,0,0
,"Stephen Trejo, RB         ",DET,1,0,0.0,0,0,0,0.0,0,0
,"Patrick Ramsey, QB        ",WSH,13,-1,-0.1,3,0,1,-0.1,3,3
294,"Doug Pederson, QB         ",GB,1,-1,-1.0,-1,0,0,-0.1,0,0
,"Jonathan Quinn, QB        ",KC,1,-1,-1.0,-1,0,0,-1.0,0,0
297,"Jake Delhomme, QB         ",NO,4,-2,-0.5,6,0,0,-0.5,0,1
,"Kerry Collins, QB         ",NYG,44,-3,-0.1,8,0,0,-0.2,6,0
298,"Neil O'Donnell, QB        ",TEN,3,-3,-1.0,-1,0,0,-0.8,0,0
,"Marques Tuiasosopo, QB    ",OAK,2,-3,-1.5,-1,0,0,-1.0,0,0
,"Jesse Palmer, QB          ",NYG,1,-3,-3.0,-3,0,0,-1.5,0,0
302,"Kevin Dyson, WR           ",TEN,2,-4,-2.0,5,0,0,-0.4,0,0
,"Karl Hankton, WR          ",CAR,2,-4,-2.0,2,0,0,-0.3,0,0
,"Rohan Davey, QB           ",NE,2,-4,-2.0,-2,0,0,-2.0,0,0
,"Cecil Martin, RB          ",PHI,1,-4,-4.0,-4,0,0,-0.3,0,0
,"Steve Smith Sr., WR       ",CAR,1,-4,-4.0,-4,0,0,-0.3,0,0
307,"Karl Williams, WR         ",TB,3,-5,-1.7,0,0,0,-0.3,0,0
308,"Brian Moorman, P          ",BUF,1,-6,-6.0,-6,0,0,-0.4,0,0
,"Sage Rosenfels, QB        ",MIA,2,-9,-4.5,-2,0,0,-2.3,0,0
309,"Tom Tupa, P               ",TB,1,-9,-9.0,-9,0,0,-0.6,0,0
,"Pat Johnson, WR           ",JAX,1,-9,-9.0,-9,0,0,-1.0,0,0
312,"Micah Knorr, P            ",DAL/DEN,1,-10,-10.0,-10,0,0,-1.4,0,0
313,"Corey Bradford, WR        ",HOU,2,-11,-5.5,0,0,0,-0.7,0,0
314,"Dave Zastudil, P          ",BAL,1,-12,-12.0,-12,0,0,-0.8,0,0
,"Marc Bulger, QB           ",STL,12,-13,-1.1,1,0,1,-1.9,1,1
315,"Peerless Price, WR        ",BUF,3,-13,-4.3,1,0,0,-0.8,0,0
317,"Todd Pinkston, WR         ",PHI,1,-15,-15.0,-15,0,0,-1.0,1,0
318,"Jeff Feagles, P           ",SEA,2,-23,-11.5,-8,0,0,-1.4,1,0
