PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Darrel Young, FB",WSH,11,14,81,7.4,2,20,1,5.1,0,46,5
"Stepfan Taylor, RB",ARI,11,15,79,7.2,3,18,0,5.6,0,70,5
"Logan Paulsen, TE",WSH,13,16,78,6.0,1,16,0,4.9,1,48,2
"Keshawn Martin, WR",HOU,6,12,78,13.0,0,32,1,4.9,0,56,3
"Zach Miller, TE",SEA,6,7,76,12.7,0,24,2,25.3,0,35,3
"Virgil Green, TE",DEN,6,6,74,12.3,1,38,1,5.7,0,24,5
"Joseph Fauria, TE",DET,6,12,74,12.3,1,26,2,10.6,0,32,4
"Maurice Jones-Drew, RB",OAK,11,16,71,6.5,0,12,0,5.9,0,65,3
"Anthony Sherman, RB",KC,10,13,71,7.1,1,24,1,4.4,0,68,4
"Darren Fells, TE",ARI,5,12,71,14.2,0,24,1,7.1,0,7,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Josh Morgan, WR",CHI,10,19,70,7.0,1,13,0,5.0,0,33,4
"Brandon Pettigrew, TE",DET,10,15,70,7.0,0,13,0,5.0,0,34,4
"Ryan Mathews, RB",SD,9,10,69,7.7,0,16,0,11.5,0,64,4
"Greg Little, WR",CIN/OAK,6,12,69,11.5,0,21,1,11.5,0,30,3
"Carlos Hyde, RB",SF,12,16,68,5.7,0,16,0,4.9,0,66,3
"Ryan Grant, WR",WSH,7,15,68,9.7,0,21,1,4.3,0,20,4
"Zurlon Tipton, RB",IND,6,6,68,11.3,1,32,1,11.3,0,28,5
"Santonio Holmes, WR",CHI,8,14,67,8.4,0,15,0,7.4,0,29,6
"David Nelson, WR",NYJ,8,16,65,8.1,0,17,0,10.8,2,5,4
"Chase Coffman, TE",TEN,6,15,64,10.7,1,18,0,4.9,0,20,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Joe McKnight, RB",KC,6,7,64,10.7,2,26,1,32.0,0,55,5
"Doug Martin, RB",TB,13,20,64,4.9,0,20,1,5.8,0,65,3
"Terrance West, RB",CLE,11,13,64,5.8,1,11,0,4.6,0,39,3
"Russell Shepard, WR",TB,4,8,63,15.8,0,23,2,3.9,0,25,3
"Khiry Robinson, RB",NO,8,11,63,7.9,0,17,0,6.3,0,55,2
"Patrick DiMarco, RB",ATL,9,14,62,6.9,1,16,0,3.9,0,49,4
"Joe Banyard, RB",MIN,9,11,62,6.9,0,12,0,4.1,0,70,4
"Montee Ball, RB",DEN,9,13,62,6.9,0,16,0,12.4,0,53,2
"Bruce Ellington, WR",SF,6,12,62,10.3,2,20,1,4.8,0,38,5
"Ben Tate, RB",CLE/MIN/PIT,9,12,60,6.7,0,23,1,7.5,0,48,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Fozzy Whittaker, RB",CAR,5,6,60,12.0,1,26,2,6.0,0,81,2
"James Casey, TE",PHI,3,3,59,19.7,2,26,1,3.7,0,6,3
"Chris Owusu, WR",NYJ/TB,4,4,58,14.5,0,36,1,11.6,0,1,3
"Robert Herron, WR",TB,6,12,58,9.7,1,16,0,7.3,0,27,3
"Bryan Walters, WR",SEA,6,11,57,9.5,0,17,0,4.4,0,40,3
"Ka'Deem Carey, RB",CHI,5,6,57,11.4,0,18,0,4.1,0,50,2
"Cory Harkey, TE",STL,8,11,55,6.9,1,21,1,3.4,0,39,5
"Ace Sanders, WR",JAX,6,8,55,9.2,0,24,1,4.6,0,9,1
"Kris Durham, WR",TEN,6,11,54,9.0,0,14,0,13.5,0,14,2
"Garrett Celek, TE",SF,2,2,53,26.5,0,31,2,17.7,0,10,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kenbrell Thompkins, WR",OAK/NE,6,10,53,8.8,0,16,0,26.5,0,30,3
"Corey Washington, WR",NYG,5,8,52,10.4,1,20,1,3.7,0,12,4
"Kevin Ogletree, WR",DET/NYG,5,9,50,10.0,0,15,0,7.1,0,13,2
"Adrien Robinson, TE",NYG,5,7,50,10.0,1,29,1,3.1,0,55,3
"Boobie Dixon, RB",BUF,8,9,49,6.1,0,10,0,3.1,0,39,3
"Rex Burkhead, RB",CIN,7,10,49,7.0,0,15,0,5.4,0,37,3
"James Hanna, TE",DAL,4,6,48,12.0,0,27,1,3.0,0,10,3
"Chris Gragg, TE",BUF,7,10,48,6.9,1,14,0,4.8,0,25,4
"Andre Caldwell, WR",DEN,5,15,47,9.4,0,15,0,2.9,0,17,4
"Matt Spaeth, TE",PIT,3,4,46,15.3,1,33,1,3.1,0,18,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeff Maehl, WR",PHI,5,5,46,9.2,0,15,0,5.8,0,11,1
"Seyi Ajirotutu, WR",SD,4,12,45,11.3,0,17,0,2.8,0,11,4
"Frankie Hammond, WR",KC,4,12,45,11.3,0,22,1,2.8,0,18,2
"DeAngelo Williams, RB",CAR,5,6,44,8.8,0,30,1,7.3,0,57,2
"Michael Hoomanawanui, TE",NE,3,5,44,14.7,0,23,1,2.8,0,6,2
"Quinton Patton, WR",SF,3,8,44,14.7,0,35,1,11.0,0,0,1
"Brandon Williams, TE",CAR,4,8,44,11.0,0,16,0,3.1,0,9,4
"James Develin, RB",NE,6,8,43,7.2,0,13,0,2.7,1,32,3
"Lee Smith, TE",BUF,7,8,42,6.0,1,18,0,3.0,0,14,3
"Marquise Goodwin, WR",BUF,1,9,42,42.0,0,42,1,4.2,1,6,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Luke Stocker, TE",TB,7,11,41,5.9,0,11,0,3.2,0,19,2
"Will Johnson, RB",PIT,6,10,41,6.8,0,18,0,2.6,0,27,3
"Jerrel Jernigan, WR",NYG,6,9,40,6.7,0,11,0,20.0,0,9,2
"Ronnie Brown, RB",SD/HOU,4,7,39,9.8,0,24,1,5.6,0,33,1
"Jed Collins, RB",DET,5,6,39,7.8,1,24,1,2.4,0,37,2
"Aaron Dobson, WR",NE,3,5,38,12.7,0,16,0,9.5,0,22,2
"Troy Niklas, TE",ARI,3,4,38,12.7,0,17,0,5.4,0,19,2
"Tyler Eifert, TE",CIN,3,3,37,12.3,0,20,1,37.0,0,11,2
"LeGarrette Blount, RB",NE/PIT,6,8,36,6.0,0,13,0,3.3,0,49,3
"John Conner, RB",NYG/NYJ,2,3,35,17.5,1,26,1,2.9,0,28,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Brian Leonhardt, TE",OAK,6,8,35,5.8,1,12,0,2.9,0,9,2
"Danny Woodhead, RB",SD,5,6,34,6.8,0,14,0,11.3,0,33,4
"Darrius Heyward-Bey, WR",PIT,3,5,33,11.0,0,17,0,2.1,1,0,1
"Orleans Darkwa, RB",MIA/NYG,3,3,31,10.3,0,17,0,7.8,0,24,2
"Darrin Reaves, RB",CAR,5,8,31,6.2,0,16,0,5.2,0,41,1
"DeVier Posey, WR",HOU,1,1,30,30.0,0,30,1,30.0,0,3,1
"Vance McDonald, TE",SF,2,7,30,15.0,0,21,1,3.8,1,26,0
"Tommy Bohanon, RB",NYJ,2,2,30,15.0,0,16,0,7.5,0,30,2
"Derrick Coleman, RB",SEA,2,2,29,14.5,1,15,0,5.8,0,24,2
"Marion Grice, RB",ARI/SD,7,11,29,4.1,0,15,0,2.9,0,38,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jackie Battle, RB",TEN,5,5,28,5.6,0,12,0,1.8,0,24,2
"C.J. Fiedorowicz, TE",HOU,4,7,28,7.0,1,9,0,1.9,0,10,1
"Cedric Peerman, RB",CIN,3,5,27,9.0,0,17,0,1.7,0,25,1
"Erik Lorig, DE",NO,9,10,27,3.0,1,14,0,2.7,0,36,2
"Phillip Supernaw, TE",KC/BAL,2,2,27,13.5,0,29,1,4.5,0,22,1
"Chris Thompson, RB",WSH,6,7,27,4.5,1,9,0,13.5,0,37,2
"Fitzgerald Toussaint, RB",BAL,3,6,27,9.0,0,15,0,6.8,0,27,1
"Craig Stevens, TE",TEN,2,2,26,13.0,0,20,1,5.2,0,18,1
"Ryan Broyles, WR",DET,2,5,25,12.5,0,21,1,5.0,0,9,2
"Antwon Blake, DB",PIT,1,1,25,25.0,0,25,1,1.6,0,13,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Juwan Thompson, RB",DEN,4,7,25,6.3,0,14,0,1.7,0,21,0
"Taylor Thompson, TE",TEN,2,4,24,12.0,0,13,0,8.0,0,11,2
"Jay Prosch, RB",HOU,1,4,24,24.0,0,24,1,1.5,0,18,1
"John Kuhn, RB",GB,4,4,23,5.8,0,9,0,1.4,0,26,0
"Jarrett Boykin, WR",GB,3,12,23,7.7,0,11,0,1.8,0,27,1
"Griff Whalen, WR",IND,2,3,23,11.5,0,18,0,2.3,0,1,2
"Joseph Randle, RB",DAL,4,5,23,5.8,0,14,0,1.4,0,31,1
"Dri Archer, RB",PIT,7,10,23,3.3,0,15,0,1.9,0,24,0
"Cody Latimer, WR",DEN,2,4,23,11.5,0,14,0,2.9,0,12,1
"James White, RB",NE,5,5,23,4.6,0,11,0,7.7,0,21,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kevin Brock, TE",CIN,5,6,21,4.2,0,10,0,1.5,0,11,2
"Harold Hoskins, TE",MIA/SEA,3,4,21,7.0,0,14,0,1.9,0,13,2
"Stevan Ridley, RB",NE,4,5,20,5.0,0,7,0,3.3,0,28,0
"Chris Owusu, WR",NYJ/TB,2,2,20,10.0,1,19,0,6.7,0,0,1
"Demetrius Harris, TE",KC,3,5,20,6.7,0,10,0,2.5,0,5,1
"Adrian Peterson, RB",MIN,2,3,18,9.0,0,9,0,18.0,0,21,1
"LeGarrette Blount, RB",NE/PIT,4,4,18,4.5,0,11,0,3.6,0,14,1
"Andy Dalton, QB",CIN,1,1,18,18.0,1,18,0,1.1,0,18,1
"Jamize Olawale, RB",OAK,5,6,18,3.6,2,7,0,1.1,0,9,2
"Devin Street, WR",DAL,2,7,18,9.0,0,9,0,1.1,0,5,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Trey Watts, RB",STL,3,4,18,6.0,0,11,0,1.3,0,16,2
"Russell Wilson, QB",SEA,1,1,17,17.0,0,17,0,1.1,0,2,1
"Orleans Darkwa, RB",MIA/NYG,2,3,17,8.5,0,9,0,2.4,0,15,0
"Cameron Brate, TE",TB,1,1,17,17.0,0,17,0,3.4,0,3,1
"Joe Webb, QB",CAR,1,3,16,16.0,0,16,0,2.3,0,2,1
"Chris Polk, RB",PHI,2,3,16,8.0,0,15,0,1.1,0,24,1
"MarQueis Gray, TE",BUF/MIN,1,2,16,16.0,0,16,0,2.0,0,10,1
"Jeff Janis, WR",GB,2,2,16,8.0,0,9,0,5.3,0,2,2
"Nic Jacobs, TE",NO/JAX,2,4,16,8.0,1,14,0,1.2,0,4,2
"Brian Leonard, RB",NO/TB,1,1,15,15.0,0,15,0,15.0,0,11,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Austin Johnson, LB",NO,2,2,15,7.5,1,13,0,2.1,0,17,2
"Ray Agnew, FB",CLE,3,9,15,5.0,0,12,0,1.3,0,10,1
"Damian Williams, WR",STL/MIA,1,1,14,14.0,0,14,0,14.0,0,2,1
"David Ausberry, WR",OAK,2,4,14,7.0,0,7,0,2.3,0,2,0
"Shonn Greene, RB",TEN,1,3,13,13.0,0,13,0,1.0,0,10,1
"Bernard Pierce, RB",BAL,2,6,13,6.5,0,7,0,1.0,0,10,0
"Tavarres King, WR",TB/JAX,2,3,13,6.5,0,7,0,6.5,0,0,1
"Christine Michael, RB",SEA,1,2,12,12.0,0,12,0,1.2,0,18,0
"Courtney Roby, WR",ATL,1,2,11,11.0,0,11,0,2.8,0,1,1
"Brad Smith, WR",PHI,1,3,11,11.0,0,11,0,0.8,0,14,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Alfonso Smith, RB",SF,3,4,11,3.7,0,5,0,1.8,0,14,0
"DuJuan Harris, RB",GB,1,2,11,11.0,0,11,0,0.7,0,10,1
"Kerwynn Williams, RB",ARI/SD,2,6,11,5.5,0,6,0,2.2,0,14,0
"Antonio Andrews, RB",TEN,2,2,11,5.5,0,6,0,2.8,0,0,0
"Frank Summers, FB",BUF,5,8,9,1.8,0,4,0,0.9,0,5,0
"Karl Klug, DT",TEN,1,1,9,9.0,0,9,0,0.6,0,6,1
"Michael Cox, RB",NYG,2,3,9,4.5,0,9,0,2.3,0,16,0
"Joshua Cribbs, WR",IND/NYJ,1,1,8,8.0,0,8,0,1.3,0,1,0
"Micheal Spurlock, WR",CHI,1,3,8,8.0,0,8,0,8.0,0,7,0
"Knowshon Moreno, RB",MIA,1,1,8,8.0,0,8,0,2.7,0,11,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jonathan Dwyer, RB",ARI,2,3,8,4.0,0,5,0,4.0,0,9,0
"Brandon Bolden, RB",NE,2,6,8,4.0,0,4,0,0.5,0,11,0
"Marcel Jensen, TE",JAX,1,1,8,8.0,0,8,0,8.0,0,3,0
"Jonas Gray, RB",NE,1,4,7,7.0,0,7,0,0.9,0,3,0
"Jalen Saunders, WR",NO/NYJ/ARI/SEA,1,1,7,7.0,0,7,0,1.2,0,2,0
"Aldrick Robinson, WR",WSH,1,3,6,6.0,0,6,0,1.2,0,8,0
"Brian Schwenke, C",TEN,1,1,6,6.0,0,6,0,0.5,1,0,0
"Ronnie Brown, RB",SD/HOU,1,1,5,5.0,0,5,0,1.7,0,0,0
"David Johnson, TE",SD,1,1,4,4.0,0,4,0,0.3,0,2,0
"Will Tukuafu, DT",SF/SEA,1,2,4,4.0,0,4,0,0.4,0,5,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"J.J. Watt, DE",HOU,3,3,4,1.3,3,2,0,0.3,0,0,3
"Kevin Dorsey, WR",GB,1,1,4,4.0,0,4,0,1.3,0,10,0
"Donald Penn, OT",OAK,1,1,3,3.0,1,3,0,0.2,0,2,1
"Jorvorskie Lane, RB",TB,1,1,3,3.0,0,3,0,0.3,0,3,0
"Bear Pascoe, TE",ATL,2,2,3,1.5,1,2,0,0.2,0,0,1
"Isa Abdul-Quddus, DB",DET,1,1,3,3.0,0,3,0,0.2,0,6,0
"Phillip Supernaw, TE",KC/BAL,1,1,3,3.0,0,3,0,1.5,0,1,0
"Brandon Bostick, TE",GB,2,4,3,1.5,1,2,0,0.2,0,1,1
"Drew Brees, QB",NO,1,1,1,1.0,0,1,0,0.1,0,0,0
"Khalif Barnes, OT",OAK,1,1,1,1.0,0,1,0,0.1,1,3,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"John Phillips, TE",SD,1,1,1,1.0,1,1,0,0.1,0,0,1
"Michael Palmer, TE",PIT,1,2,1,1.0,1,1,0,0.1,0,1,1
"Tyler Clutts, RB",DAL,1,1,1,1.0,0,1,0,0.1,0,0,0
"Anthony Castonzo, OT",IND,1,1,1,1.0,1,1,0,0.1,0,0,1
"Shaun Hill, QB",STL,1,1,0,.0,0,0,0,0.0,0,8,0
"Maurkice Pouncey, C",PIT,1,1,0,.0,0,0,0,0.0,0,0,0
"Senorise Perry, RB",CHI,1,1,-1,-1.0,0,-1,0,-0.1,0,1,0
"Ryan Tannehill, QB",MIA,1,1,-4,-4.0,0,0,0,-0.3,0,4,0
"Storm Johnson, RB",JAX,1,1,-4,-4.0,0,-4,0,-0.7,0,1,0
"Mike James, RB",TB,1,1,-5,-5.0,0,-5,0,-0.5,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Gabe Jackson, OG",OAK,2,2,-5,-2.5,0,1,0,-0.4,0,2,0
