PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bernard Pierce, RB",BAL,20,25,104,5.2,0,15,0,6.5,0,110,3
"Andre Brown, RB",NYG,20,29,103,5.2,0,14,0,12.9,0,114,3
"Brice Butler, WR",OAK,9,17,103,11.4,0,29,2,10.3,0,23,4
"Da'Rel Scott, RB",NYG,11,19,102,9.3,1,23,2,20.4,0,118,3
"David Paulson, TE",PIT,6,10,102,17.0,0,34,2,6.4,1,35,3
"Jacoby Ford, WR",OAK,13,24,99,7.6,0,22,1,7.1,1,72,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Marcus Thigpen, RB",MIA,8,11,97,12.1,1,50,1,6.1,0,87,4
"Peyton Hillis, RB",NYG,13,22,96,7.4,0,16,0,13.7,1,103,5
"Kenny Britt, WR",TEN,11,35,96,8.7,0,15,0,8.0,0,4,5
"Deonte Thompson, WR",BAL,10,18,96,9.6,0,33,1,13.7,0,22,4
"James Starks, RB",GB,10,13,89,8.9,1,23,1,6.8,0,111,3
"Toby Gerhart, RB",MIN,13,19,88,6.8,0,13,0,6.3,0,80,3
"Jeron Mastrud, TE",OAK,6,13,88,14.7,0,41,1,5.5,0,56,3
"Mario Manningham, WR",SF,9,23,85,9.4,0,14,0,14.2,0,19,5
"Ryan Broyles, WR",DET,8,14,85,10.6,0,22,1,14.2,0,33,4
"Bryce Brown, RB",PHI,8,13,84,10.5,0,35,2,5.3,0,94,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Chris Hogan, WR",BUF,10,17,83,8.3,0,16,0,5.2,0,29,4
"Tony Scheffler, TE",DET,7,12,82,11.7,0,22,1,16.4,0,28,4
"Justin Forsett, RB",JAX,15,16,82,5.5,0,14,0,9.1,1,110,5
"Ricardo Lockette, WR",SEA,5,7,82,16.4,0,33,2,10.3,0,16,3
"John Kuhn, RB",GB,13,19,81,6.2,0,20,1,5.4,0,88,2
"Bear Pascoe, TE",NYG,12,20,81,6.8,0,14,0,5.1,0,53,3
"Dwayne Harris, WR",DAL,9,14,80,8.9,2,24,1,6.2,0,33,5
"Frank Summers, FB",BUF,7,8,79,11.3,1,34,1,5.3,0,69,5
"Lee Smith, TE",BUF,5,9,78,15.6,0,28,2,4.9,0,42,4
"Isaiah Pead, RB",STL,11,15,78,7.1,0,14,0,7.8,0,69,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Alfred Morris, RB",WSH,9,12,78,8.7,0,17,0,4.9,0,80,2
"Stephen Burton, WR",JAX,8,13,76,9.5,0,22,1,19.0,0,37,4
"Jonathan Grimes, RB",HOU,6,6,76,12.7,0,31,1,38.0,1,65,2
"Jake Ballard, TE",ARI,7,9,75,10.7,2,29,1,9.4,0,38,5
"Knile Davis, RB",KC,11,15,75,6.8,0,17,0,4.7,1,99,4
"James Hanna, TE",DAL,12,15,73,6.1,0,21,1,4.6,0,59,2
"Darrel Young, FB",WSH,4,9,71,17.8,1,62,1,5.5,0,40,1
"Stepfan Taylor, RB",ARI,8,9,71,8.9,0,29,1,4.4,0,53,2
"Fred Davis, TE",WSH,7,17,70,10.0,1,23,1,7.0,0,20,5
"David Johnson, TE",PIT,4,6,70,17.5,0,32,1,14.0,0,35,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kevin Ogletree, WR",DET/TB,8,21,70,8.8,1,20,1,17.5,0,22,5
"Michael Egnew, TE",MIA,7,11,69,9.9,0,14,0,4.3,0,29,2
"Tommy Bohanon, RB",NYJ,11,16,69,6.3,0,21,1,4.3,0,63,4
"Alfonso Smith, RB",ARI,10,13,68,6.8,0,10,0,4.3,0,83,1
"Mark Ingram, RB",NO,7,11,68,9.7,0,23,1,6.2,0,77,2
"Nick Toon, WR",NO,4,12,68,17.0,0,35,1,8.5,0,10,2
"Eric Page, WR",TB,4,9,68,17.0,0,30,2,4.3,0,16,3
"Jeff Maehl, WR",PHI,4,9,67,16.8,1,37,1,4.2,0,34,3
"Doug Martin, RB",TB,12,24,66,5.5,0,13,0,11.0,0,59,1
"Myles White, WR",GB,9,12,66,7.3,0,15,0,9.4,0,56,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
