PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jonathan Dwyer, RB",PIT,8,11,64,8.0,0,23,1,4.3,0,55,3
"Seyi Ajirotutu, WR",SD,3,4,64,21.3,1,26,2,4.6,0,11,3
"Markus Wheaton, WR",PIT,6,13,64,10.7,0,21,1,5.3,0,39,5
"Felix Jones, RB",PIT,9,13,63,7.0,0,15,0,3.9,0,49,2
"Austin Collie, WR",NE,6,11,63,10.5,0,19,0,9.0,0,11,6
"Daniel Thomas, RB",MIA,15,17,63,4.2,2,16,0,4.2,0,86,6
"Danny Noble, TE",JAX,2,3,63,31.5,1,62,1,7.9,0,51,1
"Jamize Olawale, RB",OAK,7,11,63,9.0,0,25,1,3.9,0,56,3
"Zach Sudfeld, TE",NE/NYJ,5,7,63,12.6,0,25,2,5.7,0,34,4
"James Develin, RB",NE,4,4,62,15.5,0,31,1,3.9,0,34,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Stevan Ridley, RB",NE,10,12,62,6.2,0,24,1,4.4,1,62,2
"Derrick Coleman, RB",SEA,8,8,62,7.8,1,12,0,5.2,1,49,4
"Dane Sanzenbacher, WR",CIN,6,8,61,10.2,0,23,1,6.1,0,32,3
"Chris Polk, RB",PHI,4,5,61,15.3,0,34,1,4.1,0,50,1
"Rhett Ellison, RB",MIN,5,10,61,12.2,1,17,0,5.5,0,38,4
"Joseph Randle, RB",DAL,8,10,61,7.6,0,13,0,4.7,0,63,2
"Ronnie Brown, RB",SD,8,8,60,7.5,0,15,0,3.8,0,66,3
"Robert Turbin, RB",SEA,8,12,60,7.5,0,19,0,3.8,0,64,2
"Josh Cooper, WR",CLE,9,14,60,6.7,0,16,0,12.0,0,23,5
"Jeremy Ross, WR",DET/GB,5,10,59,11.8,1,19,0,5.9,0,18,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lance Dunbar, RB",DAL,7,7,59,8.4,0,17,0,6.6,1,63,2
"Benjamin Cunningham, RB",STL,6,10,59,9.8,0,18,0,4.2,0,59,2
"Tony Fiammetta, FB",CHI,4,5,57,14.3,0,30,1,3.6,0,48,2
"Edwin Baker, RB",CLE,8,9,57,7.1,0,16,0,19.0,0,70,3
"Daniel Herron, RB",IND,1,1,57,57.0,0,57,1,9.5,0,60,1
"Marlon Moore, WR",MIA/SF,6,11,56,9.3,0,13,0,7.0,0,14,4
"Domenik Hixon, WR",CAR,7,9,55,7.9,1,14,0,3.7,0,8,2
"Taiwan Jones, RB",OAK,2,3,55,27.5,0,52,1,3.4,0,41,1
"Levine Toilolo, TE",ATL,11,14,55,5.0,2,12,0,3.4,0,26,4
"Jed Collins, RB",NO,14,18,54,3.9,0,8,0,3.4,0,72,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Patrick Peterson, DB",ARI,6,8,54,9.0,0,19,0,3.4,0,38,3
"Chris Gragg, TE",BUF,5,7,53,10.6,1,28,1,5.9,0,12,4
"Teddy Williams, DB",ARI,1,1,51,51.0,0,51,1,17.0,0,6,1
"Niles Paul, WR",WSH,4,8,51,12.8,0,25,1,3.4,0,20,2
"Trent Richardson, RB",CLE/IND,7,11,51,7.3,0,18,0,25.5,0,52,2
"Patrick DiMarco, RB",ATL,8,9,49,6.1,0,12,0,3.5,0,38,1
"Michael Bush, RB",CHI,4,7,48,12.0,1,17,0,3.2,0,47,2
"Vonta Leach, FB",BAL,11,20,47,4.3,1,12,0,2.9,0,53,3
"Joel Dreessen, TE",DEN,7,9,47,6.7,1,14,0,3.6,0,25,3
"Erik Lorig, DE",TB,11,14,47,4.3,0,20,1,3.1,0,58,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Weslye Saunders, TE",IND,4,11,46,11.5,0,18,0,7.7,0,12,3
"Cyrus Gray, RB",KC,7,10,46,6.6,0,18,0,2.9,0,52,2
"Patrick Edwards, WR",DET,5,11,46,9.2,0,11,0,11.5,0,25,2
"Dennis Johnson, RB",HOU,8,12,46,5.8,0,14,0,5.8,0,60,2
"Virgil Green, TE",DEN,9,12,45,5.0,0,10,0,2.8,0,21,0
"Jonathan Stewart, RB",CAR,7,7,44,6.3,0,16,0,7.3,0,42,3
"Josh Hill, TE",NO,6,10,44,7.3,1,9,0,3.1,0,32,3
"Mike James, RB",TB,10,11,43,4.3,0,20,1,5.4,0,49,1
"Ahmad Bradshaw, RB",IND,7,8,42,6.0,0,14,0,14.0,0,42,2
"Will Johnson, RB",PIT,8,11,41,5.1,1,9,0,2.7,0,42,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Will Ta'ufo'ou, RB",JAX,10,15,40,4.0,0,11,0,2.5,0,36,1
"Allen Reisner, TE",JAX,5,9,40,8.0,0,16,0,8.0,0,8,1
"Kerry Taylor, WR",ARI/JAX,3,4,40,13.3,0,17,0,13.3,0,1,3
"Shonn Greene, RB",TEN,6,7,39,6.5,0,28,1,3.5,0,63,1
"LeGarrette Blount, RB",NE,2,5,38,19.0,0,32,1,2.4,0,41,1
"Nate Byham, TE",TB,3,3,38,12.7,0,34,1,9.5,0,9,2
"Garrett Celek, TE",SF,2,4,38,19.0,0,30,1,3.2,1,22,1
"Jerome Felton, RB",MIN,6,8,37,6.2,0,11,0,2.8,0,22,3
"Louis Murphy, WR",NYG,6,13,37,6.2,1,8,0,2.6,1,6,2
"Michael Preston, WR",TEN,5,7,37,7.4,2,10,0,5.3,0,1,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jackie Battle, RB",TEN,4,5,36,9.0,0,24,1,2.3,0,39,1
"Kevin Brock, TE",KC,3,6,36,12.0,0,25,1,9.0,0,10,1
"Lestar Jean, WR",HOU,4,8,35,8.8,0,11,0,2.7,0,7,3
"Greg Jones, RB",HOU,5,11,34,6.8,0,19,0,2.1,0,9,1
"Dorin Dickerson, WR",DET,2,5,34,17.0,0,26,1,6.8,0,26,1
"Dominique Jones, TE",IND/KC,2,3,34,17.0,0,21,1,5.7,0,27,2
"Quinton Patton, WR",SF,3,5,34,11.3,0,29,1,5.7,0,8,1
"Joe Webb, QB",MIN,5,12,33,6.6,0,15,0,2.1,0,2,2
"Phillip Tanner, RB",DAL,3,4,33,11.0,0,17,0,2.1,0,34,1
"Kellen Davis, TE",SEA,3,4,32,10.7,1,23,1,2.1,0,12,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Juron Criner, WR",OAK,3,8,32,10.7,0,20,1,32.0,0,11,2
"Collin Mooney, FB",TEN,6,6,32,5.3,0,22,1,2.7,0,35,1
"Dion Sims, TE",MIA,6,10,32,5.3,1,8,0,2.1,0,8,3
"James Casey, TE",PHI,3,6,31,10.3,0,12,0,2.1,0,30,3
"John Conner, RB",NYG,6,11,31,5.2,0,12,0,2.4,0,30,2
"Larry Donnell, TE",NYG,3,6,31,10.3,0,11,0,1.9,0,11,2
"Lamaar Thomas, WR",JAX,2,3,31,15.5,0,18,0,15.5,0,16,2
"John Phillips, TE",SD,4,6,30,7.5,0,13,0,2.0,0,22,1
"Boobie Dixon, RB",SF,3,3,30,10.0,0,19,0,1.9,0,28,1
"Ryan Taylor, TE",GB,6,9,30,5.0,0,8,0,2.1,1,17,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Johnathan Franklin, RB",GB,4,5,30,7.5,0,10,0,2.7,0,27,2
"Bradie Ewing, RB",ATL,2,2,29,14.5,0,15,0,14.5,0,26,2
"Jonathan Baldwin, WR",SF,3,9,28,9.3,0,15,0,4.0,0,5,1
"Michael Robinson, FB",SEA,2,3,27,13.5,0,21,1,3.0,0,11,1
"Brad Smith, WR",PHI,2,2,27,13.5,0,14,0,4.5,0,22,2
"Bobby Rainey, RB",CLE/TB,11,15,27,2.5,1,11,0,3.0,0,38,3
"Theo Riddick, RB",DET,4,8,26,6.5,0,8,0,1.9,0,18,1
"Michael Hill, RB",GB/TB,2,2,23,11.5,0,12,0,3.8,0,15,1
"BenJarvus Green-Ellis, RB",CIN,4,8,22,5.5,0,10,0,1.4,0,10,1
"Chimdi Chekwa, DB",OAK,1,1,22,22.0,0,22,1,1.5,0,14,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Tom Crabtree, TE",TB,4,7,21,5.3,1,14,0,3.0,0,13,2
"Jeff Demps, RB",TB,3,3,21,7.0,0,10,0,10.5,0,28,1
"Willis McGahee, RB",CLE,8,10,20,2.5,0,9,0,1.7,0,11,0
"Chad Hall, WR",KC,2,7,20,10.0,0,11,0,2.2,0,17,2
"Dwayne Allen, TE",IND,1,2,20,20.0,1,20,1,20.0,0,5,1
"Derek Moye, WR",PIT,2,6,20,10.0,1,19,0,2.9,0,1,2
"Mike Goodson, RB",NYJ,2,3,19,9.5,0,10,0,9.5,0,18,2
"Bobby Rainey, RB",CLE/TB,4,4,19,4.8,0,15,0,3.2,0,29,0
"Jack Doyle, TE",IND,5,7,19,3.8,0,8,0,1.3,0,13,0
"Billy Bajema, TE",BAL,2,2,18,9.0,0,18,0,3.0,0,9,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremy Ebert, WR",JAX,3,8,18,6.0,0,8,0,3.6,0,6,0
"Kassim Osgood, WR",SF,1,1,17,17.0,0,17,0,1.2,0,5,0
"Percy Harvin, WR",SEA,1,1,17,17.0,0,17,0,17.0,0,7,1
"Matthew Mulligan, TE",NE,2,3,16,8.0,1,15,0,1.1,0,18,1
"Kory Sperry, TE",ARI,1,1,16,16.0,0,16,0,2.0,0,1,1
"LaMichael James, RB",SF,2,3,16,8.0,0,12,0,1.6,0,12,1
"Tori Gurley, WR",CLE,1,3,15,15.0,0,15,0,5.0,0,2,1
"Nick Williams, WR",WSH,3,11,15,5.0,0,6,0,3.0,0,1,2
"Joe Staley, OT",SF,1,1,14,14.0,0,14,0,0.9,0,5,1
"Isaac Redman, RB",PIT,4,5,14,3.5,0,7,0,4.7,0,10,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Damaris Johnson, WR",PHI,2,3,14,7.0,0,8,0,1.1,0,3,0
"Brandon Jacobs, RB",NYG,2,7,13,6.5,0,8,0,1.9,0,17,0
"Dante Rosario, TE",CHI,1,4,13,13.0,0,13,0,0.9,0,16,1
"Marcus Easley, WR",BUF,2,5,13,6.5,0,9,0,0.8,0,3,0
"Kendall Hunter, RB",SF,2,4,13,6.5,0,9,0,0.8,0,17,0
"Matt Asiata, RB",MIN,5,8,13,2.6,0,8,0,1.2,0,24,1
"Taylor Thompson, TE",TEN,3,6,13,4.3,1,9,0,0.8,0,2,1
"Geno Smith, QB",NYJ,1,1,13,13.0,0,13,0,0.8,0,2,1
"Marquess Wilson, WR",CHI,2,3,13,6.5,0,10,0,1.3,0,10,1
"Alex Smith, TE",CIN,3,6,12,4.0,1,7,0,0.8,1,6,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Richie Brockel, TE",CAR,1,1,12,12.0,0,12,0,0.8,0,10,1
"Kevin Cone, WR",ATL,1,1,12,12.0,0,12,0,0.8,0,6,1
"Brian Tyms, WR",CLE,2,5,12,6.0,0,6,0,1.7,0,0,2
"Michael Cox, RB",NYG,3,3,12,4.0,0,11,0,0.9,0,18,1
"Skye Dawson, WR",TB,2,7,12,6.0,0,9,0,1.7,0,6,0
"Ray Graham, RB",HOU,1,3,12,12.0,0,12,0,12.0,0,7,1
"Matt Spaeth, TE",PIT,1,2,11,11.0,1,11,0,2.8,0,0,1
"LaRod Stephens-Howling, RB",PIT,2,3,11,5.5,0,7,0,11.0,0,12,0
"Joe Banyard, RB",MIN,1,1,11,11.0,0,11,0,3.7,0,13,1
"Tashard Choice, RB",BUF/IND,4,8,10,2.5,0,5,0,0.8,0,21,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bernard Scott, RB",BAL,2,2,10,5.0,0,8,0,5.0,0,9,0
"Antone Smith, RB",ATL,2,3,10,5.0,0,6,0,0.7,0,5,0
"Armanti Edwards, WR",CLE/CAR,1,1,10,10.0,0,10,0,5.0,0,7,0
"Chris Ivory, RB",NYJ,2,7,10,5.0,0,12,0,0.7,0,8,1
"Brad Meester, C",JAX,1,1,9,9.0,0,9,0,0.6,0,10,1
"Nick Kasa, TE",OAK,1,5,9,9.0,1,9,0,0.6,0,0,1
"Ben Obomanu, WR",NYJ,1,1,8,8.0,0,8,0,2.7,0,2,0
"Eric Weems, WR",CHI,1,2,8,8.0,0,8,0,0.5,0,3,1
"Michael Palmer, TE",PIT,1,1,8,8.0,0,8,0,0.5,0,7,0
"Alex Green, RB",NYJ,2,2,8,4.0,0,7,0,0.6,0,18,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremy Ross, WR",DET/GB,1,3,8,8.0,0,8,0,2.7,0,5,1
"David Wilson, RB",NYG,2,5,8,4.0,0,6,0,1.6,0,11,0
"Orson Charles, TE",CIN,1,2,8,8.0,0,8,0,0.6,0,8,0
"MarQueis Gray, TE",CLE,2,9,8,4.0,0,5,0,0.7,0,6,0
"Zach Line, RB",MIN,1,3,8,8.0,0,8,0,2.7,0,5,0
"Konrad Reuland, TE",NYJ,1,3,7,7.0,0,7,0,0.7,0,7,0
"Kenjon Barner, RB",CAR,2,3,7,3.5,0,5,0,0.9,0,14,0
"Joshua Cribbs, WR",NYJ,2,2,6,3.0,0,5,0,1.0,0,4,0
"Brandon Tate, WR",CIN,1,2,6,6.0,0,6,0,0.4,0,0,0
"Marlon Moore, WR",MIA/SF,1,4,6,6.0,0,6,0,1.0,0,-2,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Tyrod Taylor, QB",BAL,1,1,6,6.0,0,6,0,2.0,0,9,0
"Robert Hughes, RB",IND,1,2,6,6.0,0,6,0,6.0,0,7,0
"Jeremy Stewart, RB",OAK,2,2,6,3.0,0,5,0,0.5,0,6,0
"Craig Stevens, TE",TEN,2,6,5,2.5,0,6,0,0.3,0,4,0
"Tashard Choice, RB",BUF/IND,1,1,5,5.0,0,5,0,1.7,0,2,1
"Mike McNeill, TE",STL,1,1,5,5.0,0,5,0,0.4,0,8,0
"Travaris Cadet, RB",NO,2,2,5,2.5,1,3,0,0.4,0,8,1
"Darius Reynaud, WR",TEN/NYJ,1,2,4,4.0,0,4,0,0.6,0,6,0
"Tyler Clutts, RB",DAL/MIA,1,1,4,4.0,0,4,0,1.0,1,3,0
"Justice Cunningham, TE",IND,1,1,4,4.0,0,4,0,4.0,0,2,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Evan Royster, RB",WSH,1,1,3,3.0,0,3,0,0.3,0,8,0
"Richard Gordon, TE",KC,1,1,3,3.0,0,3,0,1.5,0,2,0
"Visanthe Shiancoe, TE",TEN,2,2,2,1.0,0,3,0,2.0,0,6,0
"David Reed, WR",IND,1,3,2,2.0,0,2,0,0.3,0,1,0
"Ronnie Wingo Jr., RB",BUF,1,1,2,2.0,0,2,0,1.0,0,6,0
"Donald Penn, OT",TB,1,1,1,1.0,1,1,0,0.1,0,0,1
"Ryan Fitzpatrick, QB",TEN,1,1,0,.0,0,0,0,0.0,0,6,0
"Samson Satele, C",IND,1,1,0,.0,0,0,0,0.0,0,4,0
"Deji Karim, RB",HOU,1,2,-1,-1.0,0,-1,0,-0.1,0,3,0
"Kyle Long, OG",CHI,1,1,-1,-1.0,0,-1,0,-0.1,1,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Alex Smith, QB",KC,1,1,-4,-4.0,0,-4,0,-0.3,0,0,0
"Josh Vaughan, RB",ATL,1,1,-5,-5.0,0,-5,0,-0.8,0,0,0
"Vick Ballard, RB",IND,1,2,-5,-5.0,0,-5,0,-5.0,0,0,0
"Le'Ron McClain, FB",SD,2,3,-7,-3.5,0,7,0,-0.4,0,7,0
