RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
91,"Leonard Weaver, FB",SEA,30,130,4.3,15,0,0,9.3,1,9
 ,"P.J. Pope, RB",DEN,17,130,7.6,24,2,0,26.0,0,6
93,"JaMarcus Russell, QB",OAK,17,127,7.5,24,3,1,8.5,1,11
94,"Trent Edwards, QB",BUF,36,117,3.3,15,0,3,8.4,3,11
95,"Shaun Hill, QB",SF,24,115,4.8,24,1,2,12.8,4,11
96,"Brad Smith, WR",NYJ,12,113,9.4,36,1,0,7.5,1,7
97,"DeShawn Wynn, RB",GB,8,110,13.8,73,1,1,22.0,0,3
98,"Kevin Jones, RB",CHI,34,109,3.2,16,0,0,9.9,0,7
 ,"Eddie Royal, WR",DEN,11,109,9.9,71,1,0,7.3,0,3
100,"Matt Ryan, QB",ATL,55,104,1.9,17,0,1,6.5,4,11
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
101,"Ben Roethlisberger, QB",PIT,34,101,3.0,17,0,2,6.3,4,8
102,"Adrian Peterson, RB",CHI,20,100,5.0,16,0,0,6.7,0,4
 ,"Kolby Smith, RB",KC,35,100,2.9,19,0,1,14.3,0,5
104,"DeSean Jackson, WR",PHI,17,96,5.6,21,1,1,6.0,0,5
105,"Jacob Hester, RB",SD,19,95,5.0,28,1,1,5.9,1,6
106,"Ryan Moats, RB",HOU,26,94,3.6,12,0,1,10.4,0,6
107,"Laurence Maroney, RB",NE,28,93,3.3,17,0,0,31.0,0,4
108,"Patrick Cobbs, RB",MIA,12,88,7.3,44,1,1,5.5,0,4
109,"Lousaka Polite, FB",MIA,23,85,3.7,14,0,0,7.7,0,15
 ,"Jason Wright, RB",CLE,23,85,3.7,11,0,0,5.7,0,7
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
111,"Philip Rivers, QB",SD,31,84,2.7,11,0,0,5.3,2,12
112,"Lance Ball, RB",IND,13,83,6.4,23,1,0,83.0,1,4
113,"Mark Clayton, WR",BAL,6,81,13.5,42,1,1,5.1,0,3
114,"Kyle Eckel, FB",PHI,24,79,3.3,14,0,0,15.8,0,6
115,"Seneca Wallace, QB",SEA,16,78,4.9,23,1,0,7.8,1,5
116,"Gary Russell, RB",PIT,28,77,2.8,15,0,3,6.4,0,11
117,"Ted Ginn, WR",MIA,5,73,14.6,40,2,2,4.6,0,2
118,"J.P. Losman, QB",BUF,12,70,5.8,17,0,2,14.0,1,6
119,"Matt Hasselbeck, QB",SEA,11,69,6.3,15,0,0,9.9,0,5
 ,"Vincent Jackson, WR",SD,4,69,17.3,31,1,0,4.3,0,3
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
121,"Garrett Wolfe, RB",CHI,15,69,4.6,38,1,0,5.3,0,3
 ,"Donnie Avery, WR",STL,10,69,6.9,37,1,1,4.6,0,3
 ,"Harry Douglas, WR",ATL,12,69,5.8,33,1,1,4.3,0,4
 ,"Ryan Torain, RB",DEN,15,69,4.6,19,0,1,34.5,0,4
125,"Matt Schaub, QB",HOU,31,68,2.2,10,0,2,6.2,4,9
126,"Anquan Boldin, WR",ARI,9,67,7.4,30,1,0,5.6,1,3
127,"Tony Richardson, FB",NYJ,10,65,6.5,16,0,0,4.1,0,6
128,"Chad Pennington, QB",MIA,30,62,2.1,16,0,1,3.9,1,6
 ,"Jason Snelling, FB",ATL,15,62,4.1,13,0,0,3.9,0,5
130,"Devin Hester, WR",CHI,6,61,10.2,20,1,0,4.1,0,4
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Quinton Ganther, RB",TEN,9,61,6.8,22,1,0,4.7,0,3
132,"Rashard Mendenhall, RB",PIT,19,58,3.1,12,0,0,14.5,0,2
133,"Kenny Watson, RB",CIN,13,55,4.2,7,0,0,5.5,0,2
 ,"Derek Anderson, QB",CLE,25,55,2.2,15,0,0,5.5,5,5
135,"Lorenzo Booker, RB",PHI,20,53,2.7,8,0,0,5.3,0,2
 ,"Devin Thomas, WR",WSH,3,53,17.7,29,1,1,3.3,0,2
 ,"Andre Caldwell, WR",CIN,5,53,10.6,26,1,0,7.6,0,3
 ,"Dantrell Savage, RB",KC,15,53,3.5,11,0,0,6.6,0,4
139,"Michael Robinson, FB",SF,19,50,2.6,10,0,0,3.1,1,5
140,"Kerry Collins, QB",TEN,25,49,2.0,17,0,0,3.1,2,4
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Kyle Orton, QB",CHI,24,49,2.0,12,0,3,3.3,3,8
142,"Chad Simpson, RB",IND,15,45,3.0,10,0,1,4.1,1,6
143,"Brett Favre, QB",NYJ,21,43,2.0,27,1,1,2.7,5,4
 ,"Aaron Stecker, RB",NO,8,43,5.4,12,0,0,7.2,0,2
 ,"Montell Owens, RB",JAX,2,43,21.5,41,1,2,2.7,0,2
146,"Mike Bell, RB",NO,13,42,3.2,15,0,1,10.5,0,4
147,"Marc Bulger, QB",STL,14,41,2.9,16,0,0,2.7,1,3
 ,"Tony Romo, QB",DAL,28,41,1.5,15,0,0,3.2,5,4
149,"Steve Smith Sr., WR",CAR,5,40,8.0,23,1,0,2.9,0,3
 ,"Clifton Smith, RB",TB,8,40,5.0,10,0,0,4.4,1,3
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
151,"Carson Palmer, QB",CIN,6,38,6.3,15,0,0,9.5,0,2
152,"Sage Rosenfels, QB",HOU,11,37,3.4,15,0,0,6.2,2,2
 ,"Chris Taylor, RB",HOU,14,37,2.6,17,0,0,12.3,1,1
 ,"Mike Tolbert, RB",SD,13,37,2.8,11,0,0,2.8,0,4
155,"Carey Davis, FB",PIT,12,35,2.9,11,0,0,2.5,0,2
 ,"Brandon Jones, WR",TEN,2,35,17.5,28,1,0,2.2,0,1
157,"Jon Kitna, QB",DET,6,34,5.7,10,0,0,8.5,1,3
 ,"Johnnie Lee Higgins, WR",OAK,3,34,11.3,18,0,0,2.1,0,1
159,"Terrell Owens, WR",DAL,7,33,4.7,8,0,0,2.1,0,2
 ,"Devery Henderson, WR",NO,4,33,8.3,30,1,0,2.1,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
161,"Lawrence Vickers, FB",CLE,10,31,3.1,10,0,0,2.6,0,6
162,"Charlie Frye, QB",SEA,2,30,15.0,27,1,0,15.0,0,1
163,"Travis Minor, RB",STL,13,29,2.2,13,0,0,2.2,0,3
 ,"Dan Orlovsky, QB",DET,7,29,4.1,10,0,0,2.9,2,2
 ,"James Johnson, RB",CIN,9,29,3.2,12,0,0,7.3,0,2
166,"Santana Moss, WR",WSH,1,27,27.0,27,1,0,1.7,0,1
 ,"Quinn Gray, QB",KC,1,27,27.0,27,1,0,27.0,0,1
 ,"Vince Young, QB",TEN,8,27,3.4,8,0,0,9.0,0,0
 ,"Jalen Parmele, RB",BAL,2,27,13.5,31,1,0,27.0,0,1
170,"Najeh Davenport, RB",IND/PIT,8,26,3.3,8,0,0,13.0,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Jason McKie, FB",CHI,11,26,2.4,6,0,2,2.4,0,5
 ,"Bernard Berrian, WR",MIN,4,26,6.5,14,0,0,1.6,0,2
 ,"Wes Welker, WR",NE,3,26,8.7,19,0,0,1.6,0,1
 ,"Domenik Hixon, WR",NYG,2,26,13.0,15,0,0,1.6,0,2
175,"Lorenzo Neal, FB",BAL,12,25,2.1,5,0,0,1.6,0,6
 ,"Daunte Culpepper, QB",DET,12,25,2.1,9,0,1,5.0,1,3
177,"Mike Sellers, FB",WSH,6,24,4.0,10,0,0,1.5,1,1
 ,"Shaun Alexander, RB",WSH,11,24,2.2,8,0,0,6.0,0,0
 ,"Troy Smith, QB",BAL,9,24,2.7,8,0,0,4.0,0,1
180,"Heath Evans, FB",NE,11,23,2.1,4,0,0,1.4,0,4
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Kevin Walter, WR",HOU,3,23,7.7,13,0,0,1.4,0,3
182,"Antonio Bryant, WR",TB,2,22,11.0,13,0,0,1.4,0,2
 ,"Lee Evans, WR",BUF,1,22,22.0,22,1,0,1.4,0,1
 ,"Jon Alston, LB",OAK,1,22,22.0,22,1,0,1.6,0,1
185,"Peyton Manning, QB",IND,20,21,1.1,12,0,1,1.3,1,4
 ,"Jake Delhomme, QB",CAR,20,21,1.1,12,0,2,1.3,2,2
 ,"Ahmard Hall, FB",TEN,8,21,2.6,6,0,0,1.3,1,3
 ,"Brady Quinn, QB",CLE,5,21,4.2,12,0,0,7.0,0,2
 ,"Owen Schmitt, FB",SEA,5,21,4.2,14,0,0,1.4,0,1
190,"Robert Meachem, WR",NO,1,20,20.0,20,1,1,1.4,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Drew Stanton, QB",DET,3,20,6.7,15,0,0,6.7,0,1
192,"Andrew Walter, QB",OAK,5,19,3.8,13,0,0,9.5,1,1
 ,"Kregg Lumpkin, RB",GB,1,19,19.0,19,0,0,9.5,0,1
194,"Matt Turk, P",HOU,1,18,18.0,18,0,0,1.1,0,1
 ,"Brad Hoover, FB",CAR,9,18,2.0,5,0,0,1.1,0,5
 ,"Arnaz Battle, WR",SF,1,18,18.0,18,0,0,2.0,0,1
 ,"Nate Washington, WR",PIT,5,18,3.6,8,0,0,1.1,0,1
198,"Ovie Mughelli, FB",ATL,5,16,3.2,9,0,0,1.0,0,4
199,"Luke McCown, QB",TB,3,15,5.0,12,0,0,7.5,0,0
 ,"D.J. Ware, RB",NYG,2,15,7.5,9,0,0,2.5,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
201,"Rock Cartwright, RB",WSH,5,14,2.8,7,0,0,0.9,0,0
 ,"B.J. Askew, FB",TB,7,14,2.0,3,0,2,1.4,0,6
 ,"Rashied Davis, WR",CHI,3,14,4.7,17,0,0,0.9,0,1
204,"Damon Huard, QB",KC,4,13,3.3,15,0,0,2.6,1,1
 ,"Roy Williams, WR",DAL/DET,1,13,13.0,13,0,0,1.3,0,1
 ,"Greg Jones, RB",JAX,2,13,6.5,13,0,0,1.1,0,1
 ,"Davone Bess, WR",MIA,1,13,13.0,13,0,0,0.8,0,1
208,"Michael Bennett, RB",TB,7,12,1.7,4,0,0,2.4,0,0
209,"Marques Tuiasosopo, QB",OAK,2,11,5.5,11,0,0,5.5,1,1
 ,"Patrick Crayton, WR",DAL,1,11,11.0,11,0,0,0.7,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Vernon Davis, TE",SF,1,11,11.0,11,0,0,0.7,0,1
212,"Nick Goings, RB",CAR,9,10,1.1,4,0,0,0.6,0,0
 ,"David Carr, QB",NYG,8,10,1.3,7,0,0,3.3,0,0
 ,"Eli Manning, QB",NYG,20,10,0.5,13,0,1,0.6,0,4
 ,"Mike Karney, FB",NO,8,10,1.3,3,0,2,0.8,0,5
 ,"John Kuhn, RB",GB,8,10,1.3,3,0,1,0.6,0,5
217,"Dennis Northcutt, WR",JAX,1,9,9.0,9,0,0,0.6,0,0
 ,"Laveranues Coles, WR",NYJ,2,9,4.5,6,0,0,0.6,0,0
 ,"Dante Hall, WR",STL,4,9,2.3,10,0,0,1.1,0,2
 ,"T.J. Houshmandzadeh, WR",CIN,1,9,9.0,9,0,0,0.6,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Roscoe Parrish, WR",BUF,2,9,4.5,9,0,0,0.7,0,0
 ,"Santonio Holmes, WR",PIT,2,9,4.5,10,0,0,0.6,0,1
 ,"Sam Koch, P",BAL,1,9,9.0,9,0,0,0.6,0,1
 ,"Tony Hunt, RB",PHI,4,9,2.3,6,0,1,1.5,0,2
 ,"Mike Hart, RB",IND,2,9,4.5,7,0,0,1.8,0,2
 ,"Chauncey Washington, RB",JAX,4,9,2.3,6,0,0,1.5,0,1
227,"Justin McCareins, WR",TEN,2,8,4.0,4,0,0,0.6,1,0
 ,"Jesse Chatman, RB",NYJ,5,8,1.6,5,0,0,2.7,0,0
 ,"Jerricho Cotchery, WR",NYJ,2,8,4.0,8,0,0,0.5,0,0
 ,"Jim Sorgi, QB",IND,5,8,1.6,12,0,0,8.0,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"DeDe Dorsey, RB",CIN,5,8,1.6,7,0,0,2.0,0,0
 ,"Steve Breaston, WR",ARI,2,8,4.0,4,0,0,0.5,0,0
 ,"Keenan Burton, WR",STL,3,8,2.7,5,0,0,0.6,0,0
234,"Gus Frerotte, QB",MIN,19,7,0.4,5,0,1,0.6,2,3
 ,"Aveion Cason, RB",DET,4,7,1.8,4,0,0,1.0,0,0
 ,"Byron Leftwich, QB",PIT,4,7,1.8,8,0,1,1.4,0,1
 ,"Jeff Dugan, TE",MIN,4,7,1.8,2,0,0,0.8,0,4
 ,"Brian Leonard, RB",STL,2,7,3.5,5,0,0,3.5,0,0
239,"Reggie Brown, WR",PHI,1,6,6.0,6,0,0,0.6,0,1
 ,"Keith Ellison, LB",BUF,1,6,6.0,6,0,0,0.4,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
241,"Stevie Johnson, WR",BUF,1,6,6.0,6,0,0,0.5,0,0
242,"Antwaan Randle El, WR",WSH,1,5,5.0,5,0,0,0.3,0,0
 ,"Najeh Davenport, RB",IND/PIT,2,5,2.5,3,0,0,1.3,0,2
 ,"Michael Clayton, WR",TB,2,5,2.5,4,0,0,0.3,0,0
 ,"Matt Leinart, QB",ARI,4,5,1.3,8,0,0,1.3,0,1
 ,"Jason Hill, WR",SF,2,5,2.5,9,0,0,0.3,0,1
 ,"Xavier Omon, RB",BUF,6,5,0.8,2,0,0,2.5,0,1
248,"Trent Green, QB",STL,3,4,1.3,3,0,0,1.3,0,1
 ,"Hines Ward, WR",PIT,1,4,4.0,4,0,0,0.3,0,0
 ,"Donald Driver, WR",GB,2,4,2.0,6,0,0,0.3,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Rex Grossman, QB",CHI,3,4,1.3,2,0,2,1.0,0,3
 ,"Antonio Chatman, WR",CIN,2,4,2.0,2,0,0,0.4,0,0
 ,"Roddy White, WR",ATL,2,4,2.0,2,0,0,0.3,0,0
 ,"Samkon Gado, RB",STL,2,4,2.0,3,0,0,4.0,0,0
 ,"Jordan Palmer, QB",CIN,1,4,4.0,4,0,0,1.3,0,0
 ,"Jerome Felton, RB",DET,2,4,2.0,4,0,0,0.3,0,0
 ,"Matt Flynn, QB",GB,4,4,1.0,6,0,0,0.6,1,1
258,"Derrick Mason, WR",BAL,1,3,3.0,3,0,0,0.2,0,0
 ,"Marty Booker, WR",CHI,1,3,3.0,3,0,0,0.2,0,0
 ,"Chris Henry, RB",TEN,1,3,3.0,3,0,0,3.0,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Deon Anderson, FB",DAL,2,3,1.5,3,0,0,0.2,0,0
262,"Justin Griffith, FB",OAK,2,2,1.0,2,0,0,0.3,0,1
 ,"Marques Hagans, WR",KC,1,2,2.0,2,0,0,1.0,0,0
 ,"Bruce Gradkowski, QB",CLE,1,2,2.0,2,0,0,1.0,0,0
 ,"Kevin Kolb, QB",PHI,13,2,0.2,8,0,0,0.3,0,0
266,"Allen Rossum, CB",SF,1,1,1.0,1,0,1,0.1,0,1
 ,"Chris Chambers, WR",SD,1,1,1.0,1,0,0,0.1,0,0
 ,"Moran Norris, RB",DET,1,1,1.0,1,0,0,0.1,0,0
 ,"Ronald Curry, WR",OAK,1,1,1.0,1,0,0,0.1,0,0
 ,"Vonta Leach, FB",HOU,1,1,1.0,1,0,1,0.1,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Troy Williamson, WR",JAX,1,1,1.0,1,0,0,0.1,0,0
 ,"Greg Camarillo, WR",MIA,2,1,0.5,6,0,0,0.1,0,0
 ,"Aundrae Allison, WR",MIN,1,1,1.0,1,0,0,0.1,0,0
 ,"Chansi Stuckey, WR",NYJ,1,1,1.0,1,0,0,0.1,0,0
275,"Mitch Berger, P",PIT,1,0,0.0,0,0,0,0.0,0,0
 ,"Ike Hilliard, WR",TB,1,0,0.0,0,0,0,0.0,0,0
 ,"Randy Moss, WR",NE,2,0,0.0,2,0,0,0.0,0,0
 ,"Shane Lechler, P",OAK,1,0,0.0,0,0,0,0.0,1,0
 ,"Dan Kreider, FB",STL,1,0,0.0,0,0,0,0.0,0,0
 ,"Ken Dorsey, QB",CLE,2,0,0.0,0,0,0,0.0,2,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
281,"Derrick Frost, P",GB,1,0,0.0,0,0,0,0.0,1,0
 ,"Reggie Williams, WR",JAX,1,0,0.0,0,0,0,0.0,0,0
 ,"Madison Hedgecock, FB",NYG,1,0,0.0,0,0,0,0.0,0,0
 ,"Jason Davis, FB",CHI,1,0,0.0,0,0,0,0.0,0,0
 ,"Brandon Fields, P",MIA,1,0,0.0,0,0,0,0.0,0,0
 ,"Derek Stanley, WR",STL,1,0,0.0,0,0,0,0.0,1,0
287,"Brad Johnson, QB",DAL,2,-1,-0.5,0,0,0,-0.1,1,0
 ,"Brian Griese, QB",TB,5,-1,-0.2,3,0,0,-0.2,0,1
 ,"Drew Brees, QB",NO,22,-1,-0.0,9,0,0,-0.1,5,4
 ,"Tony Scheffler, TE",DEN,1,-1,-1.0,-1,0,0,-0.1,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Calvin Johnson, WR",DET,3,-1,-0.3,7,0,0,-0.1,1,1
292,"Kurt Warner, QB",ARI,18,-2,-0.1,11,0,0,-0.1,2,1
 ,"Chaz Schilens, WR",OAK,1,-2,-2.0,-2,0,0,-0.1,0,0
 ,"Mike Cox, FB",KC,1,-2,-2.0,-2,0,0,-0.1,0,0
295,"Isaac Bruce, WR",SF,1,-3,-3.0,-3,0,0,-0.2,0,0
 ,"Josh McCown, QB",CAR,4,-3,-0.8,0,0,0,-1.5,0,0
 ,"Cleo Lemon, QB",JAX,2,-3,-1.5,-1,0,0,-1.5,0,0
 ,"Cecil Sapp, FB",HOU,2,-3,-1.5,0,0,0,-0.3,0,0
 ,"Kellen Clemens, QB",NYJ,3,-3,-1.0,-1,0,0,-1.5,0,0
 ,"Fred Davis, TE",WSH,1,-3,-3.0,-3,0,0,-0.3,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Dennis Dixon, QB",PIT,2,-3,-1.5,-1,0,0,-3.0,0,0
