RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
71,"Dennis Northcutt, WR",JAX,44,68,545,12.4,2,41,7,38.9,1,129,25
72,"Chad Johnson, WR",CIN,53,96,540,10.2,4,26,3,41.5,0,84,36
73,"Dustin Keller, TE",NYJ,48,78,535,11.1,3,54,7,33.4,0,172,32
74,"Brandon Stokley, WR",DEN,49,85,528,10.8,3,36,3,35.2,0,162,35
75,"Heath Miller, TE",PIT,48,66,514,10.7,3,22,4,36.7,1,257,29
76,"Bobby Engram, WR",SEA,47,80,489,10.4,0,37,5,37.6,1,167,25
 ,"Marcedes Lewis, TE",JAX,41,72,489,11.9,2,30,8,30.6,0,153,21
78,"Kevin Faulk, RB",NE,58,75,486,8.4,3,22,1,32.4,0,474,23
79,"Michael Clayton, WR",TB,38,60,484,12.7,1,58,7,32.3,1,192,21
80,"Jeremy Shockey, TE",NO,50,72,483,9.7,0,26,4,40.3,2,216,30
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
81,"Matt Forte, RB",CHI,63,77,477,7.6,4,19,0,29.8,0,437,23
82,"Jabar Gaffney, WR",NE,38,65,468,12.3,2,37,4,29.3,0,116,26
83,"Malcom Floyd, WR",SD,27,37,465,17.2,4,49,8,35.8,0,61,21
84,"Chris Chambers, WR",SD,33,65,462,14.0,5,48,4,33.0,0,74,21
85,"Plaxico Burress, WR",NYG,35,66,454,13.0,4,33,6,45.4,0,57,25
 ,"Anthony Fasano, TE",MIA,34,53,454,13.4,7,24,6,28.4,0,144,26
87,"David Martin, TE",MIA,31,45,450,14.5,3,61,8,28.1,1,139,20
88,"Brandon Jones, WR",TEN,41,63,449,11.0,1,40,4,28.1,0,119,25
89,"Jerheme Urban, WR",ARI,34,51,448,13.2,4,56,6,28.0,0,168,19
90,"Rashied Davis, WR",CHI,35,67,445,12.7,2,36,5,27.8,0,146,21
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
91,"Reggie Bush, RB",NO,52,72,440,8.5,4,42,5,44.0,1,387,22
 ,"Hank Baskett, WR",PHI,33,52,440,13.3,3,90,5,29.3,1,150,22
93,"Kellen Winslow, TE",CLE,43,81,428,10.0,3,30,3,42.8,1,121,25
94,"LaDainian Tomlinson, RB",SD,52,78,426,8.2,1,32,4,26.6,1,469,19
95,"Ike Hilliard, WR",TB,47,58,424,9.0,4,36,2,26.5,1,130,31
96,"Marion Barber, RB",DAL,52,61,417,8.0,2,70,2,27.8,4,413,16
97,"Justin McCareins, WR",TEN,30,72,412,13.7,0,37,7,29.4,1,79,22
 ,"Deion Branch, WR",SEA,30,59,412,13.7,4,63,4,51.5,0,157,18
99,"Todd Heap, TE",BAL,35,64,403,11.5,3,30,7,25.2,1,181,23
100,"Brian Westbrook, RB",PHI,54,75,402,7.4,5,47,2,28.7,1,387,18
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
101,"Koren Robinson, WR",SEA,31,58,400,12.9,2,90,3,33.3,0,120,22
102,"Chester Taylor, RB",MIN,45,54,399,8.9,2,47,1,24.9,2,382,17
103,"Jerramy Stevens, TE",TB,36,59,397,11.0,2,31,6,28.4,0,156,16
104,"Kevin Curtis, WR",PHI,33,63,390,11.8,2,32,4,43.3,0,89,19
105,"Daniel Graham, TE",DEN,32,50,389,12.2,4,28,8,24.3,0,199,20
106,"Derrick Ward, RB",NYG,41,55,384,9.4,0,48,3,24.0,0,423,14
 ,"Kevin Boss, TE",NYG,33,55,384,11.6,6,28,7,25.6,0,155,21
108,"Mark Bradley, WR",CHI/KC,30,61,380,12.7,3,56,5,38.0,0,92,14
109,"Steven Jackson, RB",STL,40,62,379,9.5,1,53,5,31.6,0,399,15
110,"Jason Avant, WR",PHI,32,57,377,11.8,2,31,5,25.1,0,80,22
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Steve Slaton, RB",HOU,50,59,377,7.5,1,46,4,23.6,1,446,14
112,"Frank Gore, RB",SF,43,66,373,8.7,2,26,4,26.6,0,345,15
113,"Desmond Clark, TE",CHI,41,73,367,9.0,1,35,5,22.9,1,154,18
114,"Johnnie Lee Higgins, WR",OAK,22,42,366,16.6,4,84,5,22.9,0,206,13
 ,"Jordy Nelson, WR",GB,33,55,366,11.1,2,29,3,22.9,0,88,18
116,"Brandon Lloyd, WR",CHI,26,50,364,14.0,2,32,7,33.1,0,78,17
 ,"Reggie Williams, WR",JAX,37,63,364,9.8,3,32,4,22.8,0,66,22
118,"Chansi Stuckey, WR",NYJ,32,45,359,11.2,3,31,5,23.9,0,195,22
119,"Vernon Davis, TE",SF,31,48,358,11.5,2,57,5,22.4,2,249,14
120,"Leon Washington, RB",NYJ,47,61,355,7.6,2,40,2,22.2,1,361,17
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
121,"Robert Royal, TE",BUF,33,58,351,10.6,1,30,6,23.4,2,141,14
122,"Darren Sproles, RB",SD,29,34,342,11.8,5,66,5,21.4,1,359,14
123,"Jerious Norwood, RB",ATL,36,53,338,9.4,2,67,6,21.1,0,326,12
124,"Shaun McDonald, WR",DET,35,67,332,9.5,1,26,2,27.7,2,64,18
125,"Warrick Dunn, RB",TB,47,68,330,7.0,0,36,1,22.0,0,290,11
126,"Correll Buckhalter, RB",PHI,26,32,324,12.5,2,59,5,23.1,0,307,15
127,"Mewelde Moore, RB",PIT,40,53,320,8.0,1,25,3,20.0,1,240,17
 ,"Harry Douglas, WR",ATL,23,39,320,13.9,1,69,5,20.0,0,115,13
129,"Josh Morgan, WR",SF,20,43,319,16.0,3,48,5,26.6,0,100,12
130,"Arnaz Battle, WR",SF,24,43,318,13.3,0,36,6,35.3,0,138,18
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Brent Celek, TE",PHI,27,38,318,11.8,1,44,5,19.9,0,183,16
132,"Fred Jackson, RB",BUF,37,45,317,8.6,0,65,4,19.8,1,296,11
 ,"Jason Hill, WR",SF,30,40,317,10.6,2,33,5,19.8,1,114,20
134,"Donald Lee, TE",GB,39,49,303,7.8,5,26,3,18.9,0,122,12
135,"Dominic Rhodes, RB",IND,45,59,302,6.7,3,29,1,20.1,0,255,14
136,"Marshawn Lynch, RB",BUF,47,67,300,6.4,1,42,1,20.0,0,377,14
137,"L.J. Smith, TE",PHI,37,64,298,8.1,3,25,3,22.9,0,182,16
138,"Robert Meachem, WR",NO,12,20,289,24.1,3,74,4,20.6,0,66,8
139,"Kevin Smith, RB",DET,39,54,286,7.3,0,27,2,17.9,0,262,9
140,"Darren McFadden, RB",OAK,29,39,285,9.8,0,27,4,21.9,0,296,14
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
141,"Pierre Thomas, RB",NO,31,41,284,9.2,3,24,3,18.9,0,312,15
142,"Martellus Bennett, TE",DAL,20,28,283,14.2,4,37,6,17.7,0,135,12
143,"Miles Austin, WR",DAL,13,23,278,21.4,3,63,5,23.2,0,105,11
144,"Patrick Cobbs, RB",MIA,19,27,275,14.5,2,80,3,17.2,0,199,11
145,"James Jones, WR",GB,20,30,274,13.7,1,46,3,27.4,0,64,16
146,"Ray Rice, RB",BAL,33,43,273,8.3,0,40,3,21.0,0,293,12
147,"Jamaal Charles, RB",KC,27,40,272,10.1,1,75,2,17.0,1,309,9
148,"Dane Looker, WR",STL,23,49,271,11.8,2,30,5,20.8,2,66,11
149,"Michael Gaines, TE",DET,23,37,260,11.3,1,33,3,16.3,3,86,13
 ,"Chris Johnson, RB",TEN,43,62,260,6.0,1,25,2,17.3,0,288,11
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
151,"Alge Crumpler, TE",TEN,24,41,257,10.7,1,28,3,17.1,1,139,11
152,"J.J. Arrington, RB",ARI,29,40,255,8.8,1,35,2,23.2,0,291,13
153,"Ronnie Brown, RB",MIA,33,43,254,7.7,0,39,1,15.9,0,200,12
154,"Reggie Brown, WR",PHI,18,34,252,14.0,1,40,4,25.2,0,65,13
155,"Alex Smith, TE",TB,21,38,250,11.9,3,34,4,17.9,0,140,15
156,"Steve Heiden, TE",CLE,23,43,249,10.8,0,51,2,17.8,0,109,14
157,"Greg Lewis, WR",PHI,19,34,247,13.0,1,52,2,15.4,0,47,13
 ,"Devard Darling, WR",KC,17,33,247,14.5,1,68,3,15.4,0,107,8
159,"John Standeford, WR",DET,15,34,244,16.3,0,36,4,27.1,1,39,8
160,"David Anderson, WR",HOU,19,29,241,12.7,2,65,3,15.1,0,114,13
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
161,"Tim Hightower, RB",ARI,34,50,237,7.0,0,26,2,14.8,1,239,11
162,"Roy Williams, WR",DAL/DET,17,39,232,13.6,1,25,4,46.4,0,81,14
 ,"Roscoe Parrish, WR",BUF,24,45,232,9.7,1,22,4,17.8,0,77,16
164,"Chaz Schilens, WR",OAK,15,33,226,15.1,2,60,4,14.1,0,52,9
165,"Leonard Weaver, FB",SEA,20,32,222,11.1,2,62,2,15.9,0,206,6
166,"Chris Henry, WR",CIN,19,46,220,11.6,2,22,2,18.3,0,20,12
167,"Ricky Williams, RB",MIA,29,39,219,7.6,1,47,2,13.7,1,162,9
168,"Clinton Portis, RB",WSH,28,36,218,7.8,0,29,1,13.6,0,240,11
169,"Mike Sims-Walker, WR",JAX,16,31,217,13.6,0,32,2,24.1,0,27,11
170,"Andre Davis, WR",HOU,13,28,213,16.4,0,49,4,17.8,0,65,11
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
171,"Marty Booker, WR",CHI,14,49,211,15.1,2,51,3,16.2,0,97,9
172,"Benjamin Watson, TE",NE,22,46,209,9.5,2,29,1,14.9,1,48,12
 ,"Dante Rosario, TE",CAR,18,31,209,11.6,1,24,3,13.1,0,69,11
174,"Reggie Kelly, TE",CIN,31,42,207,6.7,0,31,1,12.9,0,86,5
 ,"Thomas Jones, RB",NYJ,36,42,207,5.8,2,19,0,12.9,0,248,12
176,"Joseph Addai, RB",IND,25,39,206,8.2,2,55,2,17.2,0,162,9
177,"Michael Robinson, FB",SF,17,20,202,11.9,0,36,2,12.6,0,138,9
178,"Ladell Betts, RB",WSH,22,35,200,9.1,0,27,3,15.4,0,177,6
179,"Roy Williams, WR",DAL/DET,19,43,198,10.4,1,38,2,19.8,0,43,12
180,"Ashley Lelie, WR",OAK,11,45,197,17.9,2,51,5,15.2,0,22,9
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
181,"Javon Walker, WR",OAK,15,32,196,13.1,1,29,2,24.5,0,33,12
182,"Jeff King, TE",CAR,21,33,195,9.3,1,31,2,12.2,0,76,8
183,"Chris Baker, TE",NYJ,21,30,194,9.2,0,29,1,12.1,0,65,11
 ,"Antonio Chatman, WR",CIN,21,31,194,9.2,0,25,2,19.4,1,115,10
185,"Darrell Jackson, WR",DEN,12,21,190,15.8,1,48,4,15.8,0,53,8
186,"Cedric Benson, RB",CIN,20,26,185,9.3,0,79,2,15.4,0,213,6
 ,"Brandon Jackson, RB",GB,30,39,185,6.2,0,18,0,14.2,0,219,6
 ,"Tashard Choice, RB",DAL,21,30,185,8.8,0,50,2,11.6,0,213,6
189,"Kenneth Darby, RB",STL,19,21,183,9.6,0,30,2,18.3,0,188,8
190,"Syndric Steptoe, WR",CLE,19,40,182,9.6,0,53,2,11.4,1,57,8
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
191,"Jerry Porter, WR",JAX,11,30,181,16.5,1,33,4,18.1,0,38,8
 ,"Ronald Curry, WR",OAK,19,48,181,9.5,2,16,0,13.9,0,34,13
 ,"Mike Furrey, WR",DET,18,33,181,10.1,0,25,3,20.1,0,46,9
 ,"D.J. Hackett, WR",CAR,13,28,181,13.9,0,37,3,20.1,1,70,7
195,"Demetrius Williams, WR",BAL,13,23,180,13.8,1,70,2,25.7,0,51,6
196,"Peyton Hillis, RB",DEN,14,19,179,12.8,1,47,2,14.9,0,141,9
197,"Jamal Lewis, RB",CLE,23,32,178,7.7,0,18,0,11.1,1,189,8
198,"Earnest Graham, RB",TB,23,33,174,7.6,0,24,2,17.4,0,130,6
199,"Willis McGahee, RB",BAL,24,32,173,7.2,0,35,2,13.3,1,198,8
200,"Keenan Burton, WR",STL,13,29,172,13.2,1,30,4,13.2,0,63,5
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
201,"Mike Tolbert, RB",SD,13,15,171,13.2,1,67,2,13.2,0,157,7
202,"Donte' Stallworth, WR",CLE,17,45,170,10.0,1,19,0,15.5,0,86,8
203,"Brian Finneran, WR",ATL,21,36,169,8.0,1,14,0,10.6,1,43,14
204,"Gijon Robinson, TE",IND,19,24,166,8.7,0,23,1,11.1,0,95,5
205,"David Patten, WR",NO,11,20,162,14.7,1,39,3,32.4,0,38,7
 ,"Tory Humphrey, TE",GB,11,17,162,14.7,0,37,3,10.1,0,84,8
 ,"Michael Bush, RB",OAK,19,30,162,8.5,0,25,1,10.8,0,166,7
208,"Sammy Morris, RB",NE,17,24,161,9.5,0,42,2,12.4,0,152,5
209,"Justin Peelle, TE",ATL,15,22,159,10.6,2,18,0,9.9,0,110,9
210,"Jason Wright, RB",CLE,22,37,156,7.1,1,17,0,10.4,1,123,7
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
211,"Delanie Walker, TE",SF,10,16,155,15.5,1,53,3,10.3,1,111,7
212,"Sinorice Moss, WR",NYG,12,15,153,12.8,2,27,3,15.3,0,24,8
 ,"Derek Schouman, TE",BUF,15,20,153,10.2,1,21,1,9.6,1,89,8
214,"Ruvell Martin, WR",GB,15,26,149,9.9,1,17,0,11.5,0,47,9
215,"John Gilmore, TE",TB,15,21,147,9.8,1,36,1,9.2,0,89,8
216,"Sidney Rice, WR",MIN,15,31,141,9.4,4,23,1,10.8,0,31,12
217,"Randy McMichael, TE",STL,11,20,139,12.6,0,31,1,34.8,0,67,5
218,"Joey Galloway, WR",TB,13,28,138,10.6,0,22,2,15.3,0,42,6
 ,"Ahmard Hall, FB",TEN,13,18,138,10.6,2,54,2,8.6,0,144,5
220,"Maurice Morris, RB",SEA,19,27,136,7.2,2,13,0,10.5,0,118,5
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Matt Spaeth, TE",PIT,17,26,136,8.0,0,13,0,8.5,0,83,6
222,"DeShaun Foster, RB",SF,16,20,133,8.3,1,31,1,8.3,0,96,6
223,"Antonio Pittman, RB",STL,18,27,132,7.3,0,27,2,11.0,1,174,6
224,"Deuce McAllister, RB",NO,18,23,128,7.1,1,20,1,9.8,0,161,5
225,"Brandon Manumaleuna, TE",SD,15,19,127,8.5,2,17,0,7.9,0,71,6
226,"Adrian Peterson, RB",MIN,21,39,125,6.0,0,16,0,7.8,0,135,4
227,"Billy McMullen, WR",SEA,7,18,124,17.7,0,34,2,31.0,1,21,4
228,"Ben Utecht, TE",CIN,16,28,123,7.7,0,14,0,12.3,1,54,8
 ,"Joe Klopfenstein, TE",STL,11,19,123,11.2,0,29,2,7.7,1,42,4
 ,"Le'Ron McClain, FB",BAL,19,30,123,6.5,1,25,1,7.7,1,149,7
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
231,"Mark Campbell, TE",NO,12,16,121,10.1,2,29,2,13.4,0,72,8
 ,"DeAngelo Williams, RB",CAR,22,30,121,5.5,2,25,1,7.6,0,156,7
233,"Devin Thomas, WR",WSH,15,28,120,8.0,0,18,0,7.5,0,39,7
234,"Dwayne Jarrett, WR",CAR,10,19,119,11.9,0,25,1,13.2,0,27,9
 ,"Derek Stanley, WR",STL,6,12,119,19.8,1,80,1,11.9,1,70,2
236,"Greg Jones, RB",JAX,13,15,116,8.9,1,22,1,9.7,0,94,6
 ,"Ryan Grant, RB",GB,18,22,116,6.4,1,17,0,7.3,0,149,3
 ,"Jerome Harrison, RB",CLE,12,18,116,9.7,1,23,2,7.7,0,110,4
239,"Greg Estandia, TE",JAX,10,15,113,11.3,0,23,1,7.1,1,35,6
240,"Michael Pittman, RB",DEN,10,13,112,11.2,0,40,1,14.0,0,101,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
241,"Aundrae Allison, WR",MIN,10,22,109,10.9,0,21,1,7.3,0,47,8
242,"Dante Hall, WR",STL,12,18,105,8.8,0,20,1,13.1,0,16,7
243,"Ben Patrick, TE",ARI,11,18,104,9.5,0,19,0,10.4,0,45,6
244,"Vonta Leach, FB",HOU,12,18,103,8.6,0,22,2,6.4,0,69,2
245,"Stevie Johnson, WR",BUF,10,14,102,10.2,2,21,1,9.3,0,31,9
246,"Sam Aiken, WR",NE,8,11,101,12.6,0,43,1,7.2,0,79,5
247,"Fred Taylor, RB",JAX,16,22,98,6.1,0,17,0,7.5,1,91,2
 ,"Mike Sellers, FB",WSH,12,15,98,8.2,1,20,1,6.1,0,85,5
 ,"Courtney Taylor, WR",SEA,9,25,98,10.9,0,26,1,9.8,0,30,4
250,"Dominique Zeigler, WR",SF,5,8,97,19.4,0,31,3,12.1,0,45,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
251,"Derek Fine, TE",BUF,10,12,94,9.4,1,20,1,9.4,0,36,6
252,"David Thomas, TE",NE,9,17,93,10.3,0,18,0,6.2,0,44,5
253,"Jimmy Kleinsasser, TE",MIN,6,13,92,15.3,0,34,2,5.8,0,46,5
254,"Jacob Hester, RB",SD,12,13,91,7.6,1,16,0,5.7,0,89,4
255,"Early Doucet, WR",ARI,14,17,90,6.4,0,12,0,12.9,0,50,6
256,"Jason Snelling, FB",ATL,8,11,89,11.1,0,27,1,5.6,0,87,3
257,"Rudi Johnson, RB",DET,12,14,88,7.3,1,34,1,6.3,0,86,4
258,"James Hardy, WR",BUF,9,24,87,9.7,2,17,0,6.2,0,19,5
259,"Edgerrin James, RB",ARI,12,18,85,7.1,0,16,0,6.5,1,67,4
 ,"Justin Griffith, FB",OAK,9,12,85,9.4,1,24,2,12.1,0,54,4
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Casey Fitzsimmons, TE",DET,12,28,85,7.1,1,16,0,6.1,0,18,4
262,"Nate Jackson, WR",DEN,11,17,84,7.6,1,19,0,8.4,0,39,4
263,"Will Franklin, WR",KC,7,17,83,11.9,0,42,1,6.4,0,31,3
264,"James Thrash, WR",WSH,9,21,81,9.0,1,29,1,5.1,0,19,3
 ,"Tony Stewart, TE",OAK,11,15,81,7.4,0,17,0,5.1,0,31,5
 ,"Daniel Fells, TE",STL,7,11,81,11.6,0,26,1,6.8,0,51,4
 ,"Jacoby Jones, WR",HOU,3,5,81,27.0,0,45,2,5.1,0,33,2
268,"Lawrence Vickers, FB",CLE,10,15,78,7.8,0,21,1,6.5,0,50,4
 ,"Andre Caldwell, WR",CIN,11,19,78,7.1,0,15,0,11.1,0,46,4
270,"Joel Dreessen, TE",HOU,11,16,77,7.0,0,13,0,4.8,1,44,4
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Leonard Pope, TE",ARI,9,13,77,8.6,0,25,1,5.9,0,24,2
272,"Larry Johnson, RB",KC,12,17,74,6.2,0,20,1,6.2,0,109,3
 ,"Jermichael Finley, TE",GB,6,12,74,12.3,1,35,2,5.3,0,19,3
274,"Chris Perry, RB",CIN,20,34,71,3.6,0,12,0,5.5,0,81,5
275,"Lavelle Hawkins, WR",TEN,7,12,68,9.7,0,19,0,5.2,0,19,5
276,"B.J. Askew, FB",TB,13,19,66,5.1,0,18,0,6.6,0,65,3
 ,"Julius Jones, RB",SEA,14,25,66,4.7,0,17,0,4.4,0,93,4
